,,0
afsr_diameter,afsr_total_radius_of_end_regions,0.7901991190864714
afsr_total_radius_of_end_regions,afsr_diameter,0.7901991190864714
cfpl_total_area_of_end_regions,cfpr_total_area_of_end_regions,0.7904654178873115
cfpr_total_area_of_end_regions,cfpl_total_area_of_end_regions,0.7904654178873115
cfpr_total_surface_area,cfpr_irregularity,0.7907980255031745
cfpr_irregularity,cfpr_total_surface_area,0.7907980255031745
slfr_branch_volume,slfr_total_area_of_end_regions,0.7913139935430294
slfr_total_area_of_end_regions,slfr_branch_volume,0.7913139935430294
cfpr_diameter,cfpl_irregularity,0.7916674016856718
cfpl_irregularity,cfpr_diameter,0.7916674016856718
slfl_diameter,slfl_radius_of_end_region_1,0.7920501191333265
slfl_radius_of_end_region_1,slfl_diameter,0.7920501191333265
slfl_area_of_end_region_2,slfl_total_surface_area,0.792148927044193
slfl_total_surface_area,slfl_area_of_end_region_2,0.792148927044193
cfpl_volume,cfpl_mean_length,0.7921664308520842
cfpl_mean_length,cfpl_volume,0.7921664308520842
fatl_volume,fatl_area_of_end_region_2,0.7924771822994932
fatl_area_of_end_region_2,fatl_volume,0.7924771822994932
cfpl_total_radius_of_end_regions,cfpl_total_area_of_end_regions,0.7930532140757417
cfpl_total_area_of_end_regions,cfpl_total_radius_of_end_regions,0.7930532140757417
slfl_iso,ufsl_qa,0.7930782278332134
ufsl_qa,slfl_iso,0.7930782278332134
cfpl_mean_length,cfpl_total_area_of_end_regions,0.7932129327959916
cfpl_total_area_of_end_regions,cfpl_mean_length,0.7932129327959916
cfpr_total_surface_area,cfpr_mean_length,0.7933539491661648
cfpr_mean_length,cfpr_total_surface_area,0.7933539491661648
cfpl_total_surface_area,cfpr_volume,0.7935347398392331
cfpr_volume,cfpl_total_surface_area,0.7935347398392331
slfl_volume,slfl_irregularity,0.7940123594335697
slfl_irregularity,slfl_volume,0.7940123594335697
ufsr_total_radius_of_end_regions,ufsr_total_surface_area,0.7940561352708753
ufsr_total_surface_area,ufsr_total_radius_of_end_regions,0.7940561352708753
fatl_total_area_of_end_regions,fatl_number_of_tracts,0.7940843187854889
fatl_number_of_tracts,fatl_total_area_of_end_regions,0.7940843187854889
fatr_radius_of_end_region_1,fatr_irregularity,0.7941612287300933
fatr_irregularity,fatr_radius_of_end_region_1,0.7941612287300933
slfl_nrdi06L,fatl_iso,0.7942534073152792
fatl_iso,slfl_nrdi06L,0.7942534073152792
fatl_iso,slfr_qa,0.794320788322259
slfr_qa,fatl_iso,0.794320788322259
slfl_mean_length,cfpl_span,0.7943831189390886
cfpl_span,slfl_mean_length,0.7943831189390886
cfpl_radius_of_end_region_1,cfpl_mean_length,0.7950086724668907
cfpl_mean_length,cfpl_radius_of_end_region_1,0.7950086724668907
afsl_number_of_tracts,afsl_trunk_volume,0.7950816531071387
afsl_trunk_volume,afsl_number_of_tracts,0.7950816531071387
slfr_volume,slfr_radius_of_end_region_2,0.7951138129271096
slfr_radius_of_end_region_2,slfr_volume,0.7951138129271096
slfr_qa,afsl_iso,0.7957098569768566
afsl_iso,slfr_qa,0.7957098569768566
ufsr_iso,slfl_nrdi06L,0.7959647168434321
slfl_nrdi06L,ufsr_iso,0.7959647168434321
slfl_radius_of_end_region_1,slfl_volume,0.7960207422971347
slfl_volume,slfl_radius_of_end_region_1,0.7960207422971347
afsl_diameter,afsl_trunk_volume,0.7961701336273921
afsl_trunk_volume,afsl_diameter,0.7961701336273921
slfr_area_of_end_region_1,slfr_area_of_end_region_2,0.7962904458520108
slfr_area_of_end_region_2,slfr_area_of_end_region_1,0.7962904458520108
slfl_nrdi04L,fatl_iso,0.7963280400115583
fatl_iso,slfl_nrdi04L,0.7963280400115583
fatl_iso,slfl_nrdi02L,0.7966148884413039
slfl_nrdi02L,fatl_iso,0.7966148884413039
fatl_iso,slfl_rdi,0.7968274346349109
slfl_rdi,fatl_iso,0.7968274346349109
ufsl_total_radius_of_end_regions,ufsl_total_surface_area,0.7968366457459092
ufsl_total_surface_area,ufsl_total_radius_of_end_regions,0.7968366457459092
cfpl_span,cfpl_number_of_tracts,0.7971638081033279
cfpl_number_of_tracts,cfpl_span,0.7971638081033279
slfl_nrdi06L,afsr_qa,0.7971758038446412
afsr_qa,slfl_nrdi06L,0.7971758038446412
slfr_qa,ufsr_rdi,0.7975996055380716
ufsr_rdi,slfr_qa,0.7975996055380716
ufsr_nrdi02L,slfr_qa,0.7977487433549759
slfr_qa,ufsr_nrdi02L,0.7977487433549759
ufsr_nrdi04L,slfr_qa,0.7979178068029456
slfr_qa,ufsr_nrdi04L,0.7979178068029456
slfr_qa,fatr_iso,0.797967508780191
fatr_iso,slfr_qa,0.797967508780191
ufsr_total_radius_of_end_regions,ufsr_radius_of_end_region_2,0.7981411003243836
ufsr_radius_of_end_region_2,ufsr_total_radius_of_end_regions,0.7981411003243836
afsl_iso,slfl_qa,0.7985507437351564
slfl_qa,afsl_iso,0.7985507437351564
slfr_qa,ufsr_nrdi06L,0.7985547035606813
ufsr_nrdi06L,slfr_qa,0.7985547035606813
ufsl_total_area_of_end_regions,ufsl_volume,0.79903904807502
ufsl_volume,ufsl_total_area_of_end_regions,0.79903904807502
cfpr_irregularity,cfpr_diameter,0.7990810384133966
cfpr_diameter,cfpr_irregularity,0.7990810384133966
afsr_irregularity,afsr_volume,0.7999199237444935
afsr_volume,afsr_irregularity,0.7999199237444935
slfl_volume,slfl_total_radius_of_end_regions,0.8003572727572588
slfl_total_radius_of_end_regions,slfl_volume,0.8003572727572588
slfl_iso,cfpr_qa,0.800482459359583
cfpr_qa,slfl_iso,0.800482459359583
slfl_nrdi04L,afsr_qa,0.8005370395683796
afsr_qa,slfl_nrdi04L,0.8005370395683796
slfl_nrdi04L,ufsr_iso,0.8007499462429178
ufsr_iso,slfl_nrdi04L,0.8007499462429178
cfpl_volume,cfpr_number_of_tracts,0.8008814381278004
cfpr_number_of_tracts,cfpl_volume,0.8008814381278004
cfpr_rd,cfpr_md,0.800930180641952
cfpr_md,cfpr_rd,0.800930180641952
slfr_iso,slfl_iso,0.8009579339904707
slfl_iso,slfr_iso,0.8009579339904707
afsr_qa,slfl_nrdi02L,0.8010606158690283
slfl_nrdi02L,afsr_qa,0.8010606158690283
afsr_rdi,slfl_iso,0.8012444456329153
slfl_iso,afsr_rdi,0.8012444456329153
slfl_iso,afsr_nrdi02L,0.8013791563505716
afsr_nrdi02L,slfl_iso,0.8013791563505716
slfl_rdi,afsr_qa,0.8014686607937641
afsr_qa,slfl_rdi,0.8014686607937641
slfl_irregularity,slfl_diameter,0.8015096515802902
slfl_diameter,slfl_irregularity,0.8015096515802902
afsr_nrdi04L,slfl_iso,0.801539018789792
slfl_iso,afsr_nrdi04L,0.801539018789792
ufsr_iso,slfl_nrdi02L,0.8015394158721282
slfl_nrdi02L,ufsr_iso,0.8015394158721282
ufsr_iso,slfl_rdi,0.8021657837564072
slfl_rdi,ufsr_iso,0.8021657837564072
fatr_total_radius_of_end_regions,fatr_irregularity,0.8021809233836382
fatr_irregularity,fatr_total_radius_of_end_regions,0.8021809233836382
afsr_nrdi06L,slfl_iso,0.8023241129244324
slfl_iso,afsr_nrdi06L,0.8023241129244324
slfl_nrdi06L,afsl_iso,0.8023851172283103
afsl_iso,slfl_nrdi06L,0.8023851172283103
cfpl_mean_length,slfl_mean_length,0.8030202525076884
slfl_mean_length,cfpl_mean_length,0.8030202525076884
ufsr_radius_of_end_region_1,ufsr_total_radius_of_end_regions,0.8031914834380016
ufsr_total_radius_of_end_regions,ufsr_radius_of_end_region_1,0.8031914834380016
fatr_iso,slfl_nrdi06L,0.8033289085100026
slfl_nrdi06L,fatr_iso,0.8033289085100026
ufsl_iso,slfl_nrdi06L,0.8037434603624849
slfl_nrdi06L,ufsl_iso,0.8037434603624849
fatr_diameter,fatr_trunk_volume,0.8049265886296768
fatr_trunk_volume,fatr_diameter,0.8049265886296768
afsr_qa,slfr_iso,0.8049951429540596
slfr_iso,afsr_qa,0.8049951429540596
slfr_iso,afsl_iso,0.8051420177177752
afsl_iso,slfr_iso,0.8051420177177752
cfpr_irregularity_of_end_region_2,fatl_elongation,0.805910711228249
fatl_elongation,cfpr_irregularity_of_end_region_2,0.805910711228249
slfl_nrdi06L,afsr_rdi,0.8063428878778013
afsr_rdi,slfl_nrdi06L,0.8063428878778013
slfr_elongation,slfl_elongation,0.806483590585599
slfl_elongation,slfr_elongation,0.806483590585599
afsr_nrdi02L,slfl_nrdi06L,0.8066312316338033
slfl_nrdi06L,afsr_nrdi02L,0.8066312316338033
slfl_nrdi04L,afsl_iso,0.8067365029488733
afsl_iso,slfl_nrdi04L,0.8067365029488733
cfpl_area_of_end_region_1,cfpl_number_of_tracts,0.8067691785037948
cfpl_number_of_tracts,cfpl_area_of_end_region_1,0.8067691785037948
slfl_nrdi04L,fatr_iso,0.8068014378397986
fatr_iso,slfl_nrdi04L,0.8068014378397986
afsr_nrdi04L,slfl_nrdi06L,0.806980029580926
slfl_nrdi06L,afsr_nrdi04L,0.806980029580926
slfr_qa,slfl_iso,0.807255098638411
slfl_iso,slfr_qa,0.807255098638411
slfl_nrdi02L,fatr_iso,0.8073465336044857
fatr_iso,slfl_nrdi02L,0.8073465336044857
slfl_nrdi02L,afsl_iso,0.8074437451150416
afsl_iso,slfl_nrdi02L,0.8074437451150416
ufsl_iso,slfl_nrdi04L,0.807578282109933
slfl_nrdi04L,ufsl_iso,0.807578282109933
slfl_total_surface_area,slfl_number_of_tracts,0.8076637787983677
slfl_number_of_tracts,slfl_total_surface_area,0.8076637787983677
slfr_total_radius_of_end_regions,slfr_total_surface_area,0.8077018341125358
slfr_total_surface_area,slfr_total_radius_of_end_regions,0.8077018341125358
slfl_rdi,fatr_iso,0.807771510234574
fatr_iso,slfl_rdi,0.807771510234574
cfpl_total_area_of_end_regions,cfpr_number_of_tracts,0.8079468724196235
cfpr_number_of_tracts,cfpl_total_area_of_end_regions,0.8079468724196235
slfl_rdi,afsl_iso,0.8080030751604594
afsl_iso,slfl_rdi,0.8080030751604594
slfl_nrdi02L,ufsl_iso,0.8081896311547269
ufsl_iso,slfl_nrdi02L,0.8081896311547269
ufsl_iso,slfl_rdi,0.8086691473857623
slfl_rdi,ufsl_iso,0.8086691473857623
slfl_nrdi06L,afsr_nrdi06L,0.8088197197906353
afsr_nrdi06L,slfl_nrdi06L,0.8088197197906353
cfpl_total_radius_of_end_regions,slfl_mean_length,0.8090803473316907
slfl_mean_length,cfpl_total_radius_of_end_regions,0.8090803473316907
afsr_rdi,slfl_qa,0.8090880092119177
slfl_qa,afsr_rdi,0.8090880092119177
afsr_nrdi02L,slfl_qa,0.8092090176863324
slfl_qa,afsr_nrdi02L,0.8092090176863324
cfpl_number_of_tracts,cfpr_diameter,0.8093408434391842
cfpr_diameter,cfpl_number_of_tracts,0.8093408434391842
slfl_qa,afsr_nrdi04L,0.809352915026528
afsr_nrdi04L,slfl_qa,0.809352915026528
afsl_trunk_volume,afsl_volume,0.8098548771789309
afsl_volume,afsl_trunk_volume,0.8098548771789309
afsr_nrdi06L,slfl_qa,0.8100519917648112
slfl_qa,afsr_nrdi06L,0.8100519917648112
fatr_irregularity,fatr_total_surface_area,0.8100825288933603
fatr_total_surface_area,fatr_irregularity,0.8100825288933603
afsr_iso,slfr_nrdi06L,0.810212859298478
slfr_nrdi06L,afsr_iso,0.810212859298478
cfpr_iso,slfr_qa,0.8103161708955251
slfr_qa,cfpr_iso,0.8103161708955251
afsl_nrdi06L,slfr_iso,0.8105274373068042
slfr_iso,afsl_nrdi06L,0.8105274373068042
afsr_rdi,slfl_nrdi04L,0.8108516178297884
slfl_nrdi04L,afsr_rdi,0.8108516178297884
slfl_nrdi04L,afsr_nrdi02L,0.8110895649267865
afsr_nrdi02L,slfl_nrdi04L,0.8110895649267865
afsl_iso,slfr_nrdi06L,0.8111593704779365
slfr_nrdi06L,afsl_iso,0.8111593704779365
afsl_nrdi06L,slfl_iso,0.8113131899716483
slfl_iso,afsl_nrdi06L,0.8113131899716483
slfr_rdi,afsl_iso,0.8113150577264682
afsl_iso,slfr_rdi,0.8113150577264682
afsl_iso,slfr_nrdi02L,0.8113309461458746
slfr_nrdi02L,afsl_iso,0.8113309461458746
slfr_nrdi04L,afsl_iso,0.8113389895325147
afsl_iso,slfr_nrdi04L,0.8113389895325147
cfpl_number_of_tracts,cfpr_total_surface_area,0.8113661823303061
cfpr_total_surface_area,cfpl_number_of_tracts,0.8113661823303061
slfl_nrdi04L,afsr_nrdi04L,0.8113765061460894
afsr_nrdi04L,slfl_nrdi04L,0.8113765061460894
cfpl_irregularity,cfpr_number_of_tracts,0.8115679520081461
cfpr_number_of_tracts,cfpl_irregularity,0.8115679520081461
slfl_nrdi02L,afsr_rdi,0.811587672063854
afsr_rdi,slfl_nrdi02L,0.811587672063854
afsr_nrdi02L,slfl_nrdi02L,0.8118162301649912
slfl_nrdi02L,afsr_nrdi02L,0.8118162301649912
cfpr_number_of_tracts,cfpr_trunk_volume,0.8119493110117132
cfpr_trunk_volume,cfpr_number_of_tracts,0.8119493110117132
afsl_number_of_tracts,afsl_total_area_of_end_regions,0.8120679616997455
afsl_total_area_of_end_regions,afsl_number_of_tracts,0.8120679616997455
slfl_nrdi02L,afsr_nrdi04L,0.8120916479896477
afsr_nrdi04L,slfl_nrdi02L,0.8120916479896477
afsr_rdi,slfl_rdi,0.8121700504122107
slfl_rdi,afsr_rdi,0.8121700504122107
cfpl_md,cfpr_md,0.8122310264016078
cfpr_md,cfpl_md,0.8122310264016078
slfr_iso,afsl_nrdi04L,0.8122694008453646
afsl_nrdi04L,slfr_iso,0.8122694008453646
slfr_total_surface_area,slfr_radius_of_end_region_2,0.8122926327976194
slfr_radius_of_end_region_2,slfr_total_surface_area,0.8122926327976194
afsl_nrdi04L,slfl_iso,0.812321783262128
slfl_iso,afsl_nrdi04L,0.812321783262128
afsr_nrdi02L,slfl_rdi,0.8123908706399329
slfl_rdi,afsr_nrdi02L,0.8123908706399329
afsl_nrdi02L,slfl_iso,0.8124947271289447
slfl_iso,afsl_nrdi02L,0.8124947271289447
afsl_nrdi02L,slfr_iso,0.8125719191432111
slfr_iso,afsl_nrdi02L,0.8125719191432111
afsl_rdi,slfl_iso,0.8126336124574874
slfl_iso,afsl_rdi,0.8126336124574874
slfr_nrdi04L,afsr_iso,0.8126445876580861
afsr_iso,slfr_nrdi04L,0.8126445876580861
afsr_nrdi04L,slfl_rdi,0.8126567916893321
slfl_rdi,afsr_nrdi04L,0.8126567916893321
afsl_rdi,slfr_iso,0.8128181579545799
slfr_iso,afsl_rdi,0.8128181579545799
afsr_nrdi06L,slfl_nrdi04L,0.8128708037337774
slfl_nrdi04L,afsr_nrdi06L,0.8128708037337774
ufsl_number_of_tracts,ufsl_area_of_end_region_1,0.8130211180760298
ufsl_area_of_end_region_1,ufsl_number_of_tracts,0.8130211180760298
afsr_iso,slfr_nrdi02L,0.8130523012409043
slfr_nrdi02L,afsr_iso,0.8130523012409043
slfr_rdi,afsr_iso,0.8133788946233936
afsr_iso,slfr_rdi,0.8133788946233936
afsr_nrdi06L,slfl_nrdi02L,0.8135216151589353
slfl_nrdi02L,afsr_nrdi06L,0.8135216151589353
cfpl_diameter,cfpl_total_radius_of_end_regions,0.8138552896654491
cfpl_total_radius_of_end_regions,cfpl_diameter,0.8138552896654491
afsr_nrdi06L,slfl_rdi,0.8140337452517845
slfl_rdi,afsr_nrdi06L,0.8140337452517845
slfr_branch_volume,slfr_radius_of_end_region_2,0.8146875662029616
slfr_radius_of_end_region_2,slfr_branch_volume,0.8146875662029616
afsl_area_of_end_region_1,afsl_total_surface_area,0.8150640137043534
afsl_total_surface_area,afsl_area_of_end_region_1,0.8150640137043534
slfr_nrdi06L,ufsr_iso,0.8157683893375506
ufsr_iso,slfr_nrdi06L,0.8157683893375506
slfl_qa,slfr_qa,0.8163160604554324
slfr_qa,slfl_qa,0.8163160604554324
fatr_volume,fatr_total_area_of_end_regions,0.8166394128750345
fatr_total_area_of_end_regions,fatr_volume,0.8166394128750345
slfl_qa,afsr_qa,0.8166648143824772
afsr_qa,slfl_qa,0.8166648143824772
slfr_nrdi04L,ufsr_iso,0.8167017311406242
ufsr_iso,slfr_nrdi04L,0.8167017311406242
cfpr_diameter,cfpr_number_of_tracts,0.81673930768744
cfpr_number_of_tracts,cfpr_diameter,0.81673930768744
ufsr_iso,slfr_nrdi02L,0.8168320852611941
slfr_nrdi02L,ufsr_iso,0.8168320852611941
cfpl_diameter,cfpr_total_area_of_end_regions,0.8168771708207284
cfpr_total_area_of_end_regions,cfpl_diameter,0.8168771708207284
ufsr_iso,slfr_rdi,0.8169304546752121
slfr_rdi,ufsr_iso,0.8169304546752121
slfr_iso,cfpr_qa,0.8173227337192563
cfpr_qa,slfr_iso,0.8173227337192563
slfr_qa,cfpr_nrdi06L,0.8176791532923972
cfpr_nrdi06L,slfr_qa,0.8176791532923972
cfpr_rdi,slfr_qa,0.8177287220977832
slfr_qa,cfpr_rdi,0.8177287220977832
cfpr_nrdi04L,slfr_qa,0.8177293446940206
slfr_qa,cfpr_nrdi04L,0.8177293446940206
cfpr_nrdi02L,slfr_qa,0.8177296974393944
slfr_qa,cfpr_nrdi02L,0.8177296974393944
slfl_elongation,slfl_irregularity_of_end_region_2,0.8179643039857815
slfl_irregularity_of_end_region_2,slfl_elongation,0.8179643039857815
cfpl_irregularity,cfpr_volume,0.8180322108866538
cfpr_volume,cfpl_irregularity,0.8180322108866538
slfl_iso,fatl_iso,0.8180331216000878
fatl_iso,slfl_iso,0.8180331216000878
fatr_volume,fatr_area_of_end_region_1,0.8183378162414677
fatr_area_of_end_region_1,fatr_volume,0.8183378162414677
slfr_nrdi06L,fatl_iso,0.818390115174388
fatl_iso,slfr_nrdi06L,0.818390115174388
cfpl_radius_of_end_region_2,cfpl_irregularity,0.8184186695882267
cfpl_irregularity,cfpl_radius_of_end_region_2,0.8184186695882267
cfpr_diameter,cfpr_area_of_end_region_1,0.8188006060250274
cfpr_area_of_end_region_1,cfpr_diameter,0.8188006060250274
cfpl_qa,slfl_iso,0.8195145855575686
slfl_iso,cfpl_qa,0.8195145855575686
slfl_mean_length,slfl_span,0.8195894599336817
slfl_span,slfl_mean_length,0.8195894599336817
fatr_qa,slfr_iso,0.8196312478517888
slfr_iso,fatr_qa,0.8196312478517888
cfpl_volume,cfpl_irregularity,0.8198035467886031
cfpl_irregularity,cfpl_volume,0.8198035467886031
fatl_iso,slfr_nrdi04L,0.8202493596534854
slfr_nrdi04L,fatl_iso,0.8202493596534854
cfpl_diameter,cfpr_volume,0.8203357119861834
cfpr_volume,cfpl_diameter,0.8203357119861834
fatl_iso,slfr_nrdi02L,0.8205515907348626
slfr_nrdi02L,fatl_iso,0.8205515907348626
ufsl_qa,slfr_rdi,0.8207308666994465
slfr_rdi,ufsl_qa,0.8207308666994465
slfr_rdi,fatl_iso,0.8207911276918106
fatl_iso,slfr_rdi,0.8207911276918106
slfr_nrdi02L,ufsl_qa,0.8209238781962257
ufsl_qa,slfr_nrdi02L,0.8209238781962257
cfpr_number_of_tracts,cfpl_diameter,0.8209827506349053
cfpl_diameter,cfpr_number_of_tracts,0.8209827506349053
ufsl_qa,slfr_nrdi04L,0.8211463890922432
slfr_nrdi04L,ufsl_qa,0.8211463890922432
ufsr_qa,slfr_iso,0.821697846603989
slfr_iso,ufsr_qa,0.821697846603989
slfr_area_of_end_region_2,slfr_trunk_volume,0.8217747849449002
slfr_trunk_volume,slfr_area_of_end_region_2,0.8217747849449002
ufsr_qa,slfr_qa,0.8219733240543343
slfr_qa,ufsr_qa,0.8219733240543343
ufsl_qa,slfr_nrdi06L,0.8221289311442874
slfr_nrdi06L,ufsl_qa,0.8221289311442874
cfpr_irregularity_of_end_region_1,fatl_elongation,0.8222517404680277
fatl_elongation,cfpr_irregularity_of_end_region_1,0.8222517404680277
afsl_area_of_end_region_1,afsl_volume,0.8223688711316512
afsl_volume,afsl_area_of_end_region_1,0.8223688711316512
afsr_total_radius_of_end_regions,afsr_radius_of_end_region_2,0.8226793332200962
afsr_radius_of_end_region_2,afsr_total_radius_of_end_regions,0.8226793332200962
slfr_qa,afsr_rdi,0.8229950264727773
afsr_rdi,slfr_qa,0.8229950264727773
afsl_qa,slfl_nrdi06L,0.8232985463555546
slfl_nrdi06L,afsl_qa,0.8232985463555546
slfr_qa,afsr_nrdi02L,0.823306407274914
afsr_nrdi02L,slfr_qa,0.823306407274914
slfr_qa,afsr_nrdi04L,0.823684310333992
afsr_nrdi04L,slfr_qa,0.823684310333992
ufsr_rdi,slfl_qa,0.8238332494153421
slfl_qa,ufsr_rdi,0.8238332494153421
fatl_irregularity,fatl_total_surface_area,0.8238424489421478
fatl_total_surface_area,fatl_irregularity,0.8238424489421478
afsr_area_of_end_region_1,afsr_trunk_volume,0.8239149702444397
afsr_trunk_volume,afsr_area_of_end_region_1,0.8239149702444397
slfl_qa,ufsr_nrdi02L,0.8239385655088735
ufsr_nrdi02L,slfl_qa,0.8239385655088735
slfr_nrdi06L,slfl_iso,0.8240003131836422
slfl_iso,slfr_nrdi06L,0.8240003131836422
ufsr_nrdi04L,slfl_qa,0.8240526526598435
slfl_qa,ufsr_nrdi04L,0.8240526526598435
slfr_qa,fatr_nrdi06L,0.8241726606326685
fatr_nrdi06L,slfr_qa,0.8241726606326685
slfl_qa,ufsr_nrdi06L,0.8243650581094976
ufsr_nrdi06L,slfl_qa,0.8243650581094976
slfr_branch_volume,slfr_total_radius_of_end_regions,0.824424617428037
slfr_total_radius_of_end_regions,slfr_branch_volume,0.824424617428037
cfpr_total_surface_area,cfpl_irregularity,0.8246142591593391
cfpl_irregularity,cfpr_total_surface_area,0.8246142591593391
slfr_qa,fatr_nrdi04L,0.8248097427699561
fatr_nrdi04L,slfr_qa,0.8248097427699561
slfl_iso,cfpr_iso,0.8248209472928976
cfpr_iso,slfl_iso,0.8248209472928976
slfr_qa,fatr_nrdi02L,0.8248699048946984
fatr_nrdi02L,slfr_qa,0.8248699048946984
slfr_nrdi04L,slfl_iso,0.824895486086658
slfl_iso,slfr_nrdi04L,0.824895486086658
slfr_qa,fatr_rdi,0.8249057326901897
fatr_rdi,slfr_qa,0.8249057326901897
slfl_iso,slfr_nrdi02L,0.8250197479148336
slfr_nrdi02L,slfl_iso,0.8250197479148336
slfl_qa,cfpr_iso,0.8250513298106604
cfpr_iso,slfl_qa,0.8250513298106604
slfl_iso,slfr_rdi,0.8251126871035425
slfr_rdi,slfl_iso,0.8251126871035425
slfl_nrdi04L,afsl_qa,0.8252175631883512
afsl_qa,slfl_nrdi04L,0.8252175631883512
afsr_radius_of_end_region_1,afsr_total_surface_area,0.8252788359871652
afsr_total_surface_area,afsr_radius_of_end_region_1,0.8252788359871652
fatl_qa,slfr_iso,0.8253706556750133
slfr_iso,fatl_qa,0.8253706556750133
cfpr_total_surface_area,cfpr_number_of_tracts,0.8254248658862984
cfpr_number_of_tracts,cfpr_total_surface_area,0.8254248658862984
afsl_qa,slfl_nrdi02L,0.8254706685658215
slfl_nrdi02L,afsl_qa,0.8254706685658215
slfr_qa,afsr_qa,0.8255544847755303
afsr_qa,slfr_qa,0.8255544847755303
afsl_qa,slfl_rdi,0.8256552643695978
slfl_rdi,afsl_qa,0.8256552643695978
afsr_nrdi06L,slfr_qa,0.8256760382736288
slfr_qa,afsr_nrdi06L,0.8256760382736288
slfl_qa,ufsl_qa,0.8259979312565655
ufsl_qa,slfl_qa,0.8259979312565655
fatr_dti_fa,fatl_dti_fa,0.8260050735689773
fatl_dti_fa,fatr_dti_fa,0.8260050735689773
slfl_total_area_of_end_regions,slfl_total_surface_area,0.826023619451418
slfl_total_surface_area,slfl_total_area_of_end_regions,0.826023619451418
slfl_iso,cfpr_nrdi06L,0.8261702644490808
cfpr_nrdi06L,slfl_iso,0.8261702644490808
fatl_nrdi06L,slfr_qa,0.8264648296990059
slfr_qa,fatl_nrdi06L,0.8264648296990059
slfl_iso,cfpr_nrdi04L,0.8266074420151643
cfpr_nrdi04L,slfl_iso,0.8266074420151643
slfl_iso,cfpr_nrdi02L,0.8266784317971793
cfpr_nrdi02L,slfl_iso,0.8266784317971793
slfl_iso,cfpr_rdi,0.8267344534588612
cfpr_rdi,slfl_iso,0.8267344534588612
fatr_iso,slfl_iso,0.8270533282106127
slfl_iso,fatr_iso,0.8270533282106127
fatl_nrdi04L,slfr_qa,0.8270591066353044
slfr_qa,fatl_nrdi04L,0.8270591066353044
slfr_qa,fatl_rdi,0.8270727985080673
fatl_rdi,slfr_qa,0.8270727985080673
slfr_qa,fatl_nrdi02L,0.8270781919128141
fatl_nrdi02L,slfr_qa,0.8270781919128141
ufsr_ad,ufsr_md,0.8273838900845029
ufsr_md,ufsr_ad,0.8273838900845029
fatl_total_area_of_end_regions,fatl_area_of_end_region_1,0.8274249558801194
fatl_area_of_end_region_1,fatl_total_area_of_end_regions,0.8274249558801194
slfl_rdi,slfr_qa,0.8279552598557066
slfr_qa,slfl_rdi,0.8279552598557066
slfr_total_radius_of_end_regions,slfr_radius_of_end_region_1,0.8280055857962798
slfr_radius_of_end_region_1,slfr_total_radius_of_end_regions,0.8280055857962798
slfl_qa,ufsl_rdi,0.8280290074369547
ufsl_rdi,slfl_qa,0.8280290074369547
slfl_qa,ufsl_nrdi02L,0.8280947348628007
ufsl_nrdi02L,slfl_qa,0.8280947348628007
slfl_qa,ufsl_nrdi04L,0.8281596003660158
ufsl_nrdi04L,slfl_qa,0.8281596003660158
slfl_nrdi06L,ufsl_qa,0.8281716877461155
ufsl_qa,slfl_nrdi06L,0.8281716877461155
slfl_qa,ufsl_nrdi06L,0.8282010445279809
ufsl_nrdi06L,slfl_qa,0.8282010445279809
slfr_qa,slfl_nrdi02L,0.8286410798503364
slfl_nrdi02L,slfr_qa,0.8286410798503364
slfl_total_surface_area,slfl_trunk_volume,0.8287425221435817
slfl_trunk_volume,slfl_total_surface_area,0.8287425221435817
afsl_qa,slfr_rdi,0.8288115998353213
slfr_rdi,afsl_qa,0.8288115998353213
slfr_nrdi02L,afsl_qa,0.8289812038957121
afsl_qa,slfr_nrdi02L,0.8289812038957121
slfl_qa,fatl_rdi,0.829090025243449
fatl_rdi,slfl_qa,0.829090025243449
afsl_qa,slfr_nrdi04L,0.8291755708540454
slfr_nrdi04L,afsl_qa,0.8291755708540454
fatr_area_of_end_region_1,fatr_trunk_volume,0.8293525817871039
fatr_trunk_volume,fatr_area_of_end_region_1,0.8293525817871039
fatl_nrdi02L,slfl_qa,0.8294038508152648
slfl_qa,fatl_nrdi02L,0.8294038508152648
slfl_nrdi04L,slfr_qa,0.8294432596112818
slfr_qa,slfl_nrdi04L,0.8294432596112818
slfl_qa,fatl_nrdi04L,0.8297592281695653
fatl_nrdi04L,slfl_qa,0.8297592281695653
slfl_nrdi04L,ufsl_qa,0.8298716439806908
ufsl_qa,slfl_nrdi04L,0.8298716439806908
afsl_qa,slfr_nrdi06L,0.8300038192978871
slfr_nrdi06L,afsl_qa,0.8300038192978871
slfl_nrdi02L,ufsl_qa,0.8300828011128812
ufsl_qa,slfl_nrdi02L,0.8300828011128812
cfpr_total_area_of_end_regions,cfpl_number_of_tracts,0.8301746427008901
cfpl_number_of_tracts,cfpr_total_area_of_end_regions,0.8301746427008901
slfl_rdi,ufsl_qa,0.8302330467015437
ufsl_qa,slfl_rdi,0.8302330467015437
slfr_rdi,afsr_qa,0.8302966598765974
afsr_qa,slfr_rdi,0.8302966598765974
slfr_iso,cfpr_iso,0.8303007296951451
cfpr_iso,slfr_iso,0.8303007296951451
afsr_qa,slfr_nrdi02L,0.8304110552122033
slfr_nrdi02L,afsr_qa,0.8304110552122033
slfl_qa,slfr_rdi,0.8305088177456851
