0,N
curl	3.03399,sub-50047_dwi.Frontal_Aslant_Tract_R.stat.txt	3
elongation	3.49479,sub-50047_dwi.Frontal_Aslant_Tract_R.stat.txt	4
diameter(mm)	22.2001,sub-50047_dwi.Frontal_Aslant_Tract_R.stat.txt	5
volume(mm^3)	30031.4,sub-50047_dwi.Frontal_Aslant_Tract_R.stat.txt	6
trunk volume(mm^3)	29790.5,sub-50047_dwi.Frontal_Aslant_Tract_R.stat.txt	7
branch volume(mm^3)	240.902,sub-50047_dwi.Frontal_Aslant_Tract_R.stat.txt	8
total surface area(mm^2)	44364.1,sub-50047_dwi.Frontal_Aslant_Tract_R.stat.txt	9
total radius of end regions(mm)	24.0753,sub-50047_dwi.Frontal_Aslant_Tract_R.stat.txt	10
total area of end regions(mm^2)	4747.53,sub-50047_dwi.Frontal_Aslant_Tract_R.stat.txt	11
irregularity	8.19881,sub-50047_dwi.Frontal_Aslant_Tract_R.stat.txt	12
area of end region 1(mm^2)	2984.83,sub-50047_dwi.Frontal_Aslant_Tract_R.stat.txt	13
radius of end region 1(mm)	13.2391,sub-50047_dwi.Frontal_Aslant_Tract_R.stat.txt	14
irregularity of end region 1	0.18448,sub-50047_dwi.Frontal_Aslant_Tract_R.stat.txt	15
area of end region 2(mm^2)	1762.7,sub-50047_dwi.Frontal_Aslant_Tract_R.stat.txt	16
radius of end region 2(mm)	10.8362,sub-50047_dwi.Frontal_Aslant_Tract_R.stat.txt	17
irregularity of end region 2	0.209278,sub-50047_dwi.Frontal_Aslant_Tract_R.stat.txt	18
qa	0.29492,sub-50047_dwi.Frontal_Aslant_Tract_R.stat.txt	19
dti_fa	0.398482,sub-50047_dwi.Frontal_Aslant_Tract_R.stat.txt	20
md	0.872474,sub-50047_dwi.Frontal_Aslant_Tract_R.stat.txt	21
ad	1.22186,sub-50047_dwi.Frontal_Aslant_Tract_R.stat.txt	22
rd	0.697782,sub-50047_dwi.Frontal_Aslant_Tract_R.stat.txt	23
iso	0.782662,sub-50047_dwi.Frontal_Aslant_Tract_R.stat.txt	24
rdi	0.524702,sub-50047_dwi.Frontal_Aslant_Tract_R.stat.txt	25
nrdi02L	0.674096,sub-50047_dwi.Frontal_Aslant_Tract_R.stat.txt	26
nrdi04L	0.265313,sub-50047_dwi.Frontal_Aslant_Tract_R.stat.txt	27
nrdi06L	0.0413873,sub-50047_dwi.Frontal_Aslant_Tract_R.stat.txt	28
,sub-50047_dwi.Frontal_Aslant_Tract_R.stat.txt	29
number of tracts	7901,sub-50048_dwi.Frontal_Aslant_Tract_R.stat.txt	0
mean length(mm)	75.0948,sub-50048_dwi.Frontal_Aslant_Tract_R.stat.txt	1
span(mm)	27.9928,sub-50048_dwi.Frontal_Aslant_Tract_R.stat.txt	2
curl	2.68265,sub-50048_dwi.Frontal_Aslant_Tract_R.stat.txt	3
elongation	4.0819,sub-50048_dwi.Frontal_Aslant_Tract_R.stat.txt	4
diameter(mm)	18.397,sub-50048_dwi.Frontal_Aslant_Tract_R.stat.txt	5
volume(mm^3)	19961.5,sub-50048_dwi.Frontal_Aslant_Tract_R.stat.txt	6
trunk volume(mm^3)	19360.3,sub-50048_dwi.Frontal_Aslant_Tract_R.stat.txt	7
branch volume(mm^3)	601.273,sub-50048_dwi.Frontal_Aslant_Tract_R.stat.txt	8
total surface area(mm^2)	31959.6,sub-50048_dwi.Frontal_Aslant_Tract_R.stat.txt	9
total radius of end regions(mm)	19.7615,sub-50048_dwi.Frontal_Aslant_Tract_R.stat.txt	10
total area of end regions(mm^2)	3012.25,sub-50048_dwi.Frontal_Aslant_Tract_R.stat.txt	11
irregularity	7.36368,sub-50048_dwi.Frontal_Aslant_Tract_R.stat.txt	12
area of end region 1(mm^2)	1693.17,sub-50048_dwi.Frontal_Aslant_Tract_R.stat.txt	13
radius of end region 1(mm)	12.5293,sub-50048_dwi.Frontal_Aslant_Tract_R.stat.txt	14
irregularity of end region 1	0.291276,sub-50048_dwi.Frontal_Aslant_Tract_R.stat.txt	15
area of end region 2(mm^2)	1319.08,sub-50048_dwi.Frontal_Aslant_Tract_R.stat.txt	16
radius of end region 2(mm)	7.23222,sub-50048_dwi.Frontal_Aslant_Tract_R.stat.txt	17
irregularity of end region 2	0.124572,sub-50048_dwi.Frontal_Aslant_Tract_R.stat.txt	18
qa	0.170115,sub-50048_dwi.Frontal_Aslant_Tract_R.stat.txt	19
dti_fa	0.375831,sub-50048_dwi.Frontal_Aslant_Tract_R.stat.txt	20
md	0.879677,sub-50048_dwi.Frontal_Aslant_Tract_R.stat.txt	21
ad	1.2034,sub-50048_dwi.Frontal_Aslant_Tract_R.stat.txt	22
rd	0.717813,sub-50048_dwi.Frontal_Aslant_Tract_R.stat.txt	23
iso	0.470364,sub-50048_dwi.Frontal_Aslant_Tract_R.stat.txt	24
rdi	0.315034,sub-50048_dwi.Frontal_Aslant_Tract_R.stat.txt	25
nrdi02L	0.404774,sub-50048_dwi.Frontal_Aslant_Tract_R.stat.txt	26
nrdi04L	0.159333,sub-50048_dwi.Frontal_Aslant_Tract_R.stat.txt	27
nrdi06L	0.0248728,sub-50048_dwi.Frontal_Aslant_Tract_R.stat.txt	28
,sub-50048_dwi.Frontal_Aslant_Tract_R.stat.txt	29
