0,N
mean length(mm)	83.0172,sub-50023_dwi.Frontal_Aslant_Tract_R.stat.txt	1
span(mm)	30.5582,sub-50023_dwi.Frontal_Aslant_Tract_R.stat.txt	2
curl	2.71669,sub-50023_dwi.Frontal_Aslant_Tract_R.stat.txt	3
elongation	4.79269,sub-50023_dwi.Frontal_Aslant_Tract_R.stat.txt	4
diameter(mm)	17.3216,sub-50023_dwi.Frontal_Aslant_Tract_R.stat.txt	5
volume(mm^3)	19563,sub-50023_dwi.Frontal_Aslant_Tract_R.stat.txt	6
trunk volume(mm^3)	11556.4,sub-50023_dwi.Frontal_Aslant_Tract_R.stat.txt	7
branch volume(mm^3)	8006.55,sub-50023_dwi.Frontal_Aslant_Tract_R.stat.txt	8
total surface area(mm^2)	35471.3,sub-50023_dwi.Frontal_Aslant_Tract_R.stat.txt	9
total radius of end regions(mm)	18.3201,sub-50023_dwi.Frontal_Aslant_Tract_R.stat.txt	10
total area of end regions(mm^2)	2576.47,sub-50023_dwi.Frontal_Aslant_Tract_R.stat.txt	11
irregularity	7.85183,sub-50023_dwi.Frontal_Aslant_Tract_R.stat.txt	12
area of end region 1(mm^2)	1366.09,sub-50023_dwi.Frontal_Aslant_Tract_R.stat.txt	13
radius of end region 1(mm)	10.5378,sub-50023_dwi.Frontal_Aslant_Tract_R.stat.txt	14
irregularity of end region 1	0.255369,sub-50023_dwi.Frontal_Aslant_Tract_R.stat.txt	15
area of end region 2(mm^2)	1210.38,sub-50023_dwi.Frontal_Aslant_Tract_R.stat.txt	16
radius of end region 2(mm)	7.78232,sub-50023_dwi.Frontal_Aslant_Tract_R.stat.txt	17
irregularity of end region 2	0.157197,sub-50023_dwi.Frontal_Aslant_Tract_R.stat.txt	18
qa	0.131903,sub-50023_dwi.Frontal_Aslant_Tract_R.stat.txt	19
dti_fa	0.410981,sub-50023_dwi.Frontal_Aslant_Tract_R.stat.txt	20
md	0.864827,sub-50023_dwi.Frontal_Aslant_Tract_R.stat.txt	21
ad	1.21036,sub-50023_dwi.Frontal_Aslant_Tract_R.stat.txt	22
rd	0.692059,sub-50023_dwi.Frontal_Aslant_Tract_R.stat.txt	23
iso	0.352658,sub-50023_dwi.Frontal_Aslant_Tract_R.stat.txt	24
rdi	0.236332,sub-50023_dwi.Frontal_Aslant_Tract_R.stat.txt	25
nrdi02L	0.303719,sub-50023_dwi.Frontal_Aslant_Tract_R.stat.txt	26
nrdi04L	0.119586,sub-50023_dwi.Frontal_Aslant_Tract_R.stat.txt	27
nrdi06L	0.0186939,sub-50023_dwi.Frontal_Aslant_Tract_R.stat.txt	28
,sub-50023_dwi.Frontal_Aslant_Tract_R.stat.txt	29
number of tracts	7882,sub-50025_dwi.Frontal_Aslant_Tract_R.stat.txt	0
mean length(mm)	76.2378,sub-50025_dwi.Frontal_Aslant_Tract_R.stat.txt	1
span(mm)	29.0109,sub-50025_dwi.Frontal_Aslant_Tract_R.stat.txt	2
curl	2.6279,sub-50025_dwi.Frontal_Aslant_Tract_R.stat.txt	3
elongation	5.0573,sub-50025_dwi.Frontal_Aslant_Tract_R.stat.txt	4
diameter(mm)	15.0748,sub-50025_dwi.Frontal_Aslant_Tract_R.stat.txt	5
volume(mm^3)	13607,sub-50025_dwi.Frontal_Aslant_Tract_R.stat.txt	6
trunk volume(mm^3)	11931.5,sub-50025_dwi.Frontal_Aslant_Tract_R.stat.txt	7
branch volume(mm^3)	1675.54,sub-50025_dwi.Frontal_Aslant_Tract_R.stat.txt	8
total surface area(mm^2)	23882.6,sub-50025_dwi.Frontal_Aslant_Tract_R.stat.txt	9
total radius of end regions(mm)	19.2731,sub-50025_dwi.Frontal_Aslant_Tract_R.stat.txt	10
total area of end regions(mm^2)	2615.64,sub-50025_dwi.Frontal_Aslant_Tract_R.stat.txt	11
irregularity	6.61469,sub-50025_dwi.Frontal_Aslant_Tract_R.stat.txt	12
area of end region 1(mm^2)	1193.74,sub-50025_dwi.Frontal_Aslant_Tract_R.stat.txt	13
radius of end region 1(mm)	10.839,sub-50025_dwi.Frontal_Aslant_Tract_R.stat.txt	14
irregularity of end region 1	0.309187,sub-50025_dwi.Frontal_Aslant_Tract_R.stat.txt	15
area of end region 2(mm^2)	1421.91,sub-50025_dwi.Frontal_Aslant_Tract_R.stat.txt	16
radius of end region 2(mm)	8.43406,sub-50025_dwi.Frontal_Aslant_Tract_R.stat.txt	17
irregularity of end region 2	0.157163,sub-50025_dwi.Frontal_Aslant_Tract_R.stat.txt	18
qa	0.0733292,sub-50025_dwi.Frontal_Aslant_Tract_R.stat.txt	19
dti_fa	0.371758,sub-50025_dwi.Frontal_Aslant_Tract_R.stat.txt	20
md	0.925594,sub-50025_dwi.Frontal_Aslant_Tract_R.stat.txt	21
ad	1.25285,sub-50025_dwi.Frontal_Aslant_Tract_R.stat.txt	22
rd	0.761967,sub-50025_dwi.Frontal_Aslant_Tract_R.stat.txt	23
iso	0.20262,sub-50025_dwi.Frontal_Aslant_Tract_R.stat.txt	24
rdi	0.135172,sub-50025_dwi.Frontal_Aslant_Tract_R.stat.txt	25
nrdi02L	0.173958,sub-50025_dwi.Frontal_Aslant_Tract_R.stat.txt	26
nrdi04L	0.0686103,sub-50025_dwi.Frontal_Aslant_Tract_R.stat.txt	27
nrdi06L	0.0108232,sub-50025_dwi.Frontal_Aslant_Tract_R.stat.txt	28
,sub-50025_dwi.Frontal_Aslant_Tract_R.stat.txt	29
number of tracts	7471,sub-50027_dwi.Frontal_Aslant_Tract_R.stat.txt	0
mean length(mm)	78.7788,sub-50027_dwi.Frontal_Aslant_Tract_R.stat.txt	1
span(mm)	30.8102,sub-50027_dwi.Frontal_Aslant_Tract_R.stat.txt	2
curl	2.55691,sub-50027_dwi.Frontal_Aslant_Tract_R.stat.txt	3
elongation	4.64585,sub-50027_dwi.Frontal_Aslant_Tract_R.stat.txt	4
diameter(mm)	16.9568,sub-50027_dwi.Frontal_Aslant_Tract_R.stat.txt	5
volume(mm^3)	17790.5,sub-50027_dwi.Frontal_Aslant_Tract_R.stat.txt	6
trunk volume(mm^3)	17617.2,sub-50027_dwi.Frontal_Aslant_Tract_R.stat.txt	7
branch volume(mm^3)	173.33,sub-50027_dwi.Frontal_Aslant_Tract_R.stat.txt	8
total surface area(mm^2)	28716.3,sub-50027_dwi.Frontal_Aslant_Tract_R.stat.txt	9
total radius of end regions(mm)	18.4754,sub-50027_dwi.Frontal_Aslant_Tract_R.stat.txt	10
total area of end regions(mm^2)	2687.13,sub-50027_dwi.Frontal_Aslant_Tract_R.stat.txt	11
irregularity	6.84265,sub-50027_dwi.Frontal_Aslant_Tract_R.stat.txt	12
area of end region 1(mm^2)	1443.45,sub-50027_dwi.Frontal_Aslant_Tract_R.stat.txt	13
radius of end region 1(mm)	9.21691,sub-50027_dwi.Frontal_Aslant_Tract_R.stat.txt	14
irregularity of end region 1	0.184892,sub-50027_dwi.Frontal_Aslant_Tract_R.stat.txt	15
area of end region 2(mm^2)	1243.68,sub-50027_dwi.Frontal_Aslant_Tract_R.stat.txt	16
radius of end region 2(mm)	9.2585,sub-50027_dwi.Frontal_Aslant_Tract_R.stat.txt	17
irregularity of end region 2	0.216532,sub-50027_dwi.Frontal_Aslant_Tract_R.stat.txt	18
qa	0.250825,sub-50027_dwi.Frontal_Aslant_Tract_R.stat.txt	19
dti_fa	0.430296,sub-50027_dwi.Frontal_Aslant_Tract_R.stat.txt	20
md	0.808494,sub-50027_dwi.Frontal_Aslant_Tract_R.stat.txt	21
ad	1.17113,sub-50027_dwi.Frontal_Aslant_Tract_R.stat.txt	22
rd	0.627177,sub-50027_dwi.Frontal_Aslant_Tract_R.stat.txt	23
iso	0.628046,sub-50027_dwi.Frontal_Aslant_Tract_R.stat.txt	24
rdi	0.42658,sub-50027_dwi.Frontal_Aslant_Tract_R.stat.txt	25
nrdi02L	0.547002,sub-50027_dwi.Frontal_Aslant_Tract_R.stat.txt	26
nrdi04L	0.214796,sub-50027_dwi.Frontal_Aslant_Tract_R.stat.txt	27
nrdi06L	0.0330914,sub-50027_dwi.Frontal_Aslant_Tract_R.stat.txt	28
,sub-50027_dwi.Frontal_Aslant_Tract_R.stat.txt	29
number of tracts	7391,sub-50029_dwi.Frontal_Aslant_Tract_R.stat.txt	0
mean length(mm)	79.7788,sub-50029_dwi.Frontal_Aslant_Tract_R.stat.txt	1
span(mm)	28.4893,sub-50029_dwi.Frontal_Aslant_Tract_R.stat.txt	2
curl	2.80031,sub-50029_dwi.Frontal_Aslant_Tract_R.stat.txt	3
elongation	4.07592,sub-50029_dwi.Frontal_Aslant_Tract_R.stat.txt	4
diameter(mm)	19.5732,sub-50029_dwi.Frontal_Aslant_Tract_R.stat.txt	5
volume(mm^3)	24005,sub-50029_dwi.Frontal_Aslant_Tract_R.stat.txt	6
trunk volume(mm^3)	17543.7,sub-50029_dwi.Frontal_Aslant_Tract_R.stat.txt	7
branch volume(mm^3)	6461.26,sub-50029_dwi.Frontal_Aslant_Tract_R.stat.txt	8
total surface area(mm^2)	41680.9,sub-50029_dwi.Frontal_Aslant_Tract_R.stat.txt	9
total radius of end regions(mm)	25.7373,sub-50029_dwi.Frontal_Aslant_Tract_R.stat.txt	10
total area of end regions(mm^2)	3511.68,sub-50029_dwi.Frontal_Aslant_Tract_R.stat.txt	11
irregularity	8.49645,sub-50029_dwi.Frontal_Aslant_Tract_R.stat.txt	12
area of end region 1(mm^2)	2192.6,sub-50029_dwi.Frontal_Aslant_Tract_R.stat.txt	13
radius of end region 1(mm)	13.2396,sub-50029_dwi.Frontal_Aslant_Tract_R.stat.txt	14
irregularity of end region 1	0.251156,sub-50029_dwi.Frontal_Aslant_Tract_R.stat.txt	15
area of end region 2(mm^2)	1319.08,sub-50029_dwi.Frontal_Aslant_Tract_R.stat.txt	16
radius of end region 2(mm)	12.4977,sub-50029_dwi.Frontal_Aslant_Tract_R.stat.txt	17
irregularity of end region 2	0.371995,sub-50029_dwi.Frontal_Aslant_Tract_R.stat.txt	18
qa	0.138449,sub-50029_dwi.Frontal_Aslant_Tract_R.stat.txt	19
dti_fa	0.38543,sub-50029_dwi.Frontal_Aslant_Tract_R.stat.txt	20
md	1.0009,sub-50029_dwi.Frontal_Aslant_Tract_R.stat.txt	21
ad	1.34714,sub-50029_dwi.Frontal_Aslant_Tract_R.stat.txt	22
rd	0.827776,sub-50029_dwi.Frontal_Aslant_Tract_R.stat.txt	23
iso	0.455026,sub-50029_dwi.Frontal_Aslant_Tract_R.stat.txt	24
rdi	0.260267,sub-50029_dwi.Frontal_Aslant_Tract_R.stat.txt	25
nrdi02L	0.33563,sub-50029_dwi.Frontal_Aslant_Tract_R.stat.txt	26
nrdi04L	0.1327,sub-50029_dwi.Frontal_Aslant_Tract_R.stat.txt	27
nrdi06L	0.0212058,sub-50029_dwi.Frontal_Aslant_Tract_R.stat.txt	28
,sub-50029_dwi.Frontal_Aslant_Tract_R.stat.txt	29
number of tracts	6726,sub-50032_dwi.Frontal_Aslant_Tract_R.stat.txt	0
mean length(mm)	80.7952,sub-50032_dwi.Frontal_Aslant_Tract_R.stat.txt	1
span(mm)	27.5865,sub-50032_dwi.Frontal_Aslant_Tract_R.stat.txt	2
curl	2.9288,sub-50032_dwi.Frontal_Aslant_Tract_R.stat.txt	3
elongation	4.57712,sub-50032_dwi.Frontal_Aslant_Tract_R.stat.txt	4
diameter(mm)	17.652,sub-50032_dwi.Frontal_Aslant_Tract_R.stat.txt	5
volume(mm^3)	19772.5,sub-50032_dwi.Frontal_Aslant_Tract_R.stat.txt	6
trunk volume(mm^3)	14570.6,sub-50032_dwi.Frontal_Aslant_Tract_R.stat.txt	7
branch volume(mm^3)	5201.91,sub-50032_dwi.Frontal_Aslant_Tract_R.stat.txt	8
total surface area(mm^2)	38963.4,sub-50032_dwi.Frontal_Aslant_Tract_R.stat.txt	9
total radius of end regions(mm)	25.3532,sub-50032_dwi.Frontal_Aslant_Tract_R.stat.txt	10
total area of end regions(mm^2)	2351.24,sub-50032_dwi.Frontal_Aslant_Tract_R.stat.txt	11
irregularity	8.69617,sub-50032_dwi.Frontal_Aslant_Tract_R.stat.txt	12
area of end region 1(mm^2)	1296.56,sub-50032_dwi.Frontal_Aslant_Tract_R.stat.txt	13
radius of end region 1(mm)	15.3537,sub-50032_dwi.Frontal_Aslant_Tract_R.stat.txt	14
irregularity of end region 1	0.571191,sub-50032_dwi.Frontal_Aslant_Tract_R.stat.txt	15
area of end region 2(mm^2)	1054.68,sub-50032_dwi.Frontal_Aslant_Tract_R.stat.txt	16
radius of end region 2(mm)	9.99951,sub-50032_dwi.Frontal_Aslant_Tract_R.stat.txt	17
irregularity of end region 2	0.297843,sub-50032_dwi.Frontal_Aslant_Tract_R.stat.txt	18
qa	0.0913922,sub-50032_dwi.Frontal_Aslant_Tract_R.stat.txt	19
dti_fa	0.421683,sub-50032_dwi.Frontal_Aslant_Tract_R.stat.txt	20
md	0.793848,sub-50032_dwi.Frontal_Aslant_Tract_R.stat.txt	21
ad	1.15949,sub-50032_dwi.Frontal_Aslant_Tract_R.stat.txt	22
rd	0.611029,sub-50032_dwi.Frontal_Aslant_Tract_R.stat.txt	23
iso	0.273001,sub-50032_dwi.Frontal_Aslant_Tract_R.stat.txt	24
rdi	0.15907,sub-50032_dwi.Frontal_Aslant_Tract_R.stat.txt	25
nrdi02L	0.203871,sub-50032_dwi.Frontal_Aslant_Tract_R.stat.txt	26
nrdi04L	0.0800066,sub-50032_dwi.Frontal_Aslant_Tract_R.stat.txt	27
nrdi06L	0.0122842,sub-50032_dwi.Frontal_Aslant_Tract_R.stat.txt	28
,sub-50032_dwi.Frontal_Aslant_Tract_R.stat.txt	29
number of tracts	6945,sub-50033_dwi.Frontal_Aslant_Tract_R.stat.txt	0
mean length(mm)	73.029,sub-50033_dwi.Frontal_Aslant_Tract_R.stat.txt	1
span(mm)	24.9337,sub-50033_dwi.Frontal_Aslant_Tract_R.stat.txt	2
curl	2.92892,sub-50033_dwi.Frontal_Aslant_Tract_R.stat.txt	3
elongation	3.89851,sub-50033_dwi.Frontal_Aslant_Tract_R.stat.txt	4
diameter(mm)	18.7326,sub-50033_dwi.Frontal_Aslant_Tract_R.stat.txt	5
volume(mm^3)	20127,sub-50033_dwi.Frontal_Aslant_Tract_R.stat.txt	6
trunk volume(mm^3)	16447.9,sub-50033_dwi.Frontal_Aslant_Tract_R.stat.txt	7
branch volume(mm^3)	3679.14,sub-50033_dwi.Frontal_Aslant_Tract_R.stat.txt	8
total surface area(mm^2)	33696.9,sub-50033_dwi.Frontal_Aslant_Tract_R.stat.txt	9
total radius of end regions(mm)	18.2443,sub-50033_dwi.Frontal_Aslant_Tract_R.stat.txt	10
total area of end regions(mm^2)	3673.26,sub-50033_dwi.Frontal_Aslant_Tract_R.stat.txt	11
irregularity	7.84056,sub-50033_dwi.Frontal_Aslant_Tract_R.stat.txt	12
area of end region 1(mm^2)	2144.61,sub-50033_dwi.Frontal_Aslant_Tract_R.stat.txt	13
radius of end region 1(mm)	10.3307,sub-50033_dwi.Frontal_Aslant_Tract_R.stat.txt	14
irregularity of end region 1	0.156337,sub-50033_dwi.Frontal_Aslant_Tract_R.stat.txt	15
area of end region 2(mm^2)	1528.65,sub-50033_dwi.Frontal_Aslant_Tract_R.stat.txt	16
radius of end region 2(mm)	7.91364,sub-50033_dwi.Frontal_Aslant_Tract_R.stat.txt	17
irregularity of end region 2	0.128705,sub-50033_dwi.Frontal_Aslant_Tract_R.stat.txt	18
qa	0.167422,sub-50033_dwi.Frontal_Aslant_Tract_R.stat.txt	19
dti_fa	0.419686,sub-50033_dwi.Frontal_Aslant_Tract_R.stat.txt	20
md	0.841468,sub-50033_dwi.Frontal_Aslant_Tract_R.stat.txt	21
ad	1.2013,sub-50033_dwi.Frontal_Aslant_Tract_R.stat.txt	22
rd	0.661554,sub-50033_dwi.Frontal_Aslant_Tract_R.stat.txt	23
iso	0.424832,sub-50033_dwi.Frontal_Aslant_Tract_R.stat.txt	24
rdi	0.287738,sub-50033_dwi.Frontal_Aslant_Tract_R.stat.txt	25
nrdi02L	0.369291,sub-50033_dwi.Frontal_Aslant_Tract_R.stat.txt	26
nrdi04L	0.145169,sub-50033_dwi.Frontal_Aslant_Tract_R.stat.txt	27
nrdi06L	0.0224969,sub-50033_dwi.Frontal_Aslant_Tract_R.stat.txt	28
,sub-50033_dwi.Frontal_Aslant_Tract_R.stat.txt	29
number of tracts	9661,sub-50035_dwi.Frontal_Aslant_Tract_R.stat.txt	0
mean length(mm)	71.9832,sub-50035_dwi.Frontal_Aslant_Tract_R.stat.txt	1
span(mm)	23.2758,sub-50035_dwi.Frontal_Aslant_Tract_R.stat.txt	2
curl	3.09262,sub-50035_dwi.Frontal_Aslant_Tract_R.stat.txt	3
elongation	3.86909,sub-50035_dwi.Frontal_Aslant_Tract_R.stat.txt	4
diameter(mm)	18.6047,sub-50035_dwi.Frontal_Aslant_Tract_R.stat.txt	5
volume(mm^3)	19568.9,sub-50035_dwi.Frontal_Aslant_Tract_R.stat.txt	6
trunk volume(mm^3)	11486.9,sub-50035_dwi.Frontal_Aslant_Tract_R.stat.txt	7
branch volume(mm^3)	8081.96,sub-50035_dwi.Frontal_Aslant_Tract_R.stat.txt	8
total surface area(mm^2)	32685.3,sub-50035_dwi.Frontal_Aslant_Tract_R.stat.txt	9
total radius of end regions(mm)	22.4243,sub-50035_dwi.Frontal_Aslant_Tract_R.stat.txt	10
total area of end regions(mm^2)	4041.47,sub-50035_dwi.Frontal_Aslant_Tract_R.stat.txt	11
irregularity	7.76871,sub-50035_dwi.Frontal_Aslant_Tract_R.stat.txt	12
area of end region 1(mm^2)	2418.81,sub-50035_dwi.Frontal_Aslant_Tract_R.stat.txt	13
radius of end region 1(mm)	13.3663,sub-50035_dwi.Frontal_Aslant_Tract_R.stat.txt	14
irregularity of end region 1	0.232044,sub-50035_dwi.Frontal_Aslant_Tract_R.stat.txt	15
area of end region 2(mm^2)	1622.66,sub-50035_dwi.Frontal_Aslant_Tract_R.stat.txt	16
radius of end region 2(mm)	9.05802,sub-50035_dwi.Frontal_Aslant_Tract_R.stat.txt	17
irregularity of end region 2	0.158851,sub-50035_dwi.Frontal_Aslant_Tract_R.stat.txt	18
qa	0.201641,sub-50035_dwi.Frontal_Aslant_Tract_R.stat.txt	19
dti_fa	0.444733,sub-50035_dwi.Frontal_Aslant_Tract_R.stat.txt	20
md	0.780517,sub-50035_dwi.Frontal_Aslant_Tract_R.stat.txt	21
ad	1.16348,sub-50035_dwi.Frontal_Aslant_Tract_R.stat.txt	22
rd	0.589037,sub-50035_dwi.Frontal_Aslant_Tract_R.stat.txt	23
iso	0.570038,sub-50035_dwi.Frontal_Aslant_Tract_R.stat.txt	24
rdi	0.334109,sub-50035_dwi.Frontal_Aslant_Tract_R.stat.txt	25
nrdi02L	0.428169,sub-50035_dwi.Frontal_Aslant_Tract_R.stat.txt	26
nrdi04L	0.168009,sub-50035_dwi.Frontal_Aslant_Tract_R.stat.txt	27
nrdi06L	0.0257797,sub-50035_dwi.Frontal_Aslant_Tract_R.stat.txt	28
,sub-50035_dwi.Frontal_Aslant_Tract_R.stat.txt	29
number of tracts	11087,sub-50036_dwi.Frontal_Aslant_Tract_R.stat.txt	0
mean length(mm)	76.9539,sub-50036_dwi.Frontal_Aslant_Tract_R.stat.txt	1
span(mm)	28.7833,sub-50036_dwi.Frontal_Aslant_Tract_R.stat.txt	2
curl	2.67356,sub-50036_dwi.Frontal_Aslant_Tract_R.stat.txt	3
elongation	4.20523,sub-50036_dwi.Frontal_Aslant_Tract_R.stat.txt	4
diameter(mm)	18.2996,sub-50036_dwi.Frontal_Aslant_Tract_R.stat.txt	5
volume(mm^3)	20239.7,sub-50036_dwi.Frontal_Aslant_Tract_R.stat.txt	6
trunk volume(mm^3)	19137,sub-50036_dwi.Frontal_Aslant_Tract_R.stat.txt	7
branch volume(mm^3)	1102.66,sub-50036_dwi.Frontal_Aslant_Tract_R.stat.txt	8
total surface area(mm^2)	32566.8,sub-50036_dwi.Frontal_Aslant_Tract_R.stat.txt	9
total radius of end regions(mm)	17.7162,sub-50036_dwi.Frontal_Aslant_Tract_R.stat.txt	10
total area of end regions(mm^2)	3691.87,sub-50036_dwi.Frontal_Aslant_Tract_R.stat.txt	11
irregularity	7.36127,sub-50036_dwi.Frontal_Aslant_Tract_R.stat.txt	12
area of end region 1(mm^2)	2197.49,sub-50036_dwi.Frontal_Aslant_Tract_R.stat.txt	13
radius of end region 1(mm)	10.7708,sub-50036_dwi.Frontal_Aslant_Tract_R.stat.txt	14
irregularity of end region 1	0.165851,sub-50036_dwi.Frontal_Aslant_Tract_R.stat.txt	15
area of end region 2(mm^2)	1494.37,sub-50036_dwi.Frontal_Aslant_Tract_R.stat.txt	16
radius of end region 2(mm)	6.94539,sub-50036_dwi.Frontal_Aslant_Tract_R.stat.txt	17
irregularity of end region 2	0.101411,sub-50036_dwi.Frontal_Aslant_Tract_R.stat.txt	18
qa	0.231565,sub-50036_dwi.Frontal_Aslant_Tract_R.stat.txt	19
dti_fa	0.398671,sub-50036_dwi.Frontal_Aslant_Tract_R.stat.txt	20
md	0.809099,sub-50036_dwi.Frontal_Aslant_Tract_R.stat.txt	21
ad	1.15021,sub-50036_dwi.Frontal_Aslant_Tract_R.stat.txt	22
rd	0.638543,sub-50036_dwi.Frontal_Aslant_Tract_R.stat.txt	23
iso	0.627304,sub-50036_dwi.Frontal_Aslant_Tract_R.stat.txt	24
rdi	0.421313,sub-50036_dwi.Frontal_Aslant_Tract_R.stat.txt	25
nrdi02L	0.540204,sub-50036_dwi.Frontal_Aslant_Tract_R.stat.txt	26
nrdi04L	0.212106,sub-50036_dwi.Frontal_Aslant_Tract_R.stat.txt	27
nrdi06L	0.0326597,sub-50036_dwi.Frontal_Aslant_Tract_R.stat.txt	28
,sub-50036_dwi.Frontal_Aslant_Tract_R.stat.txt	29
number of tracts	11238,sub-50038_dwi.Frontal_Aslant_Tract_R.stat.txt	0
mean length(mm)	76.2927,sub-50038_dwi.Frontal_Aslant_Tract_R.stat.txt	1
span(mm)	28.0239,sub-50038_dwi.Frontal_Aslant_Tract_R.stat.txt	2
curl	2.72241,sub-50038_dwi.Frontal_Aslant_Tract_R.stat.txt	3
elongation	3.63622,sub-50038_dwi.Frontal_Aslant_Tract_R.stat.txt	4
diameter(mm)	20.9813,sub-50038_dwi.Frontal_Aslant_Tract_R.stat.txt	5
volume(mm^3)	26377.8,sub-50038_dwi.Frontal_Aslant_Tract_R.stat.txt	6
trunk volume(mm^3)	25692.3,sub-50038_dwi.Frontal_Aslant_Tract_R.stat.txt	7
branch volume(mm^3)	685.492,sub-50038_dwi.Frontal_Aslant_Tract_R.stat.txt	8
total surface area(mm^2)	41310.7,sub-50038_dwi.Frontal_Aslant_Tract_R.stat.txt	9
total radius of end regions(mm)	18.8919,sub-50038_dwi.Frontal_Aslant_Tract_R.stat.txt	10
total area of end regions(mm^2)	5334.11,sub-50038_dwi.Frontal_Aslant_Tract_R.stat.txt	11
irregularity	8.21481,sub-50038_dwi.Frontal_Aslant_Tract_R.stat.txt	12
area of end region 1(mm^2)	3023.02,sub-50038_dwi.Frontal_Aslant_Tract_R.stat.txt	13
radius of end region 1(mm)	10.3397,sub-50038_dwi.Frontal_Aslant_Tract_R.stat.txt	14
irregularity of end region 1	0.111104,sub-50038_dwi.Frontal_Aslant_Tract_R.stat.txt	15
area of end region 2(mm^2)	2311.09,sub-50038_dwi.Frontal_Aslant_Tract_R.stat.txt	16
radius of end region 2(mm)	8.55211,sub-50038_dwi.Frontal_Aslant_Tract_R.stat.txt	17
irregularity of end region 2	0.0994214,sub-50038_dwi.Frontal_Aslant_Tract_R.stat.txt	18
qa	0.225128,sub-50038_dwi.Frontal_Aslant_Tract_R.stat.txt	19
dti_fa	0.407334,sub-50038_dwi.Frontal_Aslant_Tract_R.stat.txt	20
md	0.804498,sub-50038_dwi.Frontal_Aslant_Tract_R.stat.txt	21
ad	1.14225,sub-50038_dwi.Frontal_Aslant_Tract_R.stat.txt	22
rd	0.635624,sub-50038_dwi.Frontal_Aslant_Tract_R.stat.txt	23
iso	0.61248,sub-50038_dwi.Frontal_Aslant_Tract_R.stat.txt	24
rdi	0.411011,sub-50038_dwi.Frontal_Aslant_Tract_R.stat.txt	25
nrdi02L	0.527253,sub-50038_dwi.Frontal_Aslant_Tract_R.stat.txt	26
nrdi04L	0.207144,sub-50038_dwi.Frontal_Aslant_Tract_R.stat.txt	27
nrdi06L	0.0319995,sub-50038_dwi.Frontal_Aslant_Tract_R.stat.txt	28
,sub-50038_dwi.Frontal_Aslant_Tract_R.stat.txt	29
number of tracts	13013,sub-50043_dwi.Frontal_Aslant_Tract_R.stat.txt	0
mean length(mm)	78.2795,sub-50043_dwi.Frontal_Aslant_Tract_R.stat.txt	1
span(mm)	28.9197,sub-50043_dwi.Frontal_Aslant_Tract_R.stat.txt	2
curl	2.70679,sub-50043_dwi.Frontal_Aslant_Tract_R.stat.txt	3
elongation	4.12045,sub-50043_dwi.Frontal_Aslant_Tract_R.stat.txt	4
diameter(mm)	18.9978,sub-50043_dwi.Frontal_Aslant_Tract_R.stat.txt	5
volume(mm^3)	22189.4,sub-50043_dwi.Frontal_Aslant_Tract_R.stat.txt	6
trunk volume(mm^3)	22046.4,sub-50043_dwi.Frontal_Aslant_Tract_R.stat.txt	7
branch volume(mm^3)	142.975,sub-50043_dwi.Frontal_Aslant_Tract_R.stat.txt	8
total surface area(mm^2)	29296,sub-50043_dwi.Frontal_Aslant_Tract_R.stat.txt	9
total radius of end regions(mm)	16.5673,sub-50043_dwi.Frontal_Aslant_Tract_R.stat.txt	10
total area of end regions(mm^2)	4838.6,sub-50043_dwi.Frontal_Aslant_Tract_R.stat.txt	11
irregularity	6.27056,sub-50043_dwi.Frontal_Aslant_Tract_R.stat.txt	12
area of end region 1(mm^2)	2822.27,sub-50043_dwi.Frontal_Aslant_Tract_R.stat.txt	13
radius of end region 1(mm)	9.45643,sub-50043_dwi.Frontal_Aslant_Tract_R.stat.txt	14
irregularity of end region 1	0.0995419,sub-50043_dwi.Frontal_Aslant_Tract_R.stat.txt	15
area of end region 2(mm^2)	2016.33,sub-50043_dwi.Frontal_Aslant_Tract_R.stat.txt	16
radius of end region 2(mm)	7.11091,sub-50043_dwi.Frontal_Aslant_Tract_R.stat.txt	17
irregularity of end region 2	0.0787843,sub-50043_dwi.Frontal_Aslant_Tract_R.stat.txt	18
qa	0.176178,sub-50043_dwi.Frontal_Aslant_Tract_R.stat.txt	19
dti_fa	0.406799,sub-50043_dwi.Frontal_Aslant_Tract_R.stat.txt	20
md	0.841123,sub-50043_dwi.Frontal_Aslant_Tract_R.stat.txt	21
ad	1.19324,sub-50043_dwi.Frontal_Aslant_Tract_R.stat.txt	22
rd	0.665066,sub-50043_dwi.Frontal_Aslant_Tract_R.stat.txt	23
iso	0.461414,sub-50043_dwi.Frontal_Aslant_Tract_R.stat.txt	24
rdi	0.310311,sub-50043_dwi.Frontal_Aslant_Tract_R.stat.txt	25
nrdi02L	0.398295,sub-50043_dwi.Frontal_Aslant_Tract_R.stat.txt	26
nrdi04L	0.156586,sub-50043_dwi.Frontal_Aslant_Tract_R.stat.txt	27
nrdi06L	0.0242783,sub-50043_dwi.Frontal_Aslant_Tract_R.stat.txt	28
,sub-50043_dwi.Frontal_Aslant_Tract_R.stat.txt	29
number of tracts	11287,sub-50047_dwi.Frontal_Aslant_Tract_R.stat.txt	0
mean length(mm)	77.5846,sub-50047_dwi.Frontal_Aslant_Tract_R.stat.txt	1
span(mm)	25.5718,sub-50047_dwi.Frontal_Aslant_Tract_R.stat.txt	2
