0,N
span(mm)	26.3005,sub-50021_dwi.Frontal_Aslant_Tract_L.stat.txt	2
curl	2.93241,sub-50021_dwi.Frontal_Aslant_Tract_L.stat.txt	3
elongation	5.3378,sub-50021_dwi.Frontal_Aslant_Tract_L.stat.txt	4
diameter(mm)	14.4486,sub-50021_dwi.Frontal_Aslant_Tract_L.stat.txt	5
volume(mm^3)	12645.4,sub-50021_dwi.Frontal_Aslant_Tract_L.stat.txt	6
trunk volume(mm^3)	8242.56,sub-50021_dwi.Frontal_Aslant_Tract_L.stat.txt	7
branch volume(mm^3)	4402.82,sub-50021_dwi.Frontal_Aslant_Tract_L.stat.txt	8
total surface area(mm^2)	27115.1,sub-50021_dwi.Frontal_Aslant_Tract_L.stat.txt	9
total radius of end regions(mm)	19.751,sub-50021_dwi.Frontal_Aslant_Tract_L.stat.txt	10
total area of end regions(mm^2)	2078.02,sub-50021_dwi.Frontal_Aslant_Tract_L.stat.txt	11
irregularity	7.74545,sub-50021_dwi.Frontal_Aslant_Tract_L.stat.txt	12
area of end region 1(mm^2)	931.291,sub-50021_dwi.Frontal_Aslant_Tract_L.stat.txt	13
radius of end region 1(mm)	10.1747,sub-50021_dwi.Frontal_Aslant_Tract_L.stat.txt	14
irregularity of end region 1	0.34923,sub-50021_dwi.Frontal_Aslant_Tract_L.stat.txt	15
area of end region 2(mm^2)	1146.73,sub-50021_dwi.Frontal_Aslant_Tract_L.stat.txt	16
radius of end region 2(mm)	9.57628,sub-50021_dwi.Frontal_Aslant_Tract_L.stat.txt	17
irregularity of end region 2	0.251236,sub-50021_dwi.Frontal_Aslant_Tract_L.stat.txt	18
qa	0.192249,sub-50021_dwi.Frontal_Aslant_Tract_L.stat.txt	19
dti_fa	0.394558,sub-50021_dwi.Frontal_Aslant_Tract_L.stat.txt	20
md	0.815334,sub-50021_dwi.Frontal_Aslant_Tract_L.stat.txt	21
ad	1.14687,sub-50021_dwi.Frontal_Aslant_Tract_L.stat.txt	22
rd	0.649568,sub-50021_dwi.Frontal_Aslant_Tract_L.stat.txt	23
iso	0.619116,sub-50021_dwi.Frontal_Aslant_Tract_L.stat.txt	24
rdi	0.357554,sub-50021_dwi.Frontal_Aslant_Tract_L.stat.txt	25
nrdi02L	0.458579,sub-50021_dwi.Frontal_Aslant_Tract_L.stat.txt	26
nrdi04L	0.180118,sub-50021_dwi.Frontal_Aslant_Tract_L.stat.txt	27
nrdi06L	0.0277871,sub-50021_dwi.Frontal_Aslant_Tract_L.stat.txt	28
,sub-50021_dwi.Frontal_Aslant_Tract_L.stat.txt	29
number of tracts	6653,sub-50023_dwi.Frontal_Aslant_Tract_L.stat.txt	0
mean length(mm)	77.2168,sub-50023_dwi.Frontal_Aslant_Tract_L.stat.txt	1
span(mm)	27.1525,sub-50023_dwi.Frontal_Aslant_Tract_L.stat.txt	2
curl	2.84382,sub-50023_dwi.Frontal_Aslant_Tract_L.stat.txt	3
elongation	4.30618,sub-50023_dwi.Frontal_Aslant_Tract_L.stat.txt	4
diameter(mm)	17.9316,sub-50023_dwi.Frontal_Aslant_Tract_L.stat.txt	5
volume(mm^3)	19500.3,sub-50023_dwi.Frontal_Aslant_Tract_L.stat.txt	6
trunk volume(mm^3)	12584.7,sub-50023_dwi.Frontal_Aslant_Tract_L.stat.txt	7
branch volume(mm^3)	6915.64,sub-50023_dwi.Frontal_Aslant_Tract_L.stat.txt	8
total surface area(mm^2)	37295.7,sub-50023_dwi.Frontal_Aslant_Tract_L.stat.txt	9
total radius of end regions(mm)	22.1322,sub-50023_dwi.Frontal_Aslant_Tract_L.stat.txt	10
total area of end regions(mm^2)	3013.23,sub-50023_dwi.Frontal_Aslant_Tract_L.stat.txt	11
irregularity	8.57387,sub-50023_dwi.Frontal_Aslant_Tract_L.stat.txt	12
area of end region 1(mm^2)	1279.91,sub-50023_dwi.Frontal_Aslant_Tract_L.stat.txt	13
radius of end region 1(mm)	10.2056,sub-50023_dwi.Frontal_Aslant_Tract_L.stat.txt	14
irregularity of end region 1	0.255653,sub-50023_dwi.Frontal_Aslant_Tract_L.stat.txt	15
area of end region 2(mm^2)	1733.32,sub-50023_dwi.Frontal_Aslant_Tract_L.stat.txt	16
radius of end region 2(mm)	11.9266,sub-50023_dwi.Frontal_Aslant_Tract_L.stat.txt	17
irregularity of end region 2	0.257812,sub-50023_dwi.Frontal_Aslant_Tract_L.stat.txt	18
qa	0.129496,sub-50023_dwi.Frontal_Aslant_Tract_L.stat.txt	19
dti_fa	0.404253,sub-50023_dwi.Frontal_Aslant_Tract_L.stat.txt	20
md	0.846817,sub-50023_dwi.Frontal_Aslant_Tract_L.stat.txt	21
ad	1.18733,sub-50023_dwi.Frontal_Aslant_Tract_L.stat.txt	22
rd	0.67656,sub-50023_dwi.Frontal_Aslant_Tract_L.stat.txt	23
iso	0.352866,sub-50023_dwi.Frontal_Aslant_Tract_L.stat.txt	24
rdi	0.235915,sub-50023_dwi.Frontal_Aslant_Tract_L.stat.txt	25
nrdi02L	0.303068,sub-50023_dwi.Frontal_Aslant_Tract_L.stat.txt	26
nrdi04L	0.119274,sub-50023_dwi.Frontal_Aslant_Tract_L.stat.txt	27
nrdi06L	0.0186014,sub-50023_dwi.Frontal_Aslant_Tract_L.stat.txt	28
,sub-50023_dwi.Frontal_Aslant_Tract_L.stat.txt	29
number of tracts	9908,sub-50025_dwi.Frontal_Aslant_Tract_L.stat.txt	0
mean length(mm)	82.601,sub-50025_dwi.Frontal_Aslant_Tract_L.stat.txt	1
span(mm)	31.2508,sub-50025_dwi.Frontal_Aslant_Tract_L.stat.txt	2
curl	2.64317,sub-50025_dwi.Frontal_Aslant_Tract_L.stat.txt	3
elongation	4.8772,sub-50025_dwi.Frontal_Aslant_Tract_L.stat.txt	4
diameter(mm)	16.9361,sub-50025_dwi.Frontal_Aslant_Tract_L.stat.txt	5
volume(mm^3)	18608.2,sub-50025_dwi.Frontal_Aslant_Tract_L.stat.txt	6
trunk volume(mm^3)	18042.2,sub-50025_dwi.Frontal_Aslant_Tract_L.stat.txt	7
branch volume(mm^3)	566.02,sub-50025_dwi.Frontal_Aslant_Tract_L.stat.txt	8
total surface area(mm^2)	27673.3,sub-50025_dwi.Frontal_Aslant_Tract_L.stat.txt	9
total radius of end regions(mm)	16.1877,sub-50025_dwi.Frontal_Aslant_Tract_L.stat.txt	10
total area of end regions(mm^2)	2890.82,sub-50025_dwi.Frontal_Aslant_Tract_L.stat.txt	11
irregularity	6.29668,sub-50025_dwi.Frontal_Aslant_Tract_L.stat.txt	12
area of end region 1(mm^2)	1572.72,sub-50025_dwi.Frontal_Aslant_Tract_L.stat.txt	13
radius of end region 1(mm)	9.19305,sub-50025_dwi.Frontal_Aslant_Tract_L.stat.txt	14
irregularity of end region 1	0.168818,sub-50025_dwi.Frontal_Aslant_Tract_L.stat.txt	15
area of end region 2(mm^2)	1318.1,sub-50025_dwi.Frontal_Aslant_Tract_L.stat.txt	16
radius of end region 2(mm)	6.99468,sub-50025_dwi.Frontal_Aslant_Tract_L.stat.txt	17
irregularity of end region 2	0.11661,sub-50025_dwi.Frontal_Aslant_Tract_L.stat.txt	18
qa	0.0797517,sub-50025_dwi.Frontal_Aslant_Tract_L.stat.txt	19
dti_fa	0.381547,sub-50025_dwi.Frontal_Aslant_Tract_L.stat.txt	20
md	0.93181,sub-50025_dwi.Frontal_Aslant_Tract_L.stat.txt	21
ad	1.27006,sub-50025_dwi.Frontal_Aslant_Tract_L.stat.txt	22
rd	0.762687,sub-50025_dwi.Frontal_Aslant_Tract_L.stat.txt	23
iso	0.214507,sub-50025_dwi.Frontal_Aslant_Tract_L.stat.txt	24
rdi	0.143628,sub-50025_dwi.Frontal_Aslant_Tract_L.stat.txt	25
nrdi02L	0.184863,sub-50025_dwi.Frontal_Aslant_Tract_L.stat.txt	26
nrdi04L	0.0729219,sub-50025_dwi.Frontal_Aslant_Tract_L.stat.txt	27
nrdi06L	0.0115125,sub-50025_dwi.Frontal_Aslant_Tract_L.stat.txt	28
,sub-50025_dwi.Frontal_Aslant_Tract_L.stat.txt	29
number of tracts	7527,sub-50027_dwi.Frontal_Aslant_Tract_L.stat.txt	0
mean length(mm)	78.4211,sub-50027_dwi.Frontal_Aslant_Tract_L.stat.txt	1
span(mm)	32.1518,sub-50027_dwi.Frontal_Aslant_Tract_L.stat.txt	2
curl	2.43909,sub-50027_dwi.Frontal_Aslant_Tract_L.stat.txt	3
elongation	4.65699,sub-50027_dwi.Frontal_Aslant_Tract_L.stat.txt	4
diameter(mm)	16.8394,sub-50027_dwi.Frontal_Aslant_Tract_L.stat.txt	5
volume(mm^3)	17465.4,sub-50027_dwi.Frontal_Aslant_Tract_L.stat.txt	6
trunk volume(mm^3)	17359.6,sub-50027_dwi.Frontal_Aslant_Tract_L.stat.txt	7
branch volume(mm^3)	105.762,sub-50027_dwi.Frontal_Aslant_Tract_L.stat.txt	8
total surface area(mm^2)	28632,sub-50027_dwi.Frontal_Aslant_Tract_L.stat.txt	9
total radius of end regions(mm)	16.7513,sub-50027_dwi.Frontal_Aslant_Tract_L.stat.txt	10
total area of end regions(mm^2)	3223.77,sub-50027_dwi.Frontal_Aslant_Tract_L.stat.txt	11
irregularity	6.90148,sub-50027_dwi.Frontal_Aslant_Tract_L.stat.txt	12
area of end region 1(mm^2)	1275.02,sub-50027_dwi.Frontal_Aslant_Tract_L.stat.txt	13
radius of end region 1(mm)	7.88959,sub-50027_dwi.Frontal_Aslant_Tract_L.stat.txt	14
irregularity of end region 1	0.153371,sub-50027_dwi.Frontal_Aslant_Tract_L.stat.txt	15
area of end region 2(mm^2)	1948.76,sub-50027_dwi.Frontal_Aslant_Tract_L.stat.txt	16
radius of end region 2(mm)	8.86169,sub-50027_dwi.Frontal_Aslant_Tract_L.stat.txt	17
irregularity of end region 2	0.126597,sub-50027_dwi.Frontal_Aslant_Tract_L.stat.txt	18
qa	0.256072,sub-50027_dwi.Frontal_Aslant_Tract_L.stat.txt	19
dti_fa	0.459764,sub-50027_dwi.Frontal_Aslant_Tract_L.stat.txt	20
md	0.79337,sub-50027_dwi.Frontal_Aslant_Tract_L.stat.txt	21
ad	1.19677,sub-50027_dwi.Frontal_Aslant_Tract_L.stat.txt	22
rd	0.591668,sub-50027_dwi.Frontal_Aslant_Tract_L.stat.txt	23
iso	0.59281,sub-50027_dwi.Frontal_Aslant_Tract_L.stat.txt	24
rdi	0.406188,sub-50027_dwi.Frontal_Aslant_Tract_L.stat.txt	25
nrdi02L	0.52061,sub-50027_dwi.Frontal_Aslant_Tract_L.stat.txt	26
nrdi04L	0.204316,sub-50027_dwi.Frontal_Aslant_Tract_L.stat.txt	27
nrdi06L	0.031379,sub-50027_dwi.Frontal_Aslant_Tract_L.stat.txt	28
,sub-50027_dwi.Frontal_Aslant_Tract_L.stat.txt	29
number of tracts	6702,sub-50029_dwi.Frontal_Aslant_Tract_L.stat.txt	0
mean length(mm)	86.2909,sub-50029_dwi.Frontal_Aslant_Tract_L.stat.txt	1
span(mm)	35.5205,sub-50029_dwi.Frontal_Aslant_Tract_L.stat.txt	2
curl	2.42933,sub-50029_dwi.Frontal_Aslant_Tract_L.stat.txt	3
elongation	6.89169,sub-50029_dwi.Frontal_Aslant_Tract_L.stat.txt	4
diameter(mm)	12.521,sub-50029_dwi.Frontal_Aslant_Tract_L.stat.txt	5
volume(mm^3)	10625.1,sub-50029_dwi.Frontal_Aslant_Tract_L.stat.txt	6
trunk volume(mm^3)	6802.04,sub-50029_dwi.Frontal_Aslant_Tract_L.stat.txt	7
branch volume(mm^3)	3823.09,sub-50029_dwi.Frontal_Aslant_Tract_L.stat.txt	8
total surface area(mm^2)	23192.2,sub-50029_dwi.Frontal_Aslant_Tract_L.stat.txt	9
total radius of end regions(mm)	16.4631,sub-50029_dwi.Frontal_Aslant_Tract_L.stat.txt	10
total area of end regions(mm^2)	1627.56,sub-50029_dwi.Frontal_Aslant_Tract_L.stat.txt	11
irregularity	6.83261,sub-50029_dwi.Frontal_Aslant_Tract_L.stat.txt	12
area of end region 1(mm^2)	656.114,sub-50029_dwi.Frontal_Aslant_Tract_L.stat.txt	13
radius of end region 1(mm)	6.6001,sub-50029_dwi.Frontal_Aslant_Tract_L.stat.txt	14
irregularity of end region 1	0.20858,sub-50029_dwi.Frontal_Aslant_Tract_L.stat.txt	15
area of end region 2(mm^2)	971.441,sub-50029_dwi.Frontal_Aslant_Tract_L.stat.txt	16
radius of end region 2(mm)	9.86303,sub-50029_dwi.Frontal_Aslant_Tract_L.stat.txt	17
irregularity of end region 2	0.314597,sub-50029_dwi.Frontal_Aslant_Tract_L.stat.txt	18
qa	0.135724,sub-50029_dwi.Frontal_Aslant_Tract_L.stat.txt	19
dti_fa	0.38499,sub-50029_dwi.Frontal_Aslant_Tract_L.stat.txt	20
md	1.0243,sub-50029_dwi.Frontal_Aslant_Tract_L.stat.txt	21
ad	1.36699,sub-50029_dwi.Frontal_Aslant_Tract_L.stat.txt	22
rd	0.852957,sub-50029_dwi.Frontal_Aslant_Tract_L.stat.txt	23
iso	0.432946,sub-50029_dwi.Frontal_Aslant_Tract_L.stat.txt	24
rdi	0.248803,sub-50029_dwi.Frontal_Aslant_Tract_L.stat.txt	25
nrdi02L	0.321203,sub-50029_dwi.Frontal_Aslant_Tract_L.stat.txt	26
nrdi04L	0.127165,sub-50029_dwi.Frontal_Aslant_Tract_L.stat.txt	27
nrdi06L	0.0204626,sub-50029_dwi.Frontal_Aslant_Tract_L.stat.txt	28
,sub-50029_dwi.Frontal_Aslant_Tract_L.stat.txt	29
number of tracts	6894,sub-50032_dwi.Frontal_Aslant_Tract_L.stat.txt	0
mean length(mm)	76.8481,sub-50032_dwi.Frontal_Aslant_Tract_L.stat.txt	1
span(mm)	26.8917,sub-50032_dwi.Frontal_Aslant_Tract_L.stat.txt	2
curl	2.85769,sub-50032_dwi.Frontal_Aslant_Tract_L.stat.txt	3
elongation	4.04862,sub-50032_dwi.Frontal_Aslant_Tract_L.stat.txt	4
diameter(mm)	18.9813,sub-50032_dwi.Frontal_Aslant_Tract_L.stat.txt	5
volume(mm^3)	21745.8,sub-50032_dwi.Frontal_Aslant_Tract_L.stat.txt	6
trunk volume(mm^3)	10474.3,sub-50032_dwi.Frontal_Aslant_Tract_L.stat.txt	7
branch volume(mm^3)	11271.5,sub-50032_dwi.Frontal_Aslant_Tract_L.stat.txt	8
total surface area(mm^2)	40051.4,sub-50032_dwi.Frontal_Aslant_Tract_L.stat.txt	9
total radius of end regions(mm)	29.9951,sub-50032_dwi.Frontal_Aslant_Tract_L.stat.txt	10
total area of end regions(mm^2)	2826.19,sub-50032_dwi.Frontal_Aslant_Tract_L.stat.txt	11
irregularity	8.73994,sub-50032_dwi.Frontal_Aslant_Tract_L.stat.txt	12
area of end region 1(mm^2)	1077.2,sub-50032_dwi.Frontal_Aslant_Tract_L.stat.txt	13
radius of end region 1(mm)	13.6001,sub-50032_dwi.Frontal_Aslant_Tract_L.stat.txt	14
irregularity of end region 1	0.539429,sub-50032_dwi.Frontal_Aslant_Tract_L.stat.txt	15
area of end region 2(mm^2)	1748.99,sub-50032_dwi.Frontal_Aslant_Tract_L.stat.txt	16
radius of end region 2(mm)	16.3951,sub-50032_dwi.Frontal_Aslant_Tract_L.stat.txt	17
irregularity of end region 2	0.482827,sub-50032_dwi.Frontal_Aslant_Tract_L.stat.txt	18
qa	0.0894589,sub-50032_dwi.Frontal_Aslant_Tract_L.stat.txt	19
dti_fa	0.414345,sub-50032_dwi.Frontal_Aslant_Tract_L.stat.txt	20
md	0.819996,sub-50032_dwi.Frontal_Aslant_Tract_L.stat.txt	21
ad	1.18934,sub-50032_dwi.Frontal_Aslant_Tract_L.stat.txt	22
rd	0.635322,sub-50032_dwi.Frontal_Aslant_Tract_L.stat.txt	23
iso	0.271896,sub-50032_dwi.Frontal_Aslant_Tract_L.stat.txt	24
rdi	0.157677,sub-50032_dwi.Frontal_Aslant_Tract_L.stat.txt	25
nrdi02L	0.202232,sub-50032_dwi.Frontal_Aslant_Tract_L.stat.txt	26
nrdi04L	0.0794333,sub-50032_dwi.Frontal_Aslant_Tract_L.stat.txt	27
nrdi06L	0.0122551,sub-50032_dwi.Frontal_Aslant_Tract_L.stat.txt	28
,sub-50032_dwi.Frontal_Aslant_Tract_L.stat.txt	29
number of tracts	7453,sub-50033_dwi.Frontal_Aslant_Tract_L.stat.txt	0
mean length(mm)	75.8877,sub-50033_dwi.Frontal_Aslant_Tract_L.stat.txt	1
span(mm)	28.8714,sub-50033_dwi.Frontal_Aslant_Tract_L.stat.txt	2
curl	2.62847,sub-50033_dwi.Frontal_Aslant_Tract_L.stat.txt	3
elongation	4.33602,sub-50033_dwi.Frontal_Aslant_Tract_L.stat.txt	4
diameter(mm)	17.5017,sub-50033_dwi.Frontal_Aslant_Tract_L.stat.txt	5
volume(mm^3)	18256.6,sub-50033_dwi.Frontal_Aslant_Tract_L.stat.txt	6
trunk volume(mm^3)	17843.4,sub-50033_dwi.Frontal_Aslant_Tract_L.stat.txt	7
branch volume(mm^3)	413.254,sub-50033_dwi.Frontal_Aslant_Tract_L.stat.txt	8
total surface area(mm^2)	29108,sub-50033_dwi.Frontal_Aslant_Tract_L.stat.txt	9
total radius of end regions(mm)	18.1479,sub-50033_dwi.Frontal_Aslant_Tract_L.stat.txt	10
total area of end regions(mm^2)	3330.51,sub-50033_dwi.Frontal_Aslant_Tract_L.stat.txt	11
irregularity	6.97608,sub-50033_dwi.Frontal_Aslant_Tract_L.stat.txt	12
area of end region 1(mm^2)	1200.59,sub-50033_dwi.Frontal_Aslant_Tract_L.stat.txt	13
radius of end region 1(mm)	7.49652,sub-50033_dwi.Frontal_Aslant_Tract_L.stat.txt	14
irregularity of end region 1	0.147053,sub-50033_dwi.Frontal_Aslant_Tract_L.stat.txt	15
area of end region 2(mm^2)	2129.92,sub-50033_dwi.Frontal_Aslant_Tract_L.stat.txt	16
radius of end region 2(mm)	10.6514,sub-50033_dwi.Frontal_Aslant_Tract_L.stat.txt	17
irregularity of end region 2	0.167338,sub-50033_dwi.Frontal_Aslant_Tract_L.stat.txt	18
qa	0.16843,sub-50033_dwi.Frontal_Aslant_Tract_L.stat.txt	19
dti_fa	0.424051,sub-50033_dwi.Frontal_Aslant_Tract_L.stat.txt	20
md	0.87203,sub-50033_dwi.Frontal_Aslant_Tract_L.stat.txt	21
ad	1.25342,sub-50033_dwi.Frontal_Aslant_Tract_L.stat.txt	22
rd	0.681335,sub-50033_dwi.Frontal_Aslant_Tract_L.stat.txt	23
iso	0.414168,sub-50033_dwi.Frontal_Aslant_Tract_L.stat.txt	24
rdi	0.280859,sub-50033_dwi.Frontal_Aslant_Tract_L.stat.txt	25
nrdi02L	0.360665,sub-50033_dwi.Frontal_Aslant_Tract_L.stat.txt	26
nrdi04L	0.141876,sub-50033_dwi.Frontal_Aslant_Tract_L.stat.txt	27
nrdi06L	0.0220703,sub-50033_dwi.Frontal_Aslant_Tract_L.stat.txt	28
,sub-50033_dwi.Frontal_Aslant_Tract_L.stat.txt	29
number of tracts	8776,sub-50035_dwi.Frontal_Aslant_Tract_L.stat.txt	0
mean length(mm)	73.9377,sub-50035_dwi.Frontal_Aslant_Tract_L.stat.txt	1
span(mm)	25.9291,sub-50035_dwi.Frontal_Aslant_Tract_L.stat.txt	2
curl	2.85153,sub-50035_dwi.Frontal_Aslant_Tract_L.stat.txt	3
elongation	4.49464,sub-50035_dwi.Frontal_Aslant_Tract_L.stat.txt	4
diameter(mm)	16.4502,sub-50035_dwi.Frontal_Aslant_Tract_L.stat.txt	5
volume(mm^3)	15714.4,sub-50035_dwi.Frontal_Aslant_Tract_L.stat.txt	6
trunk volume(mm^3)	8364.97,sub-50035_dwi.Frontal_Aslant_Tract_L.stat.txt	7
branch volume(mm^3)	7349.46,sub-50035_dwi.Frontal_Aslant_Tract_L.stat.txt	8
total surface area(mm^2)	31795.1,sub-50035_dwi.Frontal_Aslant_Tract_L.stat.txt	9
total radius of end regions(mm)	21.8249,sub-50035_dwi.Frontal_Aslant_Tract_L.stat.txt	10
total area of end regions(mm^2)	3011.27,sub-50035_dwi.Frontal_Aslant_Tract_L.stat.txt	11
irregularity	8.32095,sub-50035_dwi.Frontal_Aslant_Tract_L.stat.txt	12
area of end region 1(mm^2)	1585.45,sub-50035_dwi.Frontal_Aslant_Tract_L.stat.txt	13
radius of end region 1(mm)	11.2214,sub-50035_dwi.Frontal_Aslant_Tract_L.stat.txt	14
irregularity of end region 1	0.249514,sub-50035_dwi.Frontal_Aslant_Tract_L.stat.txt	15
area of end region 2(mm^2)	1425.82,sub-50035_dwi.Frontal_Aslant_Tract_L.stat.txt	16
radius of end region 2(mm)	10.6035,sub-50035_dwi.Frontal_Aslant_Tract_L.stat.txt	17
irregularity of end region 2	0.247731,sub-50035_dwi.Frontal_Aslant_Tract_L.stat.txt	18
qa	0.196191,sub-50035_dwi.Frontal_Aslant_Tract_L.stat.txt	19
dti_fa	0.442665,sub-50035_dwi.Frontal_Aslant_Tract_L.stat.txt	20
md	0.789612,sub-50035_dwi.Frontal_Aslant_Tract_L.stat.txt	21
ad	1.16772,sub-50035_dwi.Frontal_Aslant_Tract_L.stat.txt	22
rd	0.600557,sub-50035_dwi.Frontal_Aslant_Tract_L.stat.txt	23
iso	0.562935,sub-50035_dwi.Frontal_Aslant_Tract_L.stat.txt	24
rdi	0.32945,sub-50035_dwi.Frontal_Aslant_Tract_L.stat.txt	25
nrdi02L	0.422304,sub-50035_dwi.Frontal_Aslant_Tract_L.stat.txt	26
nrdi04L	0.165759,sub-50035_dwi.Frontal_Aslant_Tract_L.stat.txt	27
nrdi06L	0.0254775,sub-50035_dwi.Frontal_Aslant_Tract_L.stat.txt	28
,sub-50035_dwi.Frontal_Aslant_Tract_L.stat.txt	29
number of tracts	10366,sub-50036_dwi.Frontal_Aslant_Tract_L.stat.txt	0
mean length(mm)	81.9572,sub-50036_dwi.Frontal_Aslant_Tract_L.stat.txt	1
span(mm)	30.5226,sub-50036_dwi.Frontal_Aslant_Tract_L.stat.txt	2
curl	2.68513,sub-50036_dwi.Frontal_Aslant_Tract_L.stat.txt	3
elongation	5.26675,sub-50036_dwi.Frontal_Aslant_Tract_L.stat.txt	4
diameter(mm)	15.5612,sub-50036_dwi.Frontal_Aslant_Tract_L.stat.txt	5
volume(mm^3)	15587.1,sub-50036_dwi.Frontal_Aslant_Tract_L.stat.txt	6
trunk volume(mm^3)	14927.1,sub-50036_dwi.Frontal_Aslant_Tract_L.stat.txt	7
branch volume(mm^3)	660.031,sub-50036_dwi.Frontal_Aslant_Tract_L.stat.txt	8
total surface area(mm^2)	28365.7,sub-50036_dwi.Frontal_Aslant_Tract_L.stat.txt	9
total radius of end regions(mm)	18.953,sub-50036_dwi.Frontal_Aslant_Tract_L.stat.txt	10
total area of end regions(mm^2)	2675.38,sub-50036_dwi.Frontal_Aslant_Tract_L.stat.txt	11
irregularity	7.07965,sub-50036_dwi.Frontal_Aslant_Tract_L.stat.txt	12
area of end region 1(mm^2)	1272.08,sub-50036_dwi.Frontal_Aslant_Tract_L.stat.txt	13
radius of end region 1(mm)	11.3118,sub-50036_dwi.Frontal_Aslant_Tract_L.stat.txt	14
irregularity of end region 1	0.316009,sub-50036_dwi.Frontal_Aslant_Tract_L.stat.txt	15
area of end region 2(mm^2)	1403.3,sub-50036_dwi.Frontal_Aslant_Tract_L.stat.txt	16
radius of end region 2(mm)	7.64116,sub-50036_dwi.Frontal_Aslant_Tract_L.stat.txt	17
irregularity of end region 2	0.130713,sub-50036_dwi.Frontal_Aslant_Tract_L.stat.txt	18
qa	0.232051,sub-50036_dwi.Frontal_Aslant_Tract_L.stat.txt	19
dti_fa	0.41589,sub-50036_dwi.Frontal_Aslant_Tract_L.stat.txt	20
md	0.804463,sub-50036_dwi.Frontal_Aslant_Tract_L.stat.txt	21
ad	1.16361,sub-50036_dwi.Frontal_Aslant_Tract_L.stat.txt	22
rd	0.624889,sub-50036_dwi.Frontal_Aslant_Tract_L.stat.txt	23
iso	0.611704,sub-50036_dwi.Frontal_Aslant_Tract_L.stat.txt	24
rdi	0.412079,sub-50036_dwi.Frontal_Aslant_Tract_L.stat.txt	25
nrdi02L	0.528275,sub-50036_dwi.Frontal_Aslant_Tract_L.stat.txt	26
nrdi04L	0.20738,sub-50036_dwi.Frontal_Aslant_Tract_L.stat.txt	27
nrdi06L	0.0318959,sub-50036_dwi.Frontal_Aslant_Tract_L.stat.txt	28
,sub-50036_dwi.Frontal_Aslant_Tract_L.stat.txt	29
number of tracts	10770,sub-50038_dwi.Frontal_Aslant_Tract_L.stat.txt	0
mean length(mm)	79.4488,sub-50038_dwi.Frontal_Aslant_Tract_L.stat.txt	1
span(mm)	31.9987,sub-50038_dwi.Frontal_Aslant_Tract_L.stat.txt	2
curl	2.48287,sub-50038_dwi.Frontal_Aslant_Tract_L.stat.txt	3
elongation	4.41651,sub-50038_dwi.Frontal_Aslant_Tract_L.stat.txt	4
diameter(mm)	17.989,sub-50038_dwi.Frontal_Aslant_Tract_L.stat.txt	5
volume(mm^3)	20192.7,sub-50038_dwi.Frontal_Aslant_Tract_L.stat.txt	6
trunk volume(mm^3)	17274.4,sub-50038_dwi.Frontal_Aslant_Tract_L.stat.txt	7
branch volume(mm^3)	2918.24,sub-50038_dwi.Frontal_Aslant_Tract_L.stat.txt	8
total surface area(mm^2)	36002.1,sub-50038_dwi.Frontal_Aslant_Tract_L.stat.txt	9
total radius of end regions(mm)	19.0694,sub-50038_dwi.Frontal_Aslant_Tract_L.stat.txt	10
total area of end regions(mm^2)	3782.94,sub-50038_dwi.Frontal_Aslant_Tract_L.stat.txt	11
irregularity	8.0183,sub-50038_dwi.Frontal_Aslant_Tract_L.stat.txt	12
area of end region 1(mm^2)	2016.33,sub-50038_dwi.Frontal_Aslant_Tract_L.stat.txt	13
radius of end region 1(mm)	11.3212,sub-50038_dwi.Frontal_Aslant_Tract_L.stat.txt	14
irregularity of end region 1	0.199699,sub-50038_dwi.Frontal_Aslant_Tract_L.stat.txt	15
area of end region 2(mm^2)	1766.61,sub-50038_dwi.Frontal_Aslant_Tract_L.stat.txt	16
radius of end region 2(mm)	7.74814,sub-50038_dwi.Frontal_Aslant_Tract_L.stat.txt	17
irregularity of end region 2	0.106759,sub-50038_dwi.Frontal_Aslant_Tract_L.stat.txt	18
qa	0.228364,sub-50038_dwi.Frontal_Aslant_Tract_L.stat.txt	19
dti_fa	0.414434,sub-50038_dwi.Frontal_Aslant_Tract_L.stat.txt	20
md	0.847244,sub-50038_dwi.Frontal_Aslant_Tract_L.stat.txt	21
ad	1.19291,sub-50038_dwi.Frontal_Aslant_Tract_L.stat.txt	22
rd	0.674413,sub-50038_dwi.Frontal_Aslant_Tract_L.stat.txt	23
iso	0.607153,sub-50038_dwi.Frontal_Aslant_Tract_L.stat.txt	24
rdi	0.407893,sub-50038_dwi.Frontal_Aslant_Tract_L.stat.txt	25
nrdi02L	0.523995,sub-50038_dwi.Frontal_Aslant_Tract_L.stat.txt	26
nrdi04L	0.206219,sub-50038_dwi.Frontal_Aslant_Tract_L.stat.txt	27
nrdi06L	0.0321549,sub-50038_dwi.Frontal_Aslant_Tract_L.stat.txt	28
,sub-50038_dwi.Frontal_Aslant_Tract_L.stat.txt	29
number of tracts	13574,sub-50043_dwi.Frontal_Aslant_Tract_L.stat.txt	0
mean length(mm)	79.3709,sub-50043_dwi.Frontal_Aslant_Tract_L.stat.txt	1
span(mm)	29.359,sub-50043_dwi.Frontal_Aslant_Tract_L.stat.txt	2
curl	2.70346,sub-50043_dwi.Frontal_Aslant_Tract_L.stat.txt	3
elongation	3.9945,sub-50043_dwi.Frontal_Aslant_Tract_L.stat.txt	4
