0,N
total surface area(mm^2)	14053.6,sub-50021_dwi.Arcuate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	16.4598,sub-50021_dwi.Arcuate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	660.031,sub-50021_dwi.Arcuate_Fasciculus_R.stat.txt	11
irregularity	5.0548,sub-50021_dwi.Arcuate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	476.907,sub-50021_dwi.Arcuate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	5.6526,sub-50021_dwi.Arcuate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.210481,sub-50021_dwi.Arcuate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	183.124,sub-50021_dwi.Arcuate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	10.8072,sub-50021_dwi.Arcuate_Fasciculus_R.stat.txt	17
irregularity of end region 2	2.00368,sub-50021_dwi.Arcuate_Fasciculus_R.stat.txt	18
qa	0.209612,sub-50021_dwi.Arcuate_Fasciculus_R.stat.txt	19
dti_fa	0.440398,sub-50021_dwi.Arcuate_Fasciculus_R.stat.txt	20
md	0.785741,sub-50021_dwi.Arcuate_Fasciculus_R.stat.txt	21
ad	1.15424,sub-50021_dwi.Arcuate_Fasciculus_R.stat.txt	22
rd	0.60149,sub-50021_dwi.Arcuate_Fasciculus_R.stat.txt	23
iso	0.581987,sub-50021_dwi.Arcuate_Fasciculus_R.stat.txt	24
rdi	0.343831,sub-50021_dwi.Arcuate_Fasciculus_R.stat.txt	25
nrdi02L	0.440682,sub-50021_dwi.Arcuate_Fasciculus_R.stat.txt	26
nrdi04L	0.172946,sub-50021_dwi.Arcuate_Fasciculus_R.stat.txt	27
nrdi06L	0.0265593,sub-50021_dwi.Arcuate_Fasciculus_R.stat.txt	28
,sub-50021_dwi.Arcuate_Fasciculus_R.stat.txt	29
number of tracts	10482,sub-50023_dwi.Arcuate_Fasciculus_R.stat.txt	0
mean length(mm)	129.688,sub-50023_dwi.Arcuate_Fasciculus_R.stat.txt	1
span(mm)	19.8887,sub-50023_dwi.Arcuate_Fasciculus_R.stat.txt	2
curl	6.52068,sub-50023_dwi.Arcuate_Fasciculus_R.stat.txt	3
elongation	8.2323,sub-50023_dwi.Arcuate_Fasciculus_R.stat.txt	4
diameter(mm)	15.7535,sub-50023_dwi.Arcuate_Fasciculus_R.stat.txt	5
volume(mm^3)	25278,sub-50023_dwi.Arcuate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	21004.5,sub-50023_dwi.Arcuate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	4273.56,sub-50023_dwi.Arcuate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	44918.4,sub-50023_dwi.Arcuate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	20.6353,sub-50023_dwi.Arcuate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	3268.82,sub-50023_dwi.Arcuate_Fasciculus_R.stat.txt	11
irregularity	6.99839,sub-50023_dwi.Arcuate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	2120.13,sub-50023_dwi.Arcuate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	12.3174,sub-50023_dwi.Arcuate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.224815,sub-50023_dwi.Arcuate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	1148.69,sub-50023_dwi.Arcuate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	8.31787,sub-50023_dwi.Arcuate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.189222,sub-50023_dwi.Arcuate_Fasciculus_R.stat.txt	18
qa	0.149506,sub-50023_dwi.Arcuate_Fasciculus_R.stat.txt	19
dti_fa	0.465881,sub-50023_dwi.Arcuate_Fasciculus_R.stat.txt	20
md	0.782605,sub-50023_dwi.Arcuate_Fasciculus_R.stat.txt	21
ad	1.16966,sub-50023_dwi.Arcuate_Fasciculus_R.stat.txt	22
rd	0.589077,sub-50023_dwi.Arcuate_Fasciculus_R.stat.txt	23
iso	0.413077,sub-50023_dwi.Arcuate_Fasciculus_R.stat.txt	24
rdi	0.243653,sub-50023_dwi.Arcuate_Fasciculus_R.stat.txt	25
nrdi02L	0.312286,sub-50023_dwi.Arcuate_Fasciculus_R.stat.txt	26
nrdi04L	0.122557,sub-50023_dwi.Arcuate_Fasciculus_R.stat.txt	27
nrdi06L	0.0188218,sub-50023_dwi.Arcuate_Fasciculus_R.stat.txt	28
,sub-50023_dwi.Arcuate_Fasciculus_R.stat.txt	29
number of tracts	243,sub-50025_dwi.Arcuate_Fasciculus_R.stat.txt	0
mean length(mm)	99.5739,sub-50025_dwi.Arcuate_Fasciculus_R.stat.txt	1
span(mm)	26.9883,sub-50025_dwi.Arcuate_Fasciculus_R.stat.txt	2
curl	3.68953,sub-50025_dwi.Arcuate_Fasciculus_R.stat.txt	3
elongation	24.138,sub-50025_dwi.Arcuate_Fasciculus_R.stat.txt	4
diameter(mm)	4.12519,sub-50025_dwi.Arcuate_Fasciculus_R.stat.txt	5
volume(mm^3)	1330.83,sub-50025_dwi.Arcuate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	786.358,sub-50025_dwi.Arcuate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	544.477,sub-50025_dwi.Arcuate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	4362.67,sub-50025_dwi.Arcuate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	5.67462,sub-50025_dwi.Arcuate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	82.2591,sub-50025_dwi.Arcuate_Fasciculus_R.stat.txt	11
irregularity	3.38075,sub-50025_dwi.Arcuate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	31.3368,sub-50025_dwi.Arcuate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	3.64294,sub-50025_dwi.Arcuate_Fasciculus_R.stat.txt	14
irregularity of end region 1	1.33046,sub-50025_dwi.Arcuate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	50.9223,sub-50025_dwi.Arcuate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	2.03167,sub-50025_dwi.Arcuate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.254653,sub-50025_dwi.Arcuate_Fasciculus_R.stat.txt	18
qa	0.0899576,sub-50025_dwi.Arcuate_Fasciculus_R.stat.txt	19
dti_fa	0.395469,sub-50025_dwi.Arcuate_Fasciculus_R.stat.txt	20
md	0.838926,sub-50025_dwi.Arcuate_Fasciculus_R.stat.txt	21
ad	1.20456,sub-50025_dwi.Arcuate_Fasciculus_R.stat.txt	22
rd	0.656109,sub-50025_dwi.Arcuate_Fasciculus_R.stat.txt	23
iso	0.271662,sub-50025_dwi.Arcuate_Fasciculus_R.stat.txt	24
rdi	0.157587,sub-50025_dwi.Arcuate_Fasciculus_R.stat.txt	25
nrdi02L	0.202127,sub-50025_dwi.Arcuate_Fasciculus_R.stat.txt	26
nrdi04L	0.0793971,sub-50025_dwi.Arcuate_Fasciculus_R.stat.txt	27
nrdi06L	0.0122539,sub-50025_dwi.Arcuate_Fasciculus_R.stat.txt	28
,sub-50025_dwi.Arcuate_Fasciculus_R.stat.txt	29
number of tracts	1394,sub-50027_dwi.Arcuate_Fasciculus_R.stat.txt	0
mean length(mm)	104.259,sub-50027_dwi.Arcuate_Fasciculus_R.stat.txt	1
span(mm)	30.9333,sub-50027_dwi.Arcuate_Fasciculus_R.stat.txt	2
curl	3.37046,sub-50027_dwi.Arcuate_Fasciculus_R.stat.txt	3
elongation	12.9787,sub-50027_dwi.Arcuate_Fasciculus_R.stat.txt	4
diameter(mm)	8.03315,sub-50027_dwi.Arcuate_Fasciculus_R.stat.txt	5
volume(mm^3)	5284.17,sub-50027_dwi.Arcuate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	1182.96,sub-50027_dwi.Arcuate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	4101.2,sub-50027_dwi.Arcuate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	14542.2,sub-50027_dwi.Arcuate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	13.7728,sub-50027_dwi.Arcuate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	723.684,sub-50027_dwi.Arcuate_Fasciculus_R.stat.txt	11
irregularity	5.52688,sub-50027_dwi.Arcuate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	466.135,sub-50027_dwi.Arcuate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	7.98797,sub-50027_dwi.Arcuate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.430042,sub-50027_dwi.Arcuate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	257.549,sub-50027_dwi.Arcuate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	5.78488,sub-50027_dwi.Arcuate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.408205,sub-50027_dwi.Arcuate_Fasciculus_R.stat.txt	18
qa	0.312648,sub-50027_dwi.Arcuate_Fasciculus_R.stat.txt	19
dti_fa	0.480306,sub-50027_dwi.Arcuate_Fasciculus_R.stat.txt	20
md	0.744519,sub-50027_dwi.Arcuate_Fasciculus_R.stat.txt	21
ad	1.15946,sub-50027_dwi.Arcuate_Fasciculus_R.stat.txt	22
rd	0.53705,sub-50027_dwi.Arcuate_Fasciculus_R.stat.txt	23
iso	0.811388,sub-50027_dwi.Arcuate_Fasciculus_R.stat.txt	24
rdi	0.481442,sub-50027_dwi.Arcuate_Fasciculus_R.stat.txt	25
nrdi02L	0.616378,sub-50027_dwi.Arcuate_Fasciculus_R.stat.txt	26
nrdi04L	0.241573,sub-50027_dwi.Arcuate_Fasciculus_R.stat.txt	27
nrdi06L	0.0368245,sub-50027_dwi.Arcuate_Fasciculus_R.stat.txt	28
,sub-50027_dwi.Arcuate_Fasciculus_R.stat.txt	29
number of tracts	11554,sub-50029_dwi.Arcuate_Fasciculus_R.stat.txt	0
mean length(mm)	119.493,sub-50029_dwi.Arcuate_Fasciculus_R.stat.txt	1
span(mm)	24.7128,sub-50029_dwi.Arcuate_Fasciculus_R.stat.txt	2
curl	4.83526,sub-50029_dwi.Arcuate_Fasciculus_R.stat.txt	3
elongation	7.95864,sub-50029_dwi.Arcuate_Fasciculus_R.stat.txt	4
diameter(mm)	15.0142,sub-50029_dwi.Arcuate_Fasciculus_R.stat.txt	5
volume(mm^3)	21156.3,sub-50029_dwi.Arcuate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	19439.6,sub-50029_dwi.Arcuate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	1716.67,sub-50029_dwi.Arcuate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	33886.8,sub-50029_dwi.Arcuate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	18.1838,sub-50029_dwi.Arcuate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	2625.44,sub-50029_dwi.Arcuate_Fasciculus_R.stat.txt	11
irregularity	6.01223,sub-50029_dwi.Arcuate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	1012.57,sub-50029_dwi.Arcuate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	8.69392,sub-50029_dwi.Arcuate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.234507,sub-50029_dwi.Arcuate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	1612.87,sub-50029_dwi.Arcuate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	9.48988,sub-50029_dwi.Arcuate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.175418,sub-50029_dwi.Arcuate_Fasciculus_R.stat.txt	18
qa	0.161825,sub-50029_dwi.Arcuate_Fasciculus_R.stat.txt	19
dti_fa	0.480498,sub-50029_dwi.Arcuate_Fasciculus_R.stat.txt	20
md	0.800645,sub-50029_dwi.Arcuate_Fasciculus_R.stat.txt	21
ad	1.21512,sub-50029_dwi.Arcuate_Fasciculus_R.stat.txt	22
rd	0.593407,sub-50029_dwi.Arcuate_Fasciculus_R.stat.txt	23
iso	0.459294,sub-50029_dwi.Arcuate_Fasciculus_R.stat.txt	24
rdi	0.267969,sub-50029_dwi.Arcuate_Fasciculus_R.stat.txt	25
nrdi02L	0.343726,sub-50029_dwi.Arcuate_Fasciculus_R.stat.txt	26
nrdi04L	0.135028,sub-50029_dwi.Arcuate_Fasciculus_R.stat.txt	27
nrdi06L	0.0208477,sub-50029_dwi.Arcuate_Fasciculus_R.stat.txt	28
,sub-50029_dwi.Arcuate_Fasciculus_R.stat.txt	29
number of tracts	347,sub-50032_dwi.Arcuate_Fasciculus_R.stat.txt	0
mean length(mm)	93.527,sub-50032_dwi.Arcuate_Fasciculus_R.stat.txt	1
span(mm)	32.0733,sub-50032_dwi.Arcuate_Fasciculus_R.stat.txt	2
curl	2.91604,sub-50032_dwi.Arcuate_Fasciculus_R.stat.txt	3
elongation	23.0777,sub-50032_dwi.Arcuate_Fasciculus_R.stat.txt	4
diameter(mm)	4.0527,sub-50032_dwi.Arcuate_Fasciculus_R.stat.txt	5
volume(mm^3)	1206.47,sub-50032_dwi.Arcuate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	1184.92,sub-50032_dwi.Arcuate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	21.5441,sub-50032_dwi.Arcuate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	4092.39,sub-50032_dwi.Arcuate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	5.72106,sub-50032_dwi.Arcuate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	204.668,sub-50032_dwi.Arcuate_Fasciculus_R.stat.txt	11
irregularity	3.43673,sub-50032_dwi.Arcuate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	75.4042,sub-50032_dwi.Arcuate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	2.49947,sub-50032_dwi.Arcuate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.260285,sub-50032_dwi.Arcuate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	129.264,sub-50032_dwi.Arcuate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	3.22159,sub-50032_dwi.Arcuate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.252239,sub-50032_dwi.Arcuate_Fasciculus_R.stat.txt	18
qa	0.0955589,sub-50032_dwi.Arcuate_Fasciculus_R.stat.txt	19
dti_fa	0.465968,sub-50032_dwi.Arcuate_Fasciculus_R.stat.txt	20
md	0.77164,sub-50032_dwi.Arcuate_Fasciculus_R.stat.txt	21
ad	1.1849,sub-50032_dwi.Arcuate_Fasciculus_R.stat.txt	22
rd	0.565011,sub-50032_dwi.Arcuate_Fasciculus_R.stat.txt	23
iso	0.250308,sub-50032_dwi.Arcuate_Fasciculus_R.stat.txt	24
rdi	0.148527,sub-50032_dwi.Arcuate_Fasciculus_R.stat.txt	25
nrdi02L	0.190218,sub-50032_dwi.Arcuate_Fasciculus_R.stat.txt	26
nrdi04L	0.0745816,sub-50032_dwi.Arcuate_Fasciculus_R.stat.txt	27
nrdi06L	0.0113948,sub-50032_dwi.Arcuate_Fasciculus_R.stat.txt	28
,sub-50032_dwi.Arcuate_Fasciculus_R.stat.txt	29
number of tracts	9069,sub-50033_dwi.Arcuate_Fasciculus_R.stat.txt	0
mean length(mm)	107.725,sub-50033_dwi.Arcuate_Fasciculus_R.stat.txt	1
span(mm)	26.9723,sub-50033_dwi.Arcuate_Fasciculus_R.stat.txt	2
curl	3.9939,sub-50033_dwi.Arcuate_Fasciculus_R.stat.txt	3
elongation	8.12189,sub-50033_dwi.Arcuate_Fasciculus_R.stat.txt	4
diameter(mm)	13.2635,sub-50033_dwi.Arcuate_Fasciculus_R.stat.txt	5
volume(mm^3)	14884,sub-50033_dwi.Arcuate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	13973.3,sub-50033_dwi.Arcuate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	910.726,sub-50033_dwi.Arcuate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	24432.9,sub-50033_dwi.Arcuate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	14.6854,sub-50033_dwi.Arcuate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	2660.69,sub-50033_dwi.Arcuate_Fasciculus_R.stat.txt	11
irregularity	5.44319,sub-50033_dwi.Arcuate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	1050.76,sub-50033_dwi.Arcuate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	6.20043,sub-50033_dwi.Arcuate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.114945,sub-50033_dwi.Arcuate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	1609.93,sub-50033_dwi.Arcuate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	8.48498,sub-50033_dwi.Arcuate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.14049,sub-50033_dwi.Arcuate_Fasciculus_R.stat.txt	18
qa	0.227795,sub-50033_dwi.Arcuate_Fasciculus_R.stat.txt	19
dti_fa	0.477822,sub-50033_dwi.Arcuate_Fasciculus_R.stat.txt	20
md	0.756131,sub-50033_dwi.Arcuate_Fasciculus_R.stat.txt	21
ad	1.16816,sub-50033_dwi.Arcuate_Fasciculus_R.stat.txt	22
rd	0.550116,sub-50033_dwi.Arcuate_Fasciculus_R.stat.txt	23
iso	0.588635,sub-50033_dwi.Arcuate_Fasciculus_R.stat.txt	24
rdi	0.349161,sub-50033_dwi.Arcuate_Fasciculus_R.stat.txt	25
nrdi02L	0.447101,sub-50033_dwi.Arcuate_Fasciculus_R.stat.txt	26
nrdi04L	0.175268,sub-50033_dwi.Arcuate_Fasciculus_R.stat.txt	27
nrdi06L	0.0267518,sub-50033_dwi.Arcuate_Fasciculus_R.stat.txt	28
,sub-50033_dwi.Arcuate_Fasciculus_R.stat.txt	29
number of tracts	15847,sub-50034_dwi.Arcuate_Fasciculus_R.stat.txt	0
mean length(mm)	135.757,sub-50034_dwi.Arcuate_Fasciculus_R.stat.txt	1
span(mm)	28.813,sub-50034_dwi.Arcuate_Fasciculus_R.stat.txt	2
curl	4.71166,sub-50034_dwi.Arcuate_Fasciculus_R.stat.txt	3
elongation	8.50089,sub-50034_dwi.Arcuate_Fasciculus_R.stat.txt	4
diameter(mm)	15.9698,sub-50034_dwi.Arcuate_Fasciculus_R.stat.txt	5
volume(mm^3)	27192.5,sub-50034_dwi.Arcuate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	18729.6,sub-50034_dwi.Arcuate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	8462.9,sub-50034_dwi.Arcuate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	44268.1,sub-50034_dwi.Arcuate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	22.8384,sub-50034_dwi.Arcuate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	4841.54,sub-50034_dwi.Arcuate_Fasciculus_R.stat.txt	11
irregularity	6.4995,sub-50034_dwi.Arcuate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	1942.88,sub-50034_dwi.Arcuate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	13.6193,sub-50034_dwi.Arcuate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.299925,sub-50034_dwi.Arcuate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	2898.65,sub-50034_dwi.Arcuate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	9.21915,sub-50034_dwi.Arcuate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.092116,sub-50034_dwi.Arcuate_Fasciculus_R.stat.txt	18
qa	0.271043,sub-50034_dwi.Arcuate_Fasciculus_R.stat.txt	19
dti_fa	0.466747,sub-50034_dwi.Arcuate_Fasciculus_R.stat.txt	20
md	0.751539,sub-50034_dwi.Arcuate_Fasciculus_R.stat.txt	21
ad	1.15184,sub-50034_dwi.Arcuate_Fasciculus_R.stat.txt	22
rd	0.551386,sub-50034_dwi.Arcuate_Fasciculus_R.stat.txt	23
iso	0.730323,sub-50034_dwi.Arcuate_Fasciculus_R.stat.txt	24
rdi	0.43047,sub-50034_dwi.Arcuate_Fasciculus_R.stat.txt	25
nrdi02L	0.551162,sub-50034_dwi.Arcuate_Fasciculus_R.stat.txt	26
nrdi04L	0.216034,sub-50034_dwi.Arcuate_Fasciculus_R.stat.txt	27
nrdi06L	0.032949,sub-50034_dwi.Arcuate_Fasciculus_R.stat.txt	28
,sub-50034_dwi.Arcuate_Fasciculus_R.stat.txt	29
number of tracts	12464,sub-50035_dwi.Arcuate_Fasciculus_R.stat.txt	0
mean length(mm)	123.912,sub-50035_dwi.Arcuate_Fasciculus_R.stat.txt	1
span(mm)	31.3215,sub-50035_dwi.Arcuate_Fasciculus_R.stat.txt	2
curl	3.95613,sub-50035_dwi.Arcuate_Fasciculus_R.stat.txt	3
elongation	8.47426,sub-50035_dwi.Arcuate_Fasciculus_R.stat.txt	4
diameter(mm)	14.6221,sub-50035_dwi.Arcuate_Fasciculus_R.stat.txt	5
volume(mm^3)	20807.6,sub-50035_dwi.Arcuate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	20313.1,sub-50035_dwi.Arcuate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	494.533,sub-50035_dwi.Arcuate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	36317.4,sub-50035_dwi.Arcuate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	20.0593,sub-50035_dwi.Arcuate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	4021.88,sub-50035_dwi.Arcuate_Fasciculus_R.stat.txt	11
irregularity	6.38032,sub-50035_dwi.Arcuate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	2116.21,sub-50035_dwi.Arcuate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	10.5929,sub-50035_dwi.Arcuate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.16658,sub-50035_dwi.Arcuate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	1905.67,sub-50035_dwi.Arcuate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	9.46638,sub-50035_dwi.Arcuate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.14773,sub-50035_dwi.Arcuate_Fasciculus_R.stat.txt	18
qa	0.241611,sub-50035_dwi.Arcuate_Fasciculus_R.stat.txt	19
dti_fa	0.502876,sub-50035_dwi.Arcuate_Fasciculus_R.stat.txt	20
md	0.740412,sub-50035_dwi.Arcuate_Fasciculus_R.stat.txt	21
ad	1.18722,sub-50035_dwi.Arcuate_Fasciculus_R.stat.txt	22
rd	0.517007,sub-50035_dwi.Arcuate_Fasciculus_R.stat.txt	23
iso	0.618522,sub-50035_dwi.Arcuate_Fasciculus_R.stat.txt	24
rdi	0.364957,sub-50035_dwi.Arcuate_Fasciculus_R.stat.txt	25
nrdi02L	0.467218,sub-50035_dwi.Arcuate_Fasciculus_R.stat.txt	26
nrdi04L	0.183101,sub-50035_dwi.Arcuate_Fasciculus_R.stat.txt	27
nrdi06L	0.0279005,sub-50035_dwi.Arcuate_Fasciculus_R.stat.txt	28
,sub-50035_dwi.Arcuate_Fasciculus_R.stat.txt	29
number of tracts	8737,sub-50036_dwi.Arcuate_Fasciculus_R.stat.txt	0
mean length(mm)	106.313,sub-50036_dwi.Arcuate_Fasciculus_R.stat.txt	1
span(mm)	31.422,sub-50036_dwi.Arcuate_Fasciculus_R.stat.txt	2
curl	3.38339,sub-50036_dwi.Arcuate_Fasciculus_R.stat.txt	3
elongation	7.69858,sub-50036_dwi.Arcuate_Fasciculus_R.stat.txt	4
diameter(mm)	13.8094,sub-50036_dwi.Arcuate_Fasciculus_R.stat.txt	5
volume(mm^3)	15923,sub-50036_dwi.Arcuate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	14708.7,sub-50036_dwi.Arcuate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	1214.3,sub-50036_dwi.Arcuate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	28268.7,sub-50036_dwi.Arcuate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	17.6274,sub-50036_dwi.Arcuate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	2253.31,sub-50036_dwi.Arcuate_Fasciculus_R.stat.txt	11
irregularity	6.12909,sub-50036_dwi.Arcuate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	814.757,sub-50036_dwi.Arcuate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	8.84908,sub-50036_dwi.Arcuate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.301938,sub-50036_dwi.Arcuate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	1438.56,sub-50036_dwi.Arcuate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	8.77831,sub-50036_dwi.Arcuate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.168285,sub-50036_dwi.Arcuate_Fasciculus_R.stat.txt	18
qa	0.291996,sub-50036_dwi.Arcuate_Fasciculus_R.stat.txt	19
dti_fa	0.448309,sub-50036_dwi.Arcuate_Fasciculus_R.stat.txt	20
md	0.771387,sub-50036_dwi.Arcuate_Fasciculus_R.stat.txt	21
ad	1.15881,sub-50036_dwi.Arcuate_Fasciculus_R.stat.txt	22
rd	0.577674,sub-50036_dwi.Arcuate_Fasciculus_R.stat.txt	23
iso	0.847403,sub-50036_dwi.Arcuate_Fasciculus_R.stat.txt	24
rdi	0.492102,sub-50036_dwi.Arcuate_Fasciculus_R.stat.txt	25
nrdi02L	0.630499,sub-50036_dwi.Arcuate_Fasciculus_R.stat.txt	26
nrdi04L	0.247335,sub-50036_dwi.Arcuate_Fasciculus_R.stat.txt	27
nrdi06L	0.0378947,sub-50036_dwi.Arcuate_Fasciculus_R.stat.txt	28
,sub-50036_dwi.Arcuate_Fasciculus_R.stat.txt	29
number of tracts	5387,sub-50038_dwi.Arcuate_Fasciculus_R.stat.txt	0
mean length(mm)	113.736,sub-50038_dwi.Arcuate_Fasciculus_R.stat.txt	1
span(mm)	23.59,sub-50038_dwi.Arcuate_Fasciculus_R.stat.txt	2
curl	4.82138,sub-50038_dwi.Arcuate_Fasciculus_R.stat.txt	3
elongation	10.8704,sub-50038_dwi.Arcuate_Fasciculus_R.stat.txt	4
diameter(mm)	10.4629,sub-50038_dwi.Arcuate_Fasciculus_R.stat.txt	5
volume(mm^3)	9779.04,sub-50038_dwi.Arcuate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	7120.31,sub-50038_dwi.Arcuate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	2658.73,sub-50038_dwi.Arcuate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	24232.2,sub-50038_dwi.Arcuate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	18.8551,sub-50038_dwi.Arcuate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	1633.43,sub-50038_dwi.Arcuate_Fasciculus_R.stat.txt	11
irregularity	6.4817,sub-50038_dwi.Arcuate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	1007.67,sub-50038_dwi.Arcuate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	11.0857,sub-50038_dwi.Arcuate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.383139,sub-50038_dwi.Arcuate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	625.757,sub-50038_dwi.Arcuate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	7.76943,sub-50038_dwi.Arcuate_Fasciculus_R.stat.txt	17
