0,N
branch volume(mm^3)	6108.72,sub-50021_dwi.Arcuate_Fasciculus_L.stat.txt	8
total surface area(mm^2)	30866.8,sub-50021_dwi.Arcuate_Fasciculus_L.stat.txt	9
total radius of end regions(mm)	21.0809,sub-50021_dwi.Arcuate_Fasciculus_L.stat.txt	10
total area of end regions(mm^2)	2468.75,sub-50021_dwi.Arcuate_Fasciculus_L.stat.txt	11
irregularity	6.41334,sub-50021_dwi.Arcuate_Fasciculus_L.stat.txt	12
area of end region 1(mm^2)	984.172,sub-50021_dwi.Arcuate_Fasciculus_L.stat.txt	13
radius of end region 1(mm)	12.2918,sub-50021_dwi.Arcuate_Fasciculus_L.stat.txt	14
irregularity of end region 1	0.482291,sub-50021_dwi.Arcuate_Fasciculus_L.stat.txt	15
area of end region 2(mm^2)	1484.58,sub-50021_dwi.Arcuate_Fasciculus_L.stat.txt	16
radius of end region 2(mm)	8.78912,sub-50021_dwi.Arcuate_Fasciculus_L.stat.txt	17
irregularity of end region 2	0.16347,sub-50021_dwi.Arcuate_Fasciculus_L.stat.txt	18
qa	0.253776,sub-50021_dwi.Arcuate_Fasciculus_L.stat.txt	19
dti_fa	0.475963,sub-50021_dwi.Arcuate_Fasciculus_L.stat.txt	20
md	0.764582,sub-50021_dwi.Arcuate_Fasciculus_L.stat.txt	21
ad	1.18374,sub-50021_dwi.Arcuate_Fasciculus_L.stat.txt	22
rd	0.555003,sub-50021_dwi.Arcuate_Fasciculus_L.stat.txt	23
iso	0.655635,sub-50021_dwi.Arcuate_Fasciculus_L.stat.txt	24
rdi	0.387289,sub-50021_dwi.Arcuate_Fasciculus_L.stat.txt	25
nrdi02L	0.496024,sub-50021_dwi.Arcuate_Fasciculus_L.stat.txt	26
nrdi04L	0.194494,sub-50021_dwi.Arcuate_Fasciculus_L.stat.txt	27
nrdi06L	0.0297243,sub-50021_dwi.Arcuate_Fasciculus_L.stat.txt	28
,sub-50021_dwi.Arcuate_Fasciculus_L.stat.txt	29
number of tracts	13183,sub-50023_dwi.Arcuate_Fasciculus_L.stat.txt	0
mean length(mm)	131.464,sub-50023_dwi.Arcuate_Fasciculus_L.stat.txt	1
span(mm)	24.1742,sub-50023_dwi.Arcuate_Fasciculus_L.stat.txt	2
curl	5.43821,sub-50023_dwi.Arcuate_Fasciculus_L.stat.txt	3
elongation	8.72435,sub-50023_dwi.Arcuate_Fasciculus_L.stat.txt	4
diameter(mm)	15.0687,sub-50023_dwi.Arcuate_Fasciculus_L.stat.txt	5
volume(mm^3)	23444.8,sub-50023_dwi.Arcuate_Fasciculus_L.stat.txt	6
trunk volume(mm^3)	11379.2,sub-50023_dwi.Arcuate_Fasciculus_L.stat.txt	7
branch volume(mm^3)	12065.6,sub-50023_dwi.Arcuate_Fasciculus_L.stat.txt	8
total surface area(mm^2)	44883.1,sub-50023_dwi.Arcuate_Fasciculus_L.stat.txt	9
total radius of end regions(mm)	27.2388,sub-50023_dwi.Arcuate_Fasciculus_L.stat.txt	10
total area of end regions(mm^2)	3480.34,sub-50023_dwi.Arcuate_Fasciculus_L.stat.txt	11
irregularity	7.21192,sub-50023_dwi.Arcuate_Fasciculus_L.stat.txt	12
area of end region 1(mm^2)	1676.52,sub-50023_dwi.Arcuate_Fasciculus_L.stat.txt	13
radius of end region 1(mm)	16.7424,sub-50023_dwi.Arcuate_Fasciculus_L.stat.txt	14
irregularity of end region 1	0.525263,sub-50023_dwi.Arcuate_Fasciculus_L.stat.txt	15
area of end region 2(mm^2)	1803.82,sub-50023_dwi.Arcuate_Fasciculus_L.stat.txt	16
radius of end region 2(mm)	10.4964,sub-50023_dwi.Arcuate_Fasciculus_L.stat.txt	17
irregularity of end region 2	0.191884,sub-50023_dwi.Arcuate_Fasciculus_L.stat.txt	18
qa	0.146744,sub-50023_dwi.Arcuate_Fasciculus_L.stat.txt	19
dti_fa	0.475114,sub-50023_dwi.Arcuate_Fasciculus_L.stat.txt	20
md	0.796822,sub-50023_dwi.Arcuate_Fasciculus_L.stat.txt	21
ad	1.20933,sub-50023_dwi.Arcuate_Fasciculus_L.stat.txt	22
rd	0.590568,sub-50023_dwi.Arcuate_Fasciculus_L.stat.txt	23
iso	0.38092,sub-50023_dwi.Arcuate_Fasciculus_L.stat.txt	24
rdi	0.226203,sub-50023_dwi.Arcuate_Fasciculus_L.stat.txt	25
nrdi02L	0.2899,sub-50023_dwi.Arcuate_Fasciculus_L.stat.txt	26
nrdi04L	0.113763,sub-50023_dwi.Arcuate_Fasciculus_L.stat.txt	27
nrdi06L	0.0174657,sub-50023_dwi.Arcuate_Fasciculus_L.stat.txt	28
,sub-50023_dwi.Arcuate_Fasciculus_L.stat.txt	29
number of tracts	10887,sub-50025_dwi.Arcuate_Fasciculus_L.stat.txt	0
mean length(mm)	118.133,sub-50025_dwi.Arcuate_Fasciculus_L.stat.txt	1
span(mm)	28.6062,sub-50025_dwi.Arcuate_Fasciculus_L.stat.txt	2
curl	4.12964,sub-50025_dwi.Arcuate_Fasciculus_L.stat.txt	3
elongation	8.21718,sub-50025_dwi.Arcuate_Fasciculus_L.stat.txt	4
diameter(mm)	14.3764,sub-50025_dwi.Arcuate_Fasciculus_L.stat.txt	5
volume(mm^3)	19176.2,sub-50025_dwi.Arcuate_Fasciculus_L.stat.txt	6
trunk volume(mm^3)	10397,sub-50025_dwi.Arcuate_Fasciculus_L.stat.txt	7
branch volume(mm^3)	8779.2,sub-50025_dwi.Arcuate_Fasciculus_L.stat.txt	8
total surface area(mm^2)	36027.5,sub-50025_dwi.Arcuate_Fasciculus_L.stat.txt	9
total radius of end regions(mm)	24.3297,sub-50025_dwi.Arcuate_Fasciculus_L.stat.txt	10
total area of end regions(mm^2)	2546.12,sub-50025_dwi.Arcuate_Fasciculus_L.stat.txt	11
irregularity	6.75247,sub-50025_dwi.Arcuate_Fasciculus_L.stat.txt	12
area of end region 1(mm^2)	1726.46,sub-50025_dwi.Arcuate_Fasciculus_L.stat.txt	13
radius of end region 1(mm)	16.274,sub-50025_dwi.Arcuate_Fasciculus_L.stat.txt	14
irregularity of end region 1	0.48193,sub-50025_dwi.Arcuate_Fasciculus_L.stat.txt	15
area of end region 2(mm^2)	819.653,sub-50025_dwi.Arcuate_Fasciculus_L.stat.txt	16
radius of end region 2(mm)	8.0557,sub-50025_dwi.Arcuate_Fasciculus_L.stat.txt	17
irregularity of end region 2	0.248729,sub-50025_dwi.Arcuate_Fasciculus_L.stat.txt	18
qa	0.100636,sub-50025_dwi.Arcuate_Fasciculus_L.stat.txt	19
dti_fa	0.463618,sub-50025_dwi.Arcuate_Fasciculus_L.stat.txt	20
md	0.817645,sub-50025_dwi.Arcuate_Fasciculus_L.stat.txt	21
ad	1.23005,sub-50025_dwi.Arcuate_Fasciculus_L.stat.txt	22
rd	0.611442,sub-50025_dwi.Arcuate_Fasciculus_L.stat.txt	23
iso	0.248771,sub-50025_dwi.Arcuate_Fasciculus_L.stat.txt	24
rdi	0.149016,sub-50025_dwi.Arcuate_Fasciculus_L.stat.txt	25
nrdi02L	0.191056,sub-50025_dwi.Arcuate_Fasciculus_L.stat.txt	26
nrdi04L	0.0750112,sub-50025_dwi.Arcuate_Fasciculus_L.stat.txt	27
nrdi06L	0.0115459,sub-50025_dwi.Arcuate_Fasciculus_L.stat.txt	28
,sub-50025_dwi.Arcuate_Fasciculus_L.stat.txt	29
number of tracts	11714,sub-50027_dwi.Arcuate_Fasciculus_L.stat.txt	0
mean length(mm)	122.077,sub-50027_dwi.Arcuate_Fasciculus_L.stat.txt	1
span(mm)	24.7746,sub-50027_dwi.Arcuate_Fasciculus_L.stat.txt	2
curl	4.92752,sub-50027_dwi.Arcuate_Fasciculus_L.stat.txt	3
elongation	7.48989,sub-50027_dwi.Arcuate_Fasciculus_L.stat.txt	4
diameter(mm)	16.299,sub-50027_dwi.Arcuate_Fasciculus_L.stat.txt	5
volume(mm^3)	25470.9,sub-50027_dwi.Arcuate_Fasciculus_L.stat.txt	6
trunk volume(mm^3)	14634.3,sub-50027_dwi.Arcuate_Fasciculus_L.stat.txt	7
branch volume(mm^3)	10836.7,sub-50027_dwi.Arcuate_Fasciculus_L.stat.txt	8
total surface area(mm^2)	46745.7,sub-50027_dwi.Arcuate_Fasciculus_L.stat.txt	9
total radius of end regions(mm)	24.4384,sub-50027_dwi.Arcuate_Fasciculus_L.stat.txt	10
total area of end regions(mm^2)	4085.54,sub-50027_dwi.Arcuate_Fasciculus_L.stat.txt	11
irregularity	7.47819,sub-50027_dwi.Arcuate_Fasciculus_L.stat.txt	12
area of end region 1(mm^2)	2478.55,sub-50027_dwi.Arcuate_Fasciculus_L.stat.txt	13
radius of end region 1(mm)	15.0272,sub-50027_dwi.Arcuate_Fasciculus_L.stat.txt	14
irregularity of end region 1	0.286227,sub-50027_dwi.Arcuate_Fasciculus_L.stat.txt	15
area of end region 2(mm^2)	1606.99,sub-50027_dwi.Arcuate_Fasciculus_L.stat.txt	16
radius of end region 2(mm)	9.41116,sub-50027_dwi.Arcuate_Fasciculus_L.stat.txt	17
irregularity of end region 2	0.17315,sub-50027_dwi.Arcuate_Fasciculus_L.stat.txt	18
qa	0.289229,sub-50027_dwi.Arcuate_Fasciculus_L.stat.txt	19
dti_fa	0.496793,sub-50027_dwi.Arcuate_Fasciculus_L.stat.txt	20
md	0.75308,sub-50027_dwi.Arcuate_Fasciculus_L.stat.txt	21
ad	1.18691,sub-50027_dwi.Arcuate_Fasciculus_L.stat.txt	22
rd	0.536165,sub-50027_dwi.Arcuate_Fasciculus_L.stat.txt	23
iso	0.704668,sub-50027_dwi.Arcuate_Fasciculus_L.stat.txt	24
rdi	0.422122,sub-50027_dwi.Arcuate_Fasciculus_L.stat.txt	25
nrdi02L	0.540375,sub-50027_dwi.Arcuate_Fasciculus_L.stat.txt	26
nrdi04L	0.211759,sub-50027_dwi.Arcuate_Fasciculus_L.stat.txt	27
nrdi06L	0.0322571,sub-50027_dwi.Arcuate_Fasciculus_L.stat.txt	28
,sub-50027_dwi.Arcuate_Fasciculus_L.stat.txt	29
number of tracts	10569,sub-50029_dwi.Arcuate_Fasciculus_L.stat.txt	0
mean length(mm)	110.83,sub-50029_dwi.Arcuate_Fasciculus_L.stat.txt	1
span(mm)	22.5628,sub-50029_dwi.Arcuate_Fasciculus_L.stat.txt	2
curl	4.91205,sub-50029_dwi.Arcuate_Fasciculus_L.stat.txt	3
elongation	7.44577,sub-50029_dwi.Arcuate_Fasciculus_L.stat.txt	4
diameter(mm)	14.8849,sub-50029_dwi.Arcuate_Fasciculus_L.stat.txt	5
volume(mm^3)	19285.8,sub-50029_dwi.Arcuate_Fasciculus_L.stat.txt	6
trunk volume(mm^3)	16845.5,sub-50029_dwi.Arcuate_Fasciculus_L.stat.txt	7
branch volume(mm^3)	2440.35,sub-50029_dwi.Arcuate_Fasciculus_L.stat.txt	8
total surface area(mm^2)	35484,sub-50029_dwi.Arcuate_Fasciculus_L.stat.txt	9
total radius of end regions(mm)	19.1208,sub-50029_dwi.Arcuate_Fasciculus_L.stat.txt	10
total area of end regions(mm^2)	2204.35,sub-50029_dwi.Arcuate_Fasciculus_L.stat.txt	11
irregularity	6.84669,sub-50029_dwi.Arcuate_Fasciculus_L.stat.txt	12
area of end region 1(mm^2)	1086.02,sub-50029_dwi.Arcuate_Fasciculus_L.stat.txt	13
radius of end region 1(mm)	9.396,sub-50029_dwi.Arcuate_Fasciculus_L.stat.txt	14
irregularity of end region 1	0.255388,sub-50029_dwi.Arcuate_Fasciculus_L.stat.txt	15
area of end region 2(mm^2)	1118.33,sub-50029_dwi.Arcuate_Fasciculus_L.stat.txt	16
radius of end region 2(mm)	9.72479,sub-50029_dwi.Arcuate_Fasciculus_L.stat.txt	17
irregularity of end region 2	0.265668,sub-50029_dwi.Arcuate_Fasciculus_L.stat.txt	18
qa	0.160619,sub-50029_dwi.Arcuate_Fasciculus_L.stat.txt	19
dti_fa	0.460913,sub-50029_dwi.Arcuate_Fasciculus_L.stat.txt	20
md	0.793092,sub-50029_dwi.Arcuate_Fasciculus_L.stat.txt	21
ad	1.18616,sub-50029_dwi.Arcuate_Fasciculus_L.stat.txt	22
rd	0.596556,sub-50029_dwi.Arcuate_Fasciculus_L.stat.txt	23
iso	0.469045,sub-50029_dwi.Arcuate_Fasciculus_L.stat.txt	24
rdi	0.273722,sub-50029_dwi.Arcuate_Fasciculus_L.stat.txt	25
nrdi02L	0.351015,sub-50029_dwi.Arcuate_Fasciculus_L.stat.txt	26
nrdi04L	0.137847,sub-50029_dwi.Arcuate_Fasciculus_L.stat.txt	27
nrdi06L	0.0212456,sub-50029_dwi.Arcuate_Fasciculus_L.stat.txt	28
,sub-50029_dwi.Arcuate_Fasciculus_L.stat.txt	29
number of tracts	9848,sub-50032_dwi.Arcuate_Fasciculus_L.stat.txt	0
mean length(mm)	112.907,sub-50032_dwi.Arcuate_Fasciculus_L.stat.txt	1
span(mm)	30.2147,sub-50032_dwi.Arcuate_Fasciculus_L.stat.txt	2
curl	3.73684,sub-50032_dwi.Arcuate_Fasciculus_L.stat.txt	3
elongation	7.85174,sub-50032_dwi.Arcuate_Fasciculus_L.stat.txt	4
diameter(mm)	14.3799,sub-50032_dwi.Arcuate_Fasciculus_L.stat.txt	5
volume(mm^3)	18336.9,sub-50032_dwi.Arcuate_Fasciculus_L.stat.txt	6
trunk volume(mm^3)	7611.91,sub-50032_dwi.Arcuate_Fasciculus_L.stat.txt	7
branch volume(mm^3)	10725,sub-50032_dwi.Arcuate_Fasciculus_L.stat.txt	8
total surface area(mm^2)	34902.3,sub-50032_dwi.Arcuate_Fasciculus_L.stat.txt	9
total radius of end regions(mm)	25.2904,sub-50032_dwi.Arcuate_Fasciculus_L.stat.txt	10
total area of end regions(mm^2)	2107.4,sub-50032_dwi.Arcuate_Fasciculus_L.stat.txt	11
irregularity	6.84266,sub-50032_dwi.Arcuate_Fasciculus_L.stat.txt	12
area of end region 1(mm^2)	1153.59,sub-50032_dwi.Arcuate_Fasciculus_L.stat.txt	13
radius of end region 1(mm)	16.3054,sub-50032_dwi.Arcuate_Fasciculus_L.stat.txt	14
irregularity of end region 1	0.724039,sub-50032_dwi.Arcuate_Fasciculus_L.stat.txt	15
area of end region 2(mm^2)	953.814,sub-50032_dwi.Arcuate_Fasciculus_L.stat.txt	16
radius of end region 2(mm)	8.98503,sub-50032_dwi.Arcuate_Fasciculus_L.stat.txt	17
irregularity of end region 2	0.265904,sub-50032_dwi.Arcuate_Fasciculus_L.stat.txt	18
qa	0.105518,sub-50032_dwi.Arcuate_Fasciculus_L.stat.txt	19
dti_fa	0.486225,sub-50032_dwi.Arcuate_Fasciculus_L.stat.txt	20
md	0.77495,sub-50032_dwi.Arcuate_Fasciculus_L.stat.txt	21
ad	1.20203,sub-50032_dwi.Arcuate_Fasciculus_L.stat.txt	22
rd	0.561412,sub-50032_dwi.Arcuate_Fasciculus_L.stat.txt	23
iso	0.269988,sub-50032_dwi.Arcuate_Fasciculus_L.stat.txt	24
rdi	0.160457,sub-50032_dwi.Arcuate_Fasciculus_L.stat.txt	25
nrdi02L	0.20552,sub-50032_dwi.Arcuate_Fasciculus_L.stat.txt	26
nrdi04L	0.0805918,sub-50032_dwi.Arcuate_Fasciculus_L.stat.txt	27
nrdi06L	0.0123222,sub-50032_dwi.Arcuate_Fasciculus_L.stat.txt	28
,sub-50032_dwi.Arcuate_Fasciculus_L.stat.txt	29
number of tracts	13320,sub-50033_dwi.Arcuate_Fasciculus_L.stat.txt	0
mean length(mm)	117.309,sub-50033_dwi.Arcuate_Fasciculus_L.stat.txt	1
span(mm)	26.5375,sub-50033_dwi.Arcuate_Fasciculus_L.stat.txt	2
curl	4.42048,sub-50033_dwi.Arcuate_Fasciculus_L.stat.txt	3
elongation	8.46557,sub-50033_dwi.Arcuate_Fasciculus_L.stat.txt	4
diameter(mm)	13.8571,sub-50033_dwi.Arcuate_Fasciculus_L.stat.txt	5
volume(mm^3)	17691.6,sub-50033_dwi.Arcuate_Fasciculus_L.stat.txt	6
trunk volume(mm^3)	13052.8,sub-50033_dwi.Arcuate_Fasciculus_L.stat.txt	7
branch volume(mm^3)	4638.83,sub-50033_dwi.Arcuate_Fasciculus_L.stat.txt	8
total surface area(mm^2)	33119.1,sub-50033_dwi.Arcuate_Fasciculus_L.stat.txt	9
total radius of end regions(mm)	21.0368,sub-50033_dwi.Arcuate_Fasciculus_L.stat.txt	10
total area of end regions(mm^2)	3178.73,sub-50033_dwi.Arcuate_Fasciculus_L.stat.txt	11
irregularity	6.48523,sub-50033_dwi.Arcuate_Fasciculus_L.stat.txt	12
area of end region 1(mm^2)	1869.44,sub-50033_dwi.Arcuate_Fasciculus_L.stat.txt	13
radius of end region 1(mm)	15.3538,sub-50033_dwi.Arcuate_Fasciculus_L.stat.txt	14
irregularity of end region 1	0.396162,sub-50033_dwi.Arcuate_Fasciculus_L.stat.txt	15
area of end region 2(mm^2)	1309.29,sub-50033_dwi.Arcuate_Fasciculus_L.stat.txt	16
radius of end region 2(mm)	5.68295,sub-50033_dwi.Arcuate_Fasciculus_L.stat.txt	17
irregularity of end region 2	0.0774927,sub-50033_dwi.Arcuate_Fasciculus_L.stat.txt	18
qa	0.214448,sub-50033_dwi.Arcuate_Fasciculus_L.stat.txt	19
dti_fa	0.463227,sub-50033_dwi.Arcuate_Fasciculus_L.stat.txt	20
md	0.795621,sub-50033_dwi.Arcuate_Fasciculus_L.stat.txt	21
ad	1.19909,sub-50033_dwi.Arcuate_Fasciculus_L.stat.txt	22
rd	0.593886,sub-50033_dwi.Arcuate_Fasciculus_L.stat.txt	23
iso	0.553332,sub-50033_dwi.Arcuate_Fasciculus_L.stat.txt	24
rdi	0.329265,sub-50033_dwi.Arcuate_Fasciculus_L.stat.txt	25
nrdi02L	0.421893,sub-50033_dwi.Arcuate_Fasciculus_L.stat.txt	26
nrdi04L	0.165515,sub-50033_dwi.Arcuate_Fasciculus_L.stat.txt	27
nrdi06L	0.0253712,sub-50033_dwi.Arcuate_Fasciculus_L.stat.txt	28
,sub-50033_dwi.Arcuate_Fasciculus_L.stat.txt	29
number of tracts	14472,sub-50034_dwi.Arcuate_Fasciculus_L.stat.txt	0
mean length(mm)	121.6,sub-50034_dwi.Arcuate_Fasciculus_L.stat.txt	1
span(mm)	28.2879,sub-50034_dwi.Arcuate_Fasciculus_L.stat.txt	2
curl	4.29866,sub-50034_dwi.Arcuate_Fasciculus_L.stat.txt	3
elongation	7.28975,sub-50034_dwi.Arcuate_Fasciculus_L.stat.txt	4
diameter(mm)	16.681,sub-50034_dwi.Arcuate_Fasciculus_L.stat.txt	5
volume(mm^3)	26574.6,sub-50034_dwi.Arcuate_Fasciculus_L.stat.txt	6
trunk volume(mm^3)	23791.5,sub-50034_dwi.Arcuate_Fasciculus_L.stat.txt	7
branch volume(mm^3)	2783.1,sub-50034_dwi.Arcuate_Fasciculus_L.stat.txt	8
total surface area(mm^2)	45626.4,sub-50034_dwi.Arcuate_Fasciculus_L.stat.txt	9
total radius of end regions(mm)	21.9317,sub-50034_dwi.Arcuate_Fasciculus_L.stat.txt	10
total area of end regions(mm^2)	4466.47,sub-50034_dwi.Arcuate_Fasciculus_L.stat.txt	11
irregularity	7.15996,sub-50034_dwi.Arcuate_Fasciculus_L.stat.txt	12
area of end region 1(mm^2)	2715.53,sub-50034_dwi.Arcuate_Fasciculus_L.stat.txt	13
radius of end region 1(mm)	13.5264,sub-50034_dwi.Arcuate_Fasciculus_L.stat.txt	14
irregularity of end region 1	0.211669,sub-50034_dwi.Arcuate_Fasciculus_L.stat.txt	15
area of end region 2(mm^2)	1750.94,sub-50034_dwi.Arcuate_Fasciculus_L.stat.txt	16
radius of end region 2(mm)	8.40539,sub-50034_dwi.Arcuate_Fasciculus_L.stat.txt	17
irregularity of end region 2	0.126763,sub-50034_dwi.Arcuate_Fasciculus_L.stat.txt	18
qa	0.265955,sub-50034_dwi.Arcuate_Fasciculus_L.stat.txt	19
dti_fa	0.467504,sub-50034_dwi.Arcuate_Fasciculus_L.stat.txt	20
md	0.768765,sub-50034_dwi.Arcuate_Fasciculus_L.stat.txt	21
ad	1.17634,sub-50034_dwi.Arcuate_Fasciculus_L.stat.txt	22
rd	0.564978,sub-50034_dwi.Arcuate_Fasciculus_L.stat.txt	23
iso	0.691271,sub-50034_dwi.Arcuate_Fasciculus_L.stat.txt	24
rdi	0.409956,sub-50034_dwi.Arcuate_Fasciculus_L.stat.txt	25
nrdi02L	0.525083,sub-50034_dwi.Arcuate_Fasciculus_L.stat.txt	26
nrdi04L	0.205901,sub-50034_dwi.Arcuate_Fasciculus_L.stat.txt	27
nrdi06L	0.031479,sub-50034_dwi.Arcuate_Fasciculus_L.stat.txt	28
,sub-50034_dwi.Arcuate_Fasciculus_L.stat.txt	29
number of tracts	10733,sub-50035_dwi.Arcuate_Fasciculus_L.stat.txt	0
mean length(mm)	121.172,sub-50035_dwi.Arcuate_Fasciculus_L.stat.txt	1
span(mm)	32.1506,sub-50035_dwi.Arcuate_Fasciculus_L.stat.txt	2
curl	3.7689,sub-50035_dwi.Arcuate_Fasciculus_L.stat.txt	3
elongation	8.35154,sub-50035_dwi.Arcuate_Fasciculus_L.stat.txt	4
diameter(mm)	14.509,sub-50035_dwi.Arcuate_Fasciculus_L.stat.txt	5
volume(mm^3)	20034,sub-50035_dwi.Arcuate_Fasciculus_L.stat.txt	6
trunk volume(mm^3)	14590.2,sub-50035_dwi.Arcuate_Fasciculus_L.stat.txt	7
branch volume(mm^3)	5443.79,sub-50035_dwi.Arcuate_Fasciculus_L.stat.txt	8
total surface area(mm^2)	36096.1,sub-50035_dwi.Arcuate_Fasciculus_L.stat.txt	9
total radius of end regions(mm)	22.4645,sub-50035_dwi.Arcuate_Fasciculus_L.stat.txt	10
total area of end regions(mm^2)	3567.5,sub-50035_dwi.Arcuate_Fasciculus_L.stat.txt	11
irregularity	6.53536,sub-50035_dwi.Arcuate_Fasciculus_L.stat.txt	12
area of end region 1(mm^2)	1501.23,sub-50035_dwi.Arcuate_Fasciculus_L.stat.txt	13
radius of end region 1(mm)	14.5035,sub-50035_dwi.Arcuate_Fasciculus_L.stat.txt	14
irregularity of end region 1	0.440198,sub-50035_dwi.Arcuate_Fasciculus_L.stat.txt	15
area of end region 2(mm^2)	2066.27,sub-50035_dwi.Arcuate_Fasciculus_L.stat.txt	16
radius of end region 2(mm)	7.96098,sub-50035_dwi.Arcuate_Fasciculus_L.stat.txt	17
irregularity of end region 2	0.0963599,sub-50035_dwi.Arcuate_Fasciculus_L.stat.txt	18
qa	0.25651,sub-50035_dwi.Arcuate_Fasciculus_L.stat.txt	19
dti_fa	0.531521,sub-50035_dwi.Arcuate_Fasciculus_L.stat.txt	20
md	0.739435,sub-50035_dwi.Arcuate_Fasciculus_L.stat.txt	21
ad	1.21541,sub-50035_dwi.Arcuate_Fasciculus_L.stat.txt	22
rd	0.501448,sub-50035_dwi.Arcuate_Fasciculus_L.stat.txt	23
iso	0.605816,sub-50035_dwi.Arcuate_Fasciculus_L.stat.txt	24
rdi	0.361552,sub-50035_dwi.Arcuate_Fasciculus_L.stat.txt	25
nrdi02L	0.462801,sub-50035_dwi.Arcuate_Fasciculus_L.stat.txt	26
nrdi04L	0.181341,sub-50035_dwi.Arcuate_Fasciculus_L.stat.txt	27
nrdi06L	0.0276086,sub-50035_dwi.Arcuate_Fasciculus_L.stat.txt	28
,sub-50035_dwi.Arcuate_Fasciculus_L.stat.txt	29
number of tracts	14776,sub-50036_dwi.Arcuate_Fasciculus_L.stat.txt	0
mean length(mm)	119.715,sub-50036_dwi.Arcuate_Fasciculus_L.stat.txt	1
span(mm)	26.5219,sub-50036_dwi.Arcuate_Fasciculus_L.stat.txt	2
curl	4.51381,sub-50036_dwi.Arcuate_Fasciculus_L.stat.txt	3
elongation	6.98375,sub-50036_dwi.Arcuate_Fasciculus_L.stat.txt	4
diameter(mm)	17.1419,sub-50036_dwi.Arcuate_Fasciculus_L.stat.txt	5
volume(mm^3)	27628.3,sub-50036_dwi.Arcuate_Fasciculus_L.stat.txt	6
trunk volume(mm^3)	22942.5,sub-50036_dwi.Arcuate_Fasciculus_L.stat.txt	7
branch volume(mm^3)	4685.83,sub-50036_dwi.Arcuate_Fasciculus_L.stat.txt	8
total surface area(mm^2)	45595.1,sub-50036_dwi.Arcuate_Fasciculus_L.stat.txt	9
total radius of end regions(mm)	22.2856,sub-50036_dwi.Arcuate_Fasciculus_L.stat.txt	10
total area of end regions(mm^2)	3842.68,sub-50036_dwi.Arcuate_Fasciculus_L.stat.txt	11
irregularity	7.07232,sub-50036_dwi.Arcuate_Fasciculus_L.stat.txt	12
area of end region 1(mm^2)	2199.45,sub-50036_dwi.Arcuate_Fasciculus_L.stat.txt	13
radius of end region 1(mm)	13.8931,sub-50036_dwi.Arcuate_Fasciculus_L.stat.txt	14
irregularity of end region 1	0.2757,sub-50036_dwi.Arcuate_Fasciculus_L.stat.txt	15
area of end region 2(mm^2)	1643.22,sub-50036_dwi.Arcuate_Fasciculus_L.stat.txt	16
radius of end region 2(mm)	8.39246,sub-50036_dwi.Arcuate_Fasciculus_L.stat.txt	17
irregularity of end region 2	0.134658,sub-50036_dwi.Arcuate_Fasciculus_L.stat.txt	18
qa	0.296311,sub-50036_dwi.Arcuate_Fasciculus_L.stat.txt	19
dti_fa	0.497125,sub-50036_dwi.Arcuate_Fasciculus_L.stat.txt	20
md	0.772819,sub-50036_dwi.Arcuate_Fasciculus_L.stat.txt	21
ad	1.21824,sub-50036_dwi.Arcuate_Fasciculus_L.stat.txt	22
rd	0.550108,sub-50036_dwi.Arcuate_Fasciculus_L.stat.txt	23
iso	0.728946,sub-50036_dwi.Arcuate_Fasciculus_L.stat.txt	24
rdi	0.434469,sub-50036_dwi.Arcuate_Fasciculus_L.stat.txt	25
nrdi02L	0.556413,sub-50036_dwi.Arcuate_Fasciculus_L.stat.txt	26
nrdi04L	0.218155,sub-50036_dwi.Arcuate_Fasciculus_L.stat.txt	27
nrdi06L	0.0333252,sub-50036_dwi.Arcuate_Fasciculus_L.stat.txt	28
,sub-50036_dwi.Arcuate_Fasciculus_L.stat.txt	29
number of tracts	12307,sub-50038_dwi.Arcuate_Fasciculus_L.stat.txt	0
mean length(mm)	122.213,sub-50038_dwi.Arcuate_Fasciculus_L.stat.txt	1
span(mm)	22.3373,sub-50038_dwi.Arcuate_Fasciculus_L.stat.txt	2
curl	5.47128,sub-50038_dwi.Arcuate_Fasciculus_L.stat.txt	3
elongation	8.57395,sub-50038_dwi.Arcuate_Fasciculus_L.stat.txt	4
diameter(mm)	14.254,sub-50038_dwi.Arcuate_Fasciculus_L.stat.txt	5
volume(mm^3)	19502.3,sub-50038_dwi.Arcuate_Fasciculus_L.stat.txt	6
trunk volume(mm^3)	16965.9,sub-50038_dwi.Arcuate_Fasciculus_L.stat.txt	7
branch volume(mm^3)	2536.32,sub-50038_dwi.Arcuate_Fasciculus_L.stat.txt	8
total surface area(mm^2)	36055.9,sub-50038_dwi.Arcuate_Fasciculus_L.stat.txt	9
total radius of end regions(mm)	19.0063,sub-50038_dwi.Arcuate_Fasciculus_L.stat.txt	10
total area of end regions(mm^2)	3874.01,sub-50038_dwi.Arcuate_Fasciculus_L.stat.txt	11
irregularity	6.58825,sub-50038_dwi.Arcuate_Fasciculus_L.stat.txt	12
area of end region 1(mm^2)	2625.44,sub-50038_dwi.Arcuate_Fasciculus_L.stat.txt	13
radius of end region 1(mm)	11.6714,sub-50038_dwi.Arcuate_Fasciculus_L.stat.txt	14
irregularity of end region 1	0.163002,sub-50038_dwi.Arcuate_Fasciculus_L.stat.txt	15
