1.076200200048797462e-01 1.075213987906669943e-01 1.075213987906669666e-01 1.075213987906669666e-01 1.075213987906669666e-01 1.073082150887196828e-01 1.073082150887196828e-01 1.073082150887196828e-01 1.072481555847834278e-01 1.072481555847834278e-01 1.072481555847834278e-01 1.071981886278661478e-01 1.071981886278661478e-01 1.071981886278661478e-01 1.070863188395940468e-01 1.070863188395940052e-01 1.070863188395940052e-01 1.070863188395940052e-01 1.070012436021326035e-01 1.070012436021325758e-01 1.070012436021325758e-01 1.070012436021325758e-01 1.069301324307807555e-01 1.069301324307807416e-01 1.069301324307807416e-01 1.069301324307807416e-01 1.066454214410645224e-01 1.066309563214534323e-01 1.066309563214534323e-01 1.066309563214534323e-01
1.213477237899058953e-01 1.213477237899058953e-01 1.213477237899058953e-01 1.213477237899058953e-01 1.199863461109920842e-01 1.170886581840982349e-01 1.170886581840982349e-01 1.170886581840982349e-01 1.170886581840982071e-01 1.135982631583504487e-01 1.135982631583504487e-01 1.135982631583504487e-01 1.135982631583504487e-01 1.133630033863695374e-01 1.111560537901697954e-01 1.101437200738579064e-01 1.081373302994861618e-01 1.081373302994861202e-01 1.081373302994861202e-01 1.081373302994861202e-01 1.062746869396460209e-01 1.062746869396460209e-01 1.062746869396460209e-01 1.026338450274611458e-01 1.003869789639698779e-01 1.003869789639697946e-01 1.003869789639697946e-01 1.003869789639697946e-01 1.003106903925269217e-01 1.002421863995526519e-01
1.052958267507537876e-01 1.051619350764141925e-01 1.049672266612835386e-01 1.049672266612835386e-01 1.049672266612835386e-01 1.034729522580993960e-01 1.034729522580993960e-01 1.034729522580993960e-01 1.027863739733293619e-01 1.021762280749689417e-01 1.017588277204675984e-01 1.017588277204675984e-01 1.017588277204675984e-01 9.992452522832212525e-02 9.763633837623343636e-02 9.477857563406867636e-02 9.477857563406867636e-02 9.477857563406867636e-02 9.358481459198640662e-02 9.191907280293769300e-02 9.191907280293769300e-02 9.191907280293769300e-02 9.155854940160663979e-02 9.155854940160663979e-02 9.155854940160663979e-02 9.100906156668291114e-02 9.049049710871615027e-02 9.000785386214828210e-02 8.981206086897278174e-02 8.981206086897278174e-02
1.176702612412630772e-01 1.176702612412630772e-01 1.176702612412630772e-01 1.168576231367370183e-01 1.148155711222794279e-01 1.148155711222794279e-01 1.148155711222794279e-01 1.143887407048058136e-01 1.108118365630948038e-01 1.097448512794812342e-01 1.097448512794812342e-01 1.097448512794812342e-01 1.097448512794812342e-01 1.087354418264534356e-01 1.087354418264534356e-01 1.087354418264534356e-01 1.087354418264534356e-01 1.072987512120617548e-01 1.072987512120617548e-01 1.072987512120617548e-01 1.062497346254071134e-01 1.055235046469190918e-01 1.044077524815778119e-01 1.033543264589922989e-01 1.018783417699631877e-01 9.660300713876068812e-02 9.660300713876068812e-02 9.660300713876068812e-02 9.584599467182652877e-02 9.541353979448395639e-02
1.640449754790486991e-01 1.530781478093165837e-01 1.530781478093165560e-01 1.530781478093165560e-01 1.530781478093165560e-01 1.457049641405439577e-01 1.411943735856390492e-01 1.376803314415326329e-01 1.376803314415326329e-01 1.376803314415326329e-01 1.250552124555950884e-01 1.250552124555950884e-01 1.250552124555950884e-01 1.250552124555950884e-01 1.221205316039921801e-01 1.196903847207132221e-01 1.118581128575979883e-01 1.112399288334471326e-01 1.112399288334471326e-01 1.112399288334471326e-01 1.112399288334470909e-01 1.053476057715034969e-01 1.053476057715034969e-01 1.053476057715034969e-01 1.053476057715034830e-01 9.778308503406557550e-02 9.778308503406557550e-02 9.778308503406557550e-02 9.778308503406549224e-02 9.777827876541994589e-02
1.405321188423059309e-01 1.347461515336074167e-01 1.347461515336074167e-01 1.347461515336074167e-01 1.340872547218914523e-01 1.288920278248804063e-01 1.288920278248804063e-01 1.288920278248804063e-01 1.288920278248804063e-01 1.233201288176504484e-01 1.233201288176504484e-01 1.233201288176504484e-01 1.233201288176504484e-01 1.189484005067681510e-01 1.175046602224153469e-01 1.175046602224153469e-01 1.175046602224153469e-01 1.175046602224151943e-01 1.150928765311149127e-01 1.150928765311148988e-01 1.150928765311148988e-01 1.150928765311148988e-01 1.094372524950603803e-01 1.071464065570867652e-01 1.008243401082492136e-01 9.981834586194891779e-02 9.827297871170230514e-02 9.827297871170230514e-02 9.827297871170230514e-02 9.827297871170230514e-02
1.698950670440172173e-01 1.681595603563298402e-01 1.681595603563298402e-01 1.681595603563298402e-01 1.652230755277662166e-01 1.413599819545454661e-01 1.350698034629200794e-01 1.350698034629200794e-01 1.350698034629200794e-01 1.095158907358105421e-01 1.088266260424564230e-01 1.088266260424563953e-01 1.088266260424563953e-01 1.088266260424563953e-01 1.045516329417188334e-01 9.877568301843789311e-02 9.817442020860145391e-02 9.633089695093151328e-02 9.551396200280837245e-02 9.358209891381551182e-02 9.358209891381524814e-02 9.358209891381524814e-02 9.358209891381524814e-02 9.292749405428250842e-02 9.292749405428250842e-02 9.292749405428250842e-02 9.292749405428249454e-02 9.258024156310422359e-02 9.258024156310422359e-02 9.258024156310422359e-02
1.850473174717708891e-01 1.850473174717708058e-01 1.850473174717708058e-01 1.850473174717708058e-01 1.809684062983953623e-01 1.680223421377056436e-01 1.680223421377056159e-01 1.680223421377056159e-01 1.680223421377056159e-01 1.655682115941377319e-01 1.353288522293982776e-01 1.353288522293982221e-01 1.353288522293982221e-01 1.353288522293982221e-01 1.151283219065142027e-01 1.083016190787989275e-01 1.060296143575813477e-01 1.004915908197277219e-01 1.004915908197277219e-01 1.004915908197277219e-01 9.736002850440898804e-02 9.463072853530470063e-02 9.247990505630736269e-02 9.247990505630736269e-02 9.247990505630736269e-02 9.194407513402835797e-02 9.104831376881132587e-02 9.104831376881132587e-02 9.104831376881132587e-02 8.978598001184341648e-02
1.970098741558695410e-01 1.690573336057824283e-01 1.687561951559042317e-01 1.687561951559042317e-01 1.687561951559042317e-01 1.687561951559039819e-01 1.445175720931694829e-01 1.445175720931694552e-01 1.445175720931694552e-01 1.445175720931694552e-01 1.386691181928522698e-01 1.349976462913342889e-01 1.347958118864222843e-01 1.347958118864222843e-01 1.347958118864222843e-01 1.340321772767139596e-01 1.273049121447557830e-01 1.273049121447557830e-01 1.273049121447557830e-01 1.273049121447557830e-01 1.247207161505682754e-01 1.247207161505682754e-01 1.247207161505682754e-01 1.244464309038800925e-01 1.244464309038800925e-01 1.244464309038800925e-01 1.222433562258593703e-01 1.196295975684194129e-01 1.186872311437374011e-01 1.177475663638980624e-01
1.820696781443341961e-01 1.573961223792266495e-01 1.535338160972656851e-01 1.535338160972656851e-01 1.535338160972656851e-01 1.535338160972656574e-01 1.513174875618728543e-01 1.513174875618727988e-01 1.513174875618727988e-01 1.513174875618727988e-01 1.490651858955096276e-01 1.490651858955094888e-01 1.490651858955094888e-01 1.490651858955094888e-01 1.297300074845074147e-01 1.297300074845074147e-01 1.297300074845074147e-01 1.297300074845074147e-01 1.266138816186888338e-01 1.210579376682163616e-01 1.131610040796722783e-01 1.131610040796722783e-01 1.131610040796722783e-01 1.035896333089040555e-01 9.519842851839994957e-02 9.519842851839994957e-02 9.519842851839994957e-02 9.477729590519309855e-02 9.477729590519309855e-02 9.477729590519309855e-02
