0,N
total surface area(mm^2)	15713.4,sub-10273_dwi.Uncinate_Fasciculus_L.stat.txt	9
total radius of end regions(mm)	18.2676,sub-10273_dwi.Uncinate_Fasciculus_L.stat.txt	10
total area of end regions(mm^2)	1369.03,sub-10273_dwi.Uncinate_Fasciculus_L.stat.txt	11
irregularity	7.4852,sub-10273_dwi.Uncinate_Fasciculus_L.stat.txt	12
area of end region 1(mm^2)	482.783,sub-10273_dwi.Uncinate_Fasciculus_L.stat.txt	13
radius of end region 1(mm)	7.73381,sub-10273_dwi.Uncinate_Fasciculus_L.stat.txt	14
irregularity of end region 1	0.389211,sub-10273_dwi.Uncinate_Fasciculus_L.stat.txt	15
area of end region 2(mm^2)	886.244,sub-10273_dwi.Uncinate_Fasciculus_L.stat.txt	16
radius of end region 2(mm)	10.5338,sub-10273_dwi.Uncinate_Fasciculus_L.stat.txt	17
irregularity of end region 2	0.393342,sub-10273_dwi.Uncinate_Fasciculus_L.stat.txt	18
qa	0.152315,sub-10273_dwi.Uncinate_Fasciculus_L.stat.txt	19
dti_fa	0.303865,sub-10273_dwi.Uncinate_Fasciculus_L.stat.txt	20
md	0.931753,sub-10273_dwi.Uncinate_Fasciculus_L.stat.txt	21
ad	1.20672,sub-10273_dwi.Uncinate_Fasciculus_L.stat.txt	22
rd	0.794272,sub-10273_dwi.Uncinate_Fasciculus_L.stat.txt	23
iso	0.57293,sub-10273_dwi.Uncinate_Fasciculus_L.stat.txt	24
rdi	0.369753,sub-10273_dwi.Uncinate_Fasciculus_L.stat.txt	25
nrdi02L	0.475183,sub-10273_dwi.Uncinate_Fasciculus_L.stat.txt	26
nrdi04L	0.187105,sub-10273_dwi.Uncinate_Fasciculus_L.stat.txt	27
nrdi06L	0.029276,sub-10273_dwi.Uncinate_Fasciculus_L.stat.txt	28
,sub-10273_dwi.Uncinate_Fasciculus_L.stat.txt	29
number of tracts	3612,sub-10274_dwi.Uncinate_Fasciculus_L.stat.txt	0
mean length(mm)	47.0987,sub-10274_dwi.Uncinate_Fasciculus_L.stat.txt	1
span(mm)	13.9732,sub-10274_dwi.Uncinate_Fasciculus_L.stat.txt	2
curl	3.37065,sub-10274_dwi.Uncinate_Fasciculus_L.stat.txt	3
elongation	3.01992,sub-10274_dwi.Uncinate_Fasciculus_L.stat.txt	4
diameter(mm)	15.596,sub-10274_dwi.Uncinate_Fasciculus_L.stat.txt	5
volume(mm^3)	8997.58,sub-10274_dwi.Uncinate_Fasciculus_L.stat.txt	6
trunk volume(mm^3)	8070.21,sub-10274_dwi.Uncinate_Fasciculus_L.stat.txt	7
branch volume(mm^3)	927.374,sub-10274_dwi.Uncinate_Fasciculus_L.stat.txt	8
total surface area(mm^2)	13994.8,sub-10274_dwi.Uncinate_Fasciculus_L.stat.txt	9
total radius of end regions(mm)	15.8215,sub-10274_dwi.Uncinate_Fasciculus_L.stat.txt	10
total area of end regions(mm^2)	1863.56,sub-10274_dwi.Uncinate_Fasciculus_L.stat.txt	11
irregularity	6.0645,sub-10274_dwi.Uncinate_Fasciculus_L.stat.txt	12
area of end region 1(mm^2)	792.234,sub-10274_dwi.Uncinate_Fasciculus_L.stat.txt	13
radius of end region 1(mm)	7.55622,sub-10274_dwi.Uncinate_Fasciculus_L.stat.txt	14
irregularity of end region 1	0.226415,sub-10274_dwi.Uncinate_Fasciculus_L.stat.txt	15
area of end region 2(mm^2)	1071.33,sub-10274_dwi.Uncinate_Fasciculus_L.stat.txt	16
radius of end region 2(mm)	8.26527,sub-10274_dwi.Uncinate_Fasciculus_L.stat.txt	17
irregularity of end region 2	0.200328,sub-10274_dwi.Uncinate_Fasciculus_L.stat.txt	18
qa	0.0774001,sub-10274_dwi.Uncinate_Fasciculus_L.stat.txt	19
dti_fa	0.287935,sub-10274_dwi.Uncinate_Fasciculus_L.stat.txt	20
md	0.894488,sub-10274_dwi.Uncinate_Fasciculus_L.stat.txt	21
ad	1.14066,sub-10274_dwi.Uncinate_Fasciculus_L.stat.txt	22
rd	0.771401,sub-10274_dwi.Uncinate_Fasciculus_L.stat.txt	23
iso	0.312434,sub-10274_dwi.Uncinate_Fasciculus_L.stat.txt	24
rdi	0.200782,sub-10274_dwi.Uncinate_Fasciculus_L.stat.txt	25
nrdi02L	0.257812,sub-10274_dwi.Uncinate_Fasciculus_L.stat.txt	26
nrdi04L	0.101406,sub-10274_dwi.Uncinate_Fasciculus_L.stat.txt	27
nrdi06L	0.0157687,sub-10274_dwi.Uncinate_Fasciculus_L.stat.txt	28
,sub-10274_dwi.Uncinate_Fasciculus_L.stat.txt	29
number of tracts	2719,sub-10280_dwi.Uncinate_Fasciculus_L.stat.txt	0
mean length(mm)	45.2539,sub-10280_dwi.Uncinate_Fasciculus_L.stat.txt	1
span(mm)	9.04468,sub-10280_dwi.Uncinate_Fasciculus_L.stat.txt	2
curl	5.00337,sub-10280_dwi.Uncinate_Fasciculus_L.stat.txt	3
elongation	2.4966,sub-10280_dwi.Uncinate_Fasciculus_L.stat.txt	4
diameter(mm)	18.1262,sub-10280_dwi.Uncinate_Fasciculus_L.stat.txt	5
volume(mm^3)	11677.7,sub-10280_dwi.Uncinate_Fasciculus_L.stat.txt	6
trunk volume(mm^3)	3948.44,sub-10280_dwi.Uncinate_Fasciculus_L.stat.txt	7
branch volume(mm^3)	7729.27,sub-10280_dwi.Uncinate_Fasciculus_L.stat.txt	8
total surface area(mm^2)	20546.2,sub-10280_dwi.Uncinate_Fasciculus_L.stat.txt	9
total radius of end regions(mm)	20.7692,sub-10280_dwi.Uncinate_Fasciculus_L.stat.txt	10
total area of end regions(mm^2)	1813.62,sub-10280_dwi.Uncinate_Fasciculus_L.stat.txt	11
irregularity	7.97296,sub-10280_dwi.Uncinate_Fasciculus_L.stat.txt	12
area of end region 1(mm^2)	888.203,sub-10280_dwi.Uncinate_Fasciculus_L.stat.txt	13
radius of end region 1(mm)	9.99182,sub-10280_dwi.Uncinate_Fasciculus_L.stat.txt	14
irregularity of end region 1	0.353124,sub-10280_dwi.Uncinate_Fasciculus_L.stat.txt	15
area of end region 2(mm^2)	925.415,sub-10280_dwi.Uncinate_Fasciculus_L.stat.txt	16
radius of end region 2(mm)	10.7774,sub-10280_dwi.Uncinate_Fasciculus_L.stat.txt	17
irregularity of end region 2	0.394312,sub-10280_dwi.Uncinate_Fasciculus_L.stat.txt	18
qa	0.112038,sub-10280_dwi.Uncinate_Fasciculus_L.stat.txt	19
dti_fa	0.265777,sub-10280_dwi.Uncinate_Fasciculus_L.stat.txt	20
md	1.00392,sub-10280_dwi.Uncinate_Fasciculus_L.stat.txt	21
ad	1.25714,sub-10280_dwi.Uncinate_Fasciculus_L.stat.txt	22
rd	0.877314,sub-10280_dwi.Uncinate_Fasciculus_L.stat.txt	23
iso	0.460894,sub-10280_dwi.Uncinate_Fasciculus_L.stat.txt	24
rdi	0.293554,sub-10280_dwi.Uncinate_Fasciculus_L.stat.txt	25
nrdi02L	0.37793,sub-10280_dwi.Uncinate_Fasciculus_L.stat.txt	26
nrdi04L	0.149131,sub-10280_dwi.Uncinate_Fasciculus_L.stat.txt	27
nrdi06L	0.0235965,sub-10280_dwi.Uncinate_Fasciculus_L.stat.txt	28
,sub-10280_dwi.Uncinate_Fasciculus_L.stat.txt	29
number of tracts	3761,sub-10290_dwi.Uncinate_Fasciculus_L.stat.txt	0
mean length(mm)	53.8742,sub-10290_dwi.Uncinate_Fasciculus_L.stat.txt	1
span(mm)	10.6926,sub-10290_dwi.Uncinate_Fasciculus_L.stat.txt	2
curl	5.03844,sub-10290_dwi.Uncinate_Fasciculus_L.stat.txt	3
elongation	3.28096,sub-10290_dwi.Uncinate_Fasciculus_L.stat.txt	4
diameter(mm)	16.4203,sub-10290_dwi.Uncinate_Fasciculus_L.stat.txt	5
volume(mm^3)	11408.6,sub-10290_dwi.Uncinate_Fasciculus_L.stat.txt	6
trunk volume(mm^3)	9561.64,sub-10290_dwi.Uncinate_Fasciculus_L.stat.txt	7
branch volume(mm^3)	1846.91,sub-10290_dwi.Uncinate_Fasciculus_L.stat.txt	8
total surface area(mm^2)	20245.5,sub-10290_dwi.Uncinate_Fasciculus_L.stat.txt	9
total radius of end regions(mm)	19.0314,sub-10290_dwi.Uncinate_Fasciculus_L.stat.txt	10
total area of end regions(mm^2)	2301.3,sub-10290_dwi.Uncinate_Fasciculus_L.stat.txt	11
irregularity	7.28481,sub-10290_dwi.Uncinate_Fasciculus_L.stat.txt	12
area of end region 1(mm^2)	1097.77,sub-10290_dwi.Uncinate_Fasciculus_L.stat.txt	13
radius of end region 1(mm)	6.90143,sub-10290_dwi.Uncinate_Fasciculus_L.stat.txt	14
irregularity of end region 1	0.136307,sub-10290_dwi.Uncinate_Fasciculus_L.stat.txt	15
area of end region 2(mm^2)	1203.53,sub-10290_dwi.Uncinate_Fasciculus_L.stat.txt	16
radius of end region 2(mm)	12.13,sub-10290_dwi.Uncinate_Fasciculus_L.stat.txt	17
irregularity of end region 2	0.384074,sub-10290_dwi.Uncinate_Fasciculus_L.stat.txt	18
qa	0.197964,sub-10290_dwi.Uncinate_Fasciculus_L.stat.txt	19
dti_fa	0.32744,sub-10290_dwi.Uncinate_Fasciculus_L.stat.txt	20
md	0.942987,sub-10290_dwi.Uncinate_Fasciculus_L.stat.txt	21
ad	1.24354,sub-10290_dwi.Uncinate_Fasciculus_L.stat.txt	22
rd	0.792711,sub-10290_dwi.Uncinate_Fasciculus_L.stat.txt	23
iso	0.652487,sub-10290_dwi.Uncinate_Fasciculus_L.stat.txt	24
rdi	0.426196,sub-10290_dwi.Uncinate_Fasciculus_L.stat.txt	25
nrdi02L	0.547891,sub-10290_dwi.Uncinate_Fasciculus_L.stat.txt	26
nrdi04L	0.215814,sub-10290_dwi.Uncinate_Fasciculus_L.stat.txt	27
nrdi06L	0.0338313,sub-10290_dwi.Uncinate_Fasciculus_L.stat.txt	28
,sub-10290_dwi.Uncinate_Fasciculus_L.stat.txt	29
number of tracts	1667,sub-10292_dwi.Uncinate_Fasciculus_L.stat.txt	0
mean length(mm)	31.3708,sub-10292_dwi.Uncinate_Fasciculus_L.stat.txt	1
span(mm)	11.5561,sub-10292_dwi.Uncinate_Fasciculus_L.stat.txt	2
curl	2.71466,sub-10292_dwi.Uncinate_Fasciculus_L.stat.txt	3
elongation	2.09956,sub-10292_dwi.Uncinate_Fasciculus_L.stat.txt	4
diameter(mm)	14.9416,sub-10292_dwi.Uncinate_Fasciculus_L.stat.txt	5
volume(mm^3)	5500.59,sub-10292_dwi.Uncinate_Fasciculus_L.stat.txt	6
trunk volume(mm^3)	2624.46,sub-10292_dwi.Uncinate_Fasciculus_L.stat.txt	7
branch volume(mm^3)	2876.13,sub-10292_dwi.Uncinate_Fasciculus_L.stat.txt	8
total surface area(mm^2)	12492.6,sub-10292_dwi.Uncinate_Fasciculus_L.stat.txt	9
total radius of end regions(mm)	19.4988,sub-10292_dwi.Uncinate_Fasciculus_L.stat.txt	10
total area of end regions(mm^2)	1125.19,sub-10292_dwi.Uncinate_Fasciculus_L.stat.txt	11
irregularity	8.48361,sub-10292_dwi.Uncinate_Fasciculus_L.stat.txt	12
area of end region 1(mm^2)	585.607,sub-10292_dwi.Uncinate_Fasciculus_L.stat.txt	13
radius of end region 1(mm)	8.40768,sub-10292_dwi.Uncinate_Fasciculus_L.stat.txt	14
irregularity of end region 1	0.379225,sub-10292_dwi.Uncinate_Fasciculus_L.stat.txt	15
area of end region 2(mm^2)	539.581,sub-10292_dwi.Uncinate_Fasciculus_L.stat.txt	16
radius of end region 2(mm)	11.0912,sub-10292_dwi.Uncinate_Fasciculus_L.stat.txt	17
irregularity of end region 2	0.716222,sub-10292_dwi.Uncinate_Fasciculus_L.stat.txt	18
qa	0.0560271,sub-10292_dwi.Uncinate_Fasciculus_L.stat.txt	19
dti_fa	0.207528,sub-10292_dwi.Uncinate_Fasciculus_L.stat.txt	20
md	1.10406,sub-10292_dwi.Uncinate_Fasciculus_L.stat.txt	21
ad	1.31662,sub-10292_dwi.Uncinate_Fasciculus_L.stat.txt	22
rd	0.997786,sub-10292_dwi.Uncinate_Fasciculus_L.stat.txt	23
iso	0.270234,sub-10292_dwi.Uncinate_Fasciculus_L.stat.txt	24
rdi	0.169968,sub-10292_dwi.Uncinate_Fasciculus_L.stat.txt	25
nrdi02L	0.219012,sub-10292_dwi.Uncinate_Fasciculus_L.stat.txt	26
nrdi04L	0.0865105,sub-10292_dwi.Uncinate_Fasciculus_L.stat.txt	27
nrdi06L	0.0137583,sub-10292_dwi.Uncinate_Fasciculus_L.stat.txt	28
,sub-10292_dwi.Uncinate_Fasciculus_L.stat.txt	29
number of tracts	2198,sub-10304_dwi.Uncinate_Fasciculus_L.stat.txt	0
mean length(mm)	35.7497,sub-10304_dwi.Uncinate_Fasciculus_L.stat.txt	1
span(mm)	10.1879,sub-10304_dwi.Uncinate_Fasciculus_L.stat.txt	2
curl	3.50903,sub-10304_dwi.Uncinate_Fasciculus_L.stat.txt	3
elongation	2.72798,sub-10304_dwi.Uncinate_Fasciculus_L.stat.txt	4
diameter(mm)	13.1048,sub-10304_dwi.Uncinate_Fasciculus_L.stat.txt	5
volume(mm^3)	4821.95,sub-10304_dwi.Uncinate_Fasciculus_L.stat.txt	6
trunk volume(mm^3)	2303.26,sub-10304_dwi.Uncinate_Fasciculus_L.stat.txt	7
branch volume(mm^3)	2518.7,sub-10304_dwi.Uncinate_Fasciculus_L.stat.txt	8
total surface area(mm^2)	11320.4,sub-10304_dwi.Uncinate_Fasciculus_L.stat.txt	9
total radius of end regions(mm)	17.5094,sub-10304_dwi.Uncinate_Fasciculus_L.stat.txt	10
total area of end regions(mm^2)	1206.47,sub-10304_dwi.Uncinate_Fasciculus_L.stat.txt	11
irregularity	7.69148,sub-10304_dwi.Uncinate_Fasciculus_L.stat.txt	12
area of end region 1(mm^2)	628.695,sub-10304_dwi.Uncinate_Fasciculus_L.stat.txt	13
radius of end region 1(mm)	8.93505,sub-10304_dwi.Uncinate_Fasciculus_L.stat.txt	14
irregularity of end region 1	0.398937,sub-10304_dwi.Uncinate_Fasciculus_L.stat.txt	15
area of end region 2(mm^2)	577.772,sub-10304_dwi.Uncinate_Fasciculus_L.stat.txt	16
radius of end region 2(mm)	8.57438,sub-10304_dwi.Uncinate_Fasciculus_L.stat.txt	17
irregularity of end region 2	0.399759,sub-10304_dwi.Uncinate_Fasciculus_L.stat.txt	18
qa	0.15088,sub-10304_dwi.Uncinate_Fasciculus_L.stat.txt	19
dti_fa	0.289286,sub-10304_dwi.Uncinate_Fasciculus_L.stat.txt	20
md	0.921967,sub-10304_dwi.Uncinate_Fasciculus_L.stat.txt	21
ad	1.19068,sub-10304_dwi.Uncinate_Fasciculus_L.stat.txt	22
rd	0.787613,sub-10304_dwi.Uncinate_Fasciculus_L.stat.txt	23
iso	0.568962,sub-10304_dwi.Uncinate_Fasciculus_L.stat.txt	24
rdi	0.366522,sub-10304_dwi.Uncinate_Fasciculus_L.stat.txt	25
nrdi02L	0.47117,sub-10304_dwi.Uncinate_Fasciculus_L.stat.txt	26
nrdi04L	0.185583,sub-10304_dwi.Uncinate_Fasciculus_L.stat.txt	27
nrdi06L	0.0290665,sub-10304_dwi.Uncinate_Fasciculus_L.stat.txt	28
,sub-10304_dwi.Uncinate_Fasciculus_L.stat.txt	29
number of tracts	2068,sub-10316_dwi.Uncinate_Fasciculus_L.stat.txt	0
mean length(mm)	37.4155,sub-10316_dwi.Uncinate_Fasciculus_L.stat.txt	1
span(mm)	11.3091,sub-10316_dwi.Uncinate_Fasciculus_L.stat.txt	2
curl	3.30844,sub-10316_dwi.Uncinate_Fasciculus_L.stat.txt	3
elongation	2.35821,sub-10316_dwi.Uncinate_Fasciculus_L.stat.txt	4
diameter(mm)	15.8661,sub-10316_dwi.Uncinate_Fasciculus_L.stat.txt	5
volume(mm^3)	7397.44,sub-10316_dwi.Uncinate_Fasciculus_L.stat.txt	6
trunk volume(mm^3)	0,sub-10316_dwi.Uncinate_Fasciculus_L.stat.txt	7
branch volume(mm^3)	7397.44,sub-10316_dwi.Uncinate_Fasciculus_L.stat.txt	8
total surface area(mm^2)	17008,sub-10316_dwi.Uncinate_Fasciculus_L.stat.txt	9
total radius of end regions(mm)	22.9327,sub-10316_dwi.Uncinate_Fasciculus_L.stat.txt	10
total area of end regions(mm^2)	1443.45,sub-10316_dwi.Uncinate_Fasciculus_L.stat.txt	11
irregularity	9.11975,sub-10316_dwi.Uncinate_Fasciculus_L.stat.txt	12
area of end region 1(mm^2)	589.524,sub-10316_dwi.Uncinate_Fasciculus_L.stat.txt	13
radius of end region 1(mm)	11.049,sub-10316_dwi.Uncinate_Fasciculus_L.stat.txt	14
irregularity of end region 1	0.650573,sub-10316_dwi.Uncinate_Fasciculus_L.stat.txt	15
area of end region 2(mm^2)	853.928,sub-10316_dwi.Uncinate_Fasciculus_L.stat.txt	16
radius of end region 2(mm)	11.8837,sub-10316_dwi.Uncinate_Fasciculus_L.stat.txt	17
irregularity of end region 2	0.519555,sub-10316_dwi.Uncinate_Fasciculus_L.stat.txt	18
qa	0.136254,sub-10316_dwi.Uncinate_Fasciculus_L.stat.txt	19
dti_fa	0.331705,sub-10316_dwi.Uncinate_Fasciculus_L.stat.txt	20
md	0.87274,sub-10316_dwi.Uncinate_Fasciculus_L.stat.txt	21
ad	1.15482,sub-10316_dwi.Uncinate_Fasciculus_L.stat.txt	22
rd	0.7317,sub-10316_dwi.Uncinate_Fasciculus_L.stat.txt	23
iso	0.472386,sub-10316_dwi.Uncinate_Fasciculus_L.stat.txt	24
rdi	0.307567,sub-10316_dwi.Uncinate_Fasciculus_L.stat.txt	25
nrdi02L	0.394821,sub-10316_dwi.Uncinate_Fasciculus_L.stat.txt	26
nrdi04L	0.155246,sub-10316_dwi.Uncinate_Fasciculus_L.stat.txt	27
nrdi06L	0.0240998,sub-10316_dwi.Uncinate_Fasciculus_L.stat.txt	28
,sub-10316_dwi.Uncinate_Fasciculus_L.stat.txt	29
number of tracts	4363,sub-10321_dwi.Uncinate_Fasciculus_L.stat.txt	0
mean length(mm)	67.7964,sub-10321_dwi.Uncinate_Fasciculus_L.stat.txt	1
span(mm)	9.3629,sub-10321_dwi.Uncinate_Fasciculus_L.stat.txt	2
curl	7.24097,sub-10321_dwi.Uncinate_Fasciculus_L.stat.txt	3
elongation	4.39562,sub-10321_dwi.Uncinate_Fasciculus_L.stat.txt	4
diameter(mm)	15.4236,sub-10321_dwi.Uncinate_Fasciculus_L.stat.txt	5
volume(mm^3)	12666.9,sub-10321_dwi.Uncinate_Fasciculus_L.stat.txt	6
trunk volume(mm^3)	11671,sub-10321_dwi.Uncinate_Fasciculus_L.stat.txt	7
branch volume(mm^3)	995.923,sub-10321_dwi.Uncinate_Fasciculus_L.stat.txt	8
total surface area(mm^2)	19611.9,sub-10321_dwi.Uncinate_Fasciculus_L.stat.txt	9
total radius of end regions(mm)	17.4764,sub-10321_dwi.Uncinate_Fasciculus_L.stat.txt	10
total area of end regions(mm^2)	2155.38,sub-10321_dwi.Uncinate_Fasciculus_L.stat.txt	11
irregularity	5.97003,sub-10321_dwi.Uncinate_Fasciculus_L.stat.txt	12
area of end region 1(mm^2)	782.441,sub-10321_dwi.Uncinate_Fasciculus_L.stat.txt	13
radius of end region 1(mm)	9.36349,sub-10321_dwi.Uncinate_Fasciculus_L.stat.txt	14
irregularity of end region 1	0.352025,sub-10321_dwi.Uncinate_Fasciculus_L.stat.txt	15
area of end region 2(mm^2)	1372.94,sub-10321_dwi.Uncinate_Fasciculus_L.stat.txt	16
radius of end region 2(mm)	8.11293,sub-10321_dwi.Uncinate_Fasciculus_L.stat.txt	17
irregularity of end region 2	0.15061,sub-10321_dwi.Uncinate_Fasciculus_L.stat.txt	18
qa	0.114373,sub-10321_dwi.Uncinate_Fasciculus_L.stat.txt	19
dti_fa	0.374205,sub-10321_dwi.Uncinate_Fasciculus_L.stat.txt	20
md	0.894964,sub-10321_dwi.Uncinate_Fasciculus_L.stat.txt	21
ad	1.23401,sub-10321_dwi.Uncinate_Fasciculus_L.stat.txt	22
rd	0.725439,sub-10321_dwi.Uncinate_Fasciculus_L.stat.txt	23
iso	0.338469,sub-10321_dwi.Uncinate_Fasciculus_L.stat.txt	24
rdi	0.224181,sub-10321_dwi.Uncinate_Fasciculus_L.stat.txt	25
nrdi02L	0.287987,sub-10321_dwi.Uncinate_Fasciculus_L.stat.txt	26
nrdi04L	0.113343,sub-10321_dwi.Uncinate_Fasciculus_L.stat.txt	27
nrdi06L	0.0176969,sub-10321_dwi.Uncinate_Fasciculus_L.stat.txt	28
,sub-10321_dwi.Uncinate_Fasciculus_L.stat.txt	29
number of tracts	3825,sub-10325_dwi.Uncinate_Fasciculus_L.stat.txt	0
mean length(mm)	51.7578,sub-10325_dwi.Uncinate_Fasciculus_L.stat.txt	1
span(mm)	9.20431,sub-10325_dwi.Uncinate_Fasciculus_L.stat.txt	2
curl	5.62321,sub-10325_dwi.Uncinate_Fasciculus_L.stat.txt	3
elongation	3.15183,sub-10325_dwi.Uncinate_Fasciculus_L.stat.txt	4
diameter(mm)	16.4215,sub-10325_dwi.Uncinate_Fasciculus_L.stat.txt	5
volume(mm^3)	10962,sub-10325_dwi.Uncinate_Fasciculus_L.stat.txt	6
trunk volume(mm^3)	7179.07,sub-10325_dwi.Uncinate_Fasciculus_L.stat.txt	7
branch volume(mm^3)	3782.94,sub-10325_dwi.Uncinate_Fasciculus_L.stat.txt	8
total surface area(mm^2)	19811.7,sub-10325_dwi.Uncinate_Fasciculus_L.stat.txt	9
total radius of end regions(mm)	17.4402,sub-10325_dwi.Uncinate_Fasciculus_L.stat.txt	10
total area of end regions(mm^2)	2528.49,sub-10325_dwi.Uncinate_Fasciculus_L.stat.txt	11
irregularity	7.41967,sub-10325_dwi.Uncinate_Fasciculus_L.stat.txt	12
area of end region 1(mm^2)	1611.89,sub-10325_dwi.Uncinate_Fasciculus_L.stat.txt	13
radius of end region 1(mm)	8.67085,sub-10325_dwi.Uncinate_Fasciculus_L.stat.txt	14
irregularity of end region 1	0.146534,sub-10325_dwi.Uncinate_Fasciculus_L.stat.txt	15
area of end region 2(mm^2)	916.602,sub-10325_dwi.Uncinate_Fasciculus_L.stat.txt	16
radius of end region 2(mm)	8.76939,sub-10325_dwi.Uncinate_Fasciculus_L.stat.txt	17
irregularity of end region 2	0.263577,sub-10325_dwi.Uncinate_Fasciculus_L.stat.txt	18
qa	0.14331,sub-10325_dwi.Uncinate_Fasciculus_L.stat.txt	19
dti_fa	0.344859,sub-10325_dwi.Uncinate_Fasciculus_L.stat.txt	20
md	0.855148,sub-10325_dwi.Uncinate_Fasciculus_L.stat.txt	21
ad	1.16471,sub-10325_dwi.Uncinate_Fasciculus_L.stat.txt	22
rd	0.700367,sub-10325_dwi.Uncinate_Fasciculus_L.stat.txt	23
iso	0.470724,sub-10325_dwi.Uncinate_Fasciculus_L.stat.txt	24
rdi	0.30703,sub-10325_dwi.Uncinate_Fasciculus_L.stat.txt	25
nrdi02L	0.393949,sub-10325_dwi.Uncinate_Fasciculus_L.stat.txt	26
nrdi04L	0.154814,sub-10325_dwi.Uncinate_Fasciculus_L.stat.txt	27
nrdi06L	0.0239533,sub-10325_dwi.Uncinate_Fasciculus_L.stat.txt	28
,sub-10325_dwi.Uncinate_Fasciculus_L.stat.txt	29
number of tracts	4206,sub-10329_dwi.Uncinate_Fasciculus_L.stat.txt	0
mean length(mm)	66.7445,sub-10329_dwi.Uncinate_Fasciculus_L.stat.txt	1
span(mm)	13.993,sub-10329_dwi.Uncinate_Fasciculus_L.stat.txt	2
curl	4.76987,sub-10329_dwi.Uncinate_Fasciculus_L.stat.txt	3
elongation	3.98523,sub-10329_dwi.Uncinate_Fasciculus_L.stat.txt	4
diameter(mm)	16.748,sub-10329_dwi.Uncinate_Fasciculus_L.stat.txt	5
volume(mm^3)	14703.8,sub-10329_dwi.Uncinate_Fasciculus_L.stat.txt	6
trunk volume(mm^3)	6237.98,sub-10329_dwi.Uncinate_Fasciculus_L.stat.txt	7
branch volume(mm^3)	8465.83,sub-10329_dwi.Uncinate_Fasciculus_L.stat.txt	8
total surface area(mm^2)	26584.4,sub-10329_dwi.Uncinate_Fasciculus_L.stat.txt	9
total radius of end regions(mm)	22.0667,sub-10329_dwi.Uncinate_Fasciculus_L.stat.txt	10
total area of end regions(mm^2)	2233.73,sub-10329_dwi.Uncinate_Fasciculus_L.stat.txt	11
irregularity	7.57005,sub-10329_dwi.Uncinate_Fasciculus_L.stat.txt	12
area of end region 1(mm^2)	1223.11,sub-10329_dwi.Uncinate_Fasciculus_L.stat.txt	13
radius of end region 1(mm)	9.82353,sub-10329_dwi.Uncinate_Fasciculus_L.stat.txt	14
irregularity of end region 1	0.247867,sub-10329_dwi.Uncinate_Fasciculus_L.stat.txt	15
area of end region 2(mm^2)	1010.61,sub-10329_dwi.Uncinate_Fasciculus_L.stat.txt	16
radius of end region 2(mm)	12.2431,sub-10329_dwi.Uncinate_Fasciculus_L.stat.txt	17
irregularity of end region 2	0.465963,sub-10329_dwi.Uncinate_Fasciculus_L.stat.txt	18
qa	0.172774,sub-10329_dwi.Uncinate_Fasciculus_L.stat.txt	19
dti_fa	0.358933,sub-10329_dwi.Uncinate_Fasciculus_L.stat.txt	20
md	0.926541,sub-10329_dwi.Uncinate_Fasciculus_L.stat.txt	21
ad	1.27361,sub-10329_dwi.Uncinate_Fasciculus_L.stat.txt	22
rd	0.753009,sub-10329_dwi.Uncinate_Fasciculus_L.stat.txt	23
iso	0.499715,sub-10329_dwi.Uncinate_Fasciculus_L.stat.txt	24
rdi	0.332482,sub-10329_dwi.Uncinate_Fasciculus_L.stat.txt	25
nrdi02L	0.427147,sub-10329_dwi.Uncinate_Fasciculus_L.stat.txt	26
nrdi04L	0.16812,sub-10329_dwi.Uncinate_Fasciculus_L.stat.txt	27
nrdi06L	0.0262351,sub-10329_dwi.Uncinate_Fasciculus_L.stat.txt	28
,sub-10329_dwi.Uncinate_Fasciculus_L.stat.txt	29
number of tracts	3553,sub-10339_dwi.Uncinate_Fasciculus_L.stat.txt	0
mean length(mm)	51.599,sub-10339_dwi.Uncinate_Fasciculus_L.stat.txt	1
span(mm)	11.6779,sub-10339_dwi.Uncinate_Fasciculus_L.stat.txt	2
curl	4.41851,sub-10339_dwi.Uncinate_Fasciculus_L.stat.txt	3
elongation	3.31969,sub-10339_dwi.Uncinate_Fasciculus_L.stat.txt	4
diameter(mm)	15.5433,sub-10339_dwi.Uncinate_Fasciculus_L.stat.txt	5
volume(mm^3)	9790.79,sub-10339_dwi.Uncinate_Fasciculus_L.stat.txt	6
trunk volume(mm^3)	8340.49,sub-10339_dwi.Uncinate_Fasciculus_L.stat.txt	7
branch volume(mm^3)	1450.31,sub-10339_dwi.Uncinate_Fasciculus_L.stat.txt	8
total surface area(mm^2)	17098.1,sub-10339_dwi.Uncinate_Fasciculus_L.stat.txt	9
total radius of end regions(mm)	19.9826,sub-10339_dwi.Uncinate_Fasciculus_L.stat.txt	10
total area of end regions(mm^2)	2419.79,sub-10339_dwi.Uncinate_Fasciculus_L.stat.txt	11
irregularity	6.78601,sub-10339_dwi.Uncinate_Fasciculus_L.stat.txt	12
area of end region 1(mm^2)	1280.89,sub-10339_dwi.Uncinate_Fasciculus_L.stat.txt	13
radius of end region 1(mm)	9.44609,sub-10339_dwi.Uncinate_Fasciculus_L.stat.txt	14
irregularity of end region 1	0.218848,sub-10339_dwi.Uncinate_Fasciculus_L.stat.txt	15
area of end region 2(mm^2)	1138.9,sub-10339_dwi.Uncinate_Fasciculus_L.stat.txt	16
radius of end region 2(mm)	10.5365,sub-10339_dwi.Uncinate_Fasciculus_L.stat.txt	17
