0,N
span(mm)	30.7474,sub-10273_dwi.Frontal_Aslant_Tract_R.stat.txt	2
curl	2.66283,sub-10273_dwi.Frontal_Aslant_Tract_R.stat.txt	3
elongation	5.10907,sub-10273_dwi.Frontal_Aslant_Tract_R.stat.txt	4
diameter(mm)	16.0255,sub-10273_dwi.Frontal_Aslant_Tract_R.stat.txt	5
volume(mm^3)	16514.5,sub-10273_dwi.Frontal_Aslant_Tract_R.stat.txt	6
trunk volume(mm^3)	16321.6,sub-10273_dwi.Frontal_Aslant_Tract_R.stat.txt	7
branch volume(mm^3)	192.918,sub-10273_dwi.Frontal_Aslant_Tract_R.stat.txt	8
total surface area(mm^2)	27469.6,sub-10273_dwi.Frontal_Aslant_Tract_R.stat.txt	9
total radius of end regions(mm)	15.897,sub-10273_dwi.Frontal_Aslant_Tract_R.stat.txt	10
total area of end regions(mm^2)	2731.2,sub-10273_dwi.Frontal_Aslant_Tract_R.stat.txt	11
irregularity	6.66406,sub-10273_dwi.Frontal_Aslant_Tract_R.stat.txt	12
area of end region 1(mm^2)	1626.58,sub-10273_dwi.Frontal_Aslant_Tract_R.stat.txt	13
radius of end region 1(mm)	8.70866,sub-10273_dwi.Frontal_Aslant_Tract_R.stat.txt	14
irregularity of end region 1	0.14648,sub-10273_dwi.Frontal_Aslant_Tract_R.stat.txt	15
area of end region 2(mm^2)	1104.62,sub-10273_dwi.Frontal_Aslant_Tract_R.stat.txt	16
radius of end region 2(mm)	7.18835,sub-10273_dwi.Frontal_Aslant_Tract_R.stat.txt	17
irregularity of end region 2	0.146958,sub-10273_dwi.Frontal_Aslant_Tract_R.stat.txt	18
qa	0.178659,sub-10273_dwi.Frontal_Aslant_Tract_R.stat.txt	19
dti_fa	0.410138,sub-10273_dwi.Frontal_Aslant_Tract_R.stat.txt	20
md	0.911742,sub-10273_dwi.Frontal_Aslant_Tract_R.stat.txt	21
ad	1.28759,sub-10273_dwi.Frontal_Aslant_Tract_R.stat.txt	22
rd	0.72382,sub-10273_dwi.Frontal_Aslant_Tract_R.stat.txt	23
iso	0.453115,sub-10273_dwi.Frontal_Aslant_Tract_R.stat.txt	24
rdi	0.305178,sub-10273_dwi.Frontal_Aslant_Tract_R.stat.txt	25
nrdi02L	0.392401,sub-10273_dwi.Frontal_Aslant_Tract_R.stat.txt	26
nrdi04L	0.1546,sub-10273_dwi.Frontal_Aslant_Tract_R.stat.txt	27
nrdi06L	0.0242497,sub-10273_dwi.Frontal_Aslant_Tract_R.stat.txt	28
,sub-10273_dwi.Frontal_Aslant_Tract_R.stat.txt	29
number of tracts	7119,sub-10274_dwi.Frontal_Aslant_Tract_R.stat.txt	0
mean length(mm)	77.0439,sub-10274_dwi.Frontal_Aslant_Tract_R.stat.txt	1
span(mm)	33.3155,sub-10274_dwi.Frontal_Aslant_Tract_R.stat.txt	2
curl	2.31255,sub-10274_dwi.Frontal_Aslant_Tract_R.stat.txt	3
elongation	4.94601,sub-10274_dwi.Frontal_Aslant_Tract_R.stat.txt	4
diameter(mm)	15.577,sub-10274_dwi.Frontal_Aslant_Tract_R.stat.txt	5
volume(mm^3)	14682.3,sub-10274_dwi.Frontal_Aslant_Tract_R.stat.txt	6
trunk volume(mm^3)	14133.9,sub-10274_dwi.Frontal_Aslant_Tract_R.stat.txt	7
branch volume(mm^3)	548.394,sub-10274_dwi.Frontal_Aslant_Tract_R.stat.txt	8
total surface area(mm^2)	23441.9,sub-10274_dwi.Frontal_Aslant_Tract_R.stat.txt	9
total radius of end regions(mm)	15.8142,sub-10274_dwi.Frontal_Aslant_Tract_R.stat.txt	10
total area of end regions(mm^2)	2670.48,sub-10274_dwi.Frontal_Aslant_Tract_R.stat.txt	11
irregularity	6.21759,sub-10274_dwi.Frontal_Aslant_Tract_R.stat.txt	12
area of end region 1(mm^2)	1510.04,sub-10274_dwi.Frontal_Aslant_Tract_R.stat.txt	13
radius of end region 1(mm)	8.57661,sub-10274_dwi.Frontal_Aslant_Tract_R.stat.txt	14
irregularity of end region 1	0.153035,sub-10274_dwi.Frontal_Aslant_Tract_R.stat.txt	15
area of end region 2(mm^2)	1160.44,sub-10274_dwi.Frontal_Aslant_Tract_R.stat.txt	16
radius of end region 2(mm)	7.2376,sub-10274_dwi.Frontal_Aslant_Tract_R.stat.txt	17
irregularity of end region 2	0.141813,sub-10274_dwi.Frontal_Aslant_Tract_R.stat.txt	18
qa	0.0950664,sub-10274_dwi.Frontal_Aslant_Tract_R.stat.txt	19
dti_fa	0.422378,sub-10274_dwi.Frontal_Aslant_Tract_R.stat.txt	20
md	0.763672,sub-10274_dwi.Frontal_Aslant_Tract_R.stat.txt	21
ad	1.10666,sub-10274_dwi.Frontal_Aslant_Tract_R.stat.txt	22
rd	0.592179,sub-10274_dwi.Frontal_Aslant_Tract_R.stat.txt	23
iso	0.252633,sub-10274_dwi.Frontal_Aslant_Tract_R.stat.txt	24
rdi	0.170609,sub-10274_dwi.Frontal_Aslant_Tract_R.stat.txt	25
nrdi02L	0.218538,sub-10274_dwi.Frontal_Aslant_Tract_R.stat.txt	26
nrdi04L	0.0857036,sub-10274_dwi.Frontal_Aslant_Tract_R.stat.txt	27
nrdi06L	0.0131096,sub-10274_dwi.Frontal_Aslant_Tract_R.stat.txt	28
,sub-10274_dwi.Frontal_Aslant_Tract_R.stat.txt	29
number of tracts	8628,sub-10280_dwi.Frontal_Aslant_Tract_R.stat.txt	0
mean length(mm)	76.9937,sub-10280_dwi.Frontal_Aslant_Tract_R.stat.txt	1
span(mm)	28.5483,sub-10280_dwi.Frontal_Aslant_Tract_R.stat.txt	2
curl	2.69696,sub-10280_dwi.Frontal_Aslant_Tract_R.stat.txt	3
elongation	4.11584,sub-10280_dwi.Frontal_Aslant_Tract_R.stat.txt	4
diameter(mm)	18.7067,sub-10280_dwi.Frontal_Aslant_Tract_R.stat.txt	5
volume(mm^3)	21161.2,sub-10280_dwi.Frontal_Aslant_Tract_R.stat.txt	6
trunk volume(mm^3)	20892.8,sub-10280_dwi.Frontal_Aslant_Tract_R.stat.txt	7
branch volume(mm^3)	268.371,sub-10280_dwi.Frontal_Aslant_Tract_R.stat.txt	8
total surface area(mm^2)	31538.5,sub-10280_dwi.Frontal_Aslant_Tract_R.stat.txt	9
total radius of end regions(mm)	16.4701,sub-10280_dwi.Frontal_Aslant_Tract_R.stat.txt	10
total area of end regions(mm^2)	3793.71,sub-10280_dwi.Frontal_Aslant_Tract_R.stat.txt	11
irregularity	6.9701,sub-10280_dwi.Frontal_Aslant_Tract_R.stat.txt	12
area of end region 1(mm^2)	2549.05,sub-10280_dwi.Frontal_Aslant_Tract_R.stat.txt	13
radius of end region 1(mm)	10.4269,sub-10280_dwi.Frontal_Aslant_Tract_R.stat.txt	14
irregularity of end region 1	0.133994,sub-10280_dwi.Frontal_Aslant_Tract_R.stat.txt	15
area of end region 2(mm^2)	1244.66,sub-10280_dwi.Frontal_Aslant_Tract_R.stat.txt	16
radius of end region 2(mm)	6.04322,sub-10280_dwi.Frontal_Aslant_Tract_R.stat.txt	17
irregularity of end region 2	0.0921799,sub-10280_dwi.Frontal_Aslant_Tract_R.stat.txt	18
qa	0.124526,sub-10280_dwi.Frontal_Aslant_Tract_R.stat.txt	19
dti_fa	0.387888,sub-10280_dwi.Frontal_Aslant_Tract_R.stat.txt	20
md	0.867407,sub-10280_dwi.Frontal_Aslant_Tract_R.stat.txt	21
ad	1.21363,sub-10280_dwi.Frontal_Aslant_Tract_R.stat.txt	22
rd	0.694297,sub-10280_dwi.Frontal_Aslant_Tract_R.stat.txt	23
iso	0.334213,sub-10280_dwi.Frontal_Aslant_Tract_R.stat.txt	24
rdi	0.224471,sub-10280_dwi.Frontal_Aslant_Tract_R.stat.txt	25
nrdi02L	0.288169,sub-10280_dwi.Frontal_Aslant_Tract_R.stat.txt	26
nrdi04L	0.113316,sub-10280_dwi.Frontal_Aslant_Tract_R.stat.txt	27
nrdi06L	0.0175906,sub-10280_dwi.Frontal_Aslant_Tract_R.stat.txt	28
,sub-10280_dwi.Frontal_Aslant_Tract_R.stat.txt	29
number of tracts	7741,sub-10290_dwi.Frontal_Aslant_Tract_R.stat.txt	0
mean length(mm)	76.6893,sub-10290_dwi.Frontal_Aslant_Tract_R.stat.txt	1
span(mm)	29.2748,sub-10290_dwi.Frontal_Aslant_Tract_R.stat.txt	2
curl	2.61964,sub-10290_dwi.Frontal_Aslant_Tract_R.stat.txt	3
elongation	4.62362,sub-10290_dwi.Frontal_Aslant_Tract_R.stat.txt	4
diameter(mm)	16.5864,sub-10290_dwi.Frontal_Aslant_Tract_R.stat.txt	5
volume(mm^3)	16570.3,sub-10290_dwi.Frontal_Aslant_Tract_R.stat.txt	6
trunk volume(mm^3)	16265.8,sub-10290_dwi.Frontal_Aslant_Tract_R.stat.txt	7
branch volume(mm^3)	304.555,sub-10290_dwi.Frontal_Aslant_Tract_R.stat.txt	8
total surface area(mm^2)	29053.1,sub-10290_dwi.Frontal_Aslant_Tract_R.stat.txt	9
total radius of end regions(mm)	16.0536,sub-10290_dwi.Frontal_Aslant_Tract_R.stat.txt	10
total area of end regions(mm^2)	3216.92,sub-10290_dwi.Frontal_Aslant_Tract_R.stat.txt	11
irregularity	7.27035,sub-10290_dwi.Frontal_Aslant_Tract_R.stat.txt	12
area of end region 1(mm^2)	1374.9,sub-10290_dwi.Frontal_Aslant_Tract_R.stat.txt	13
radius of end region 1(mm)	9.07843,sub-10290_dwi.Frontal_Aslant_Tract_R.stat.txt	14
irregularity of end region 1	0.188321,sub-10290_dwi.Frontal_Aslant_Tract_R.stat.txt	15
area of end region 2(mm^2)	1842.02,sub-10290_dwi.Frontal_Aslant_Tract_R.stat.txt	16
radius of end region 2(mm)	6.97521,sub-10290_dwi.Frontal_Aslant_Tract_R.stat.txt	17
irregularity of end region 2	0.0829795,sub-10290_dwi.Frontal_Aslant_Tract_R.stat.txt	18
qa	0.244959,sub-10290_dwi.Frontal_Aslant_Tract_R.stat.txt	19
dti_fa	0.433786,sub-10290_dwi.Frontal_Aslant_Tract_R.stat.txt	20
md	0.798588,sub-10290_dwi.Frontal_Aslant_Tract_R.stat.txt	21
ad	1.14834,sub-10290_dwi.Frontal_Aslant_Tract_R.stat.txt	22
rd	0.623711,sub-10290_dwi.Frontal_Aslant_Tract_R.stat.txt	23
iso	0.621968,sub-10290_dwi.Frontal_Aslant_Tract_R.stat.txt	24
rdi	0.422323,sub-10290_dwi.Frontal_Aslant_Tract_R.stat.txt	25
nrdi02L	0.541488,sub-10290_dwi.Frontal_Aslant_Tract_R.stat.txt	26
nrdi04L	0.212605,sub-10290_dwi.Frontal_Aslant_Tract_R.stat.txt	27
nrdi06L	0.0327324,sub-10290_dwi.Frontal_Aslant_Tract_R.stat.txt	28
,sub-10290_dwi.Frontal_Aslant_Tract_R.stat.txt	29
number of tracts	242,sub-10292_dwi.Frontal_Aslant_Tract_R.stat.txt	0
mean length(mm)	60.7454,sub-10292_dwi.Frontal_Aslant_Tract_R.stat.txt	1
span(mm)	25.886,sub-10292_dwi.Frontal_Aslant_Tract_R.stat.txt	2
curl	2.34665,sub-10292_dwi.Frontal_Aslant_Tract_R.stat.txt	3
elongation	12.3483,sub-10292_dwi.Frontal_Aslant_Tract_R.stat.txt	4
diameter(mm)	4.91935,sub-10292_dwi.Frontal_Aslant_Tract_R.stat.txt	5
volume(mm^3)	1154.57,sub-10292_dwi.Frontal_Aslant_Tract_R.stat.txt	6
trunk volume(mm^3)	1154.57,sub-10292_dwi.Frontal_Aslant_Tract_R.stat.txt	7
branch volume(mm^3)	0,sub-10292_dwi.Frontal_Aslant_Tract_R.stat.txt	8
total surface area(mm^2)	3140.54,sub-10292_dwi.Frontal_Aslant_Tract_R.stat.txt	9
total radius of end regions(mm)	2.97555,sub-10292_dwi.Frontal_Aslant_Tract_R.stat.txt	10
total area of end regions(mm^2)	82.2591,sub-10292_dwi.Frontal_Aslant_Tract_R.stat.txt	11
irregularity	3.34528,sub-10292_dwi.Frontal_Aslant_Tract_R.stat.txt	12
area of end region 1(mm^2)	49.943,sub-10292_dwi.Frontal_Aslant_Tract_R.stat.txt	13
radius of end region 1(mm)	1.55237,sub-10292_dwi.Frontal_Aslant_Tract_R.stat.txt	14
irregularity of end region 1	0.151589,sub-10292_dwi.Frontal_Aslant_Tract_R.stat.txt	15
area of end region 2(mm^2)	32.3161,sub-10292_dwi.Frontal_Aslant_Tract_R.stat.txt	16
radius of end region 2(mm)	1.42318,sub-10292_dwi.Frontal_Aslant_Tract_R.stat.txt	17
irregularity of end region 2	0.196902,sub-10292_dwi.Frontal_Aslant_Tract_R.stat.txt	18
qa	0.0760734,sub-10292_dwi.Frontal_Aslant_Tract_R.stat.txt	19
dti_fa	0.415569,sub-10292_dwi.Frontal_Aslant_Tract_R.stat.txt	20
md	0.855694,sub-10292_dwi.Frontal_Aslant_Tract_R.stat.txt	21
ad	1.24089,sub-10292_dwi.Frontal_Aslant_Tract_R.stat.txt	22
rd	0.663096,sub-10292_dwi.Frontal_Aslant_Tract_R.stat.txt	23
iso	0.188343,sub-10292_dwi.Frontal_Aslant_Tract_R.stat.txt	24
rdi	0.127911,sub-10292_dwi.Frontal_Aslant_Tract_R.stat.txt	25
nrdi02L	0.164161,sub-10292_dwi.Frontal_Aslant_Tract_R.stat.txt	26
nrdi04L	0.0645302,sub-10292_dwi.Frontal_Aslant_Tract_R.stat.txt	27
nrdi06L	0.00999847,sub-10292_dwi.Frontal_Aslant_Tract_R.stat.txt	28
,sub-10292_dwi.Frontal_Aslant_Tract_R.stat.txt	29
number of tracts	7826,sub-10304_dwi.Frontal_Aslant_Tract_R.stat.txt	0
mean length(mm)	79.493,sub-10304_dwi.Frontal_Aslant_Tract_R.stat.txt	1
span(mm)	30.9679,sub-10304_dwi.Frontal_Aslant_Tract_R.stat.txt	2
curl	2.56695,sub-10304_dwi.Frontal_Aslant_Tract_R.stat.txt	3
elongation	4.88178,sub-10304_dwi.Frontal_Aslant_Tract_R.stat.txt	4
diameter(mm)	16.2836,sub-10304_dwi.Frontal_Aslant_Tract_R.stat.txt	5
volume(mm^3)	16554.6,sub-10304_dwi.Frontal_Aslant_Tract_R.stat.txt	6
trunk volume(mm^3)	15889.7,sub-10304_dwi.Frontal_Aslant_Tract_R.stat.txt	7
branch volume(mm^3)	664.929,sub-10304_dwi.Frontal_Aslant_Tract_R.stat.txt	8
total surface area(mm^2)	28669.3,sub-10304_dwi.Frontal_Aslant_Tract_R.stat.txt	9
total radius of end regions(mm)	16.9907,sub-10304_dwi.Frontal_Aslant_Tract_R.stat.txt	10
total area of end regions(mm^2)	3153.27,sub-10304_dwi.Frontal_Aslant_Tract_R.stat.txt	11
irregularity	7.04997,sub-10304_dwi.Frontal_Aslant_Tract_R.stat.txt	12
area of end region 1(mm^2)	1655.95,sub-10304_dwi.Frontal_Aslant_Tract_R.stat.txt	13
radius of end region 1(mm)	9.00109,sub-10304_dwi.Frontal_Aslant_Tract_R.stat.txt	14
irregularity of end region 1	0.153706,sub-10304_dwi.Frontal_Aslant_Tract_R.stat.txt	15
area of end region 2(mm^2)	1497.31,sub-10304_dwi.Frontal_Aslant_Tract_R.stat.txt	16
radius of end region 2(mm)	7.98966,sub-10304_dwi.Frontal_Aslant_Tract_R.stat.txt	17
irregularity of end region 2	0.133935,sub-10304_dwi.Frontal_Aslant_Tract_R.stat.txt	18
qa	0.174677,sub-10304_dwi.Frontal_Aslant_Tract_R.stat.txt	19
dti_fa	0.420454,sub-10304_dwi.Frontal_Aslant_Tract_R.stat.txt	20
md	0.795276,sub-10304_dwi.Frontal_Aslant_Tract_R.stat.txt	21
ad	1.14341,sub-10304_dwi.Frontal_Aslant_Tract_R.stat.txt	22
rd	0.621211,sub-10304_dwi.Frontal_Aslant_Tract_R.stat.txt	23
iso	0.454913,sub-10304_dwi.Frontal_Aslant_Tract_R.stat.txt	24
rdi	0.307906,sub-10304_dwi.Frontal_Aslant_Tract_R.stat.txt	25
nrdi02L	0.394598,sub-10304_dwi.Frontal_Aslant_Tract_R.stat.txt	26
nrdi04L	0.154841,sub-10304_dwi.Frontal_Aslant_Tract_R.stat.txt	27
nrdi06L	0.023763,sub-10304_dwi.Frontal_Aslant_Tract_R.stat.txt	28
,sub-10304_dwi.Frontal_Aslant_Tract_R.stat.txt	29
number of tracts	9999,sub-10316_dwi.Frontal_Aslant_Tract_R.stat.txt	0
mean length(mm)	71.639,sub-10316_dwi.Frontal_Aslant_Tract_R.stat.txt	1
span(mm)	24.7403,sub-10316_dwi.Frontal_Aslant_Tract_R.stat.txt	2
curl	2.89565,sub-10316_dwi.Frontal_Aslant_Tract_R.stat.txt	3
elongation	3.38978,sub-10316_dwi.Frontal_Aslant_Tract_R.stat.txt	4
diameter(mm)	21.1338,sub-10316_dwi.Frontal_Aslant_Tract_R.stat.txt	5
volume(mm^3)	25130.2,sub-10316_dwi.Frontal_Aslant_Tract_R.stat.txt	6
trunk volume(mm^3)	23908,sub-10316_dwi.Frontal_Aslant_Tract_R.stat.txt	7
branch volume(mm^3)	1222.13,sub-10316_dwi.Frontal_Aslant_Tract_R.stat.txt	8
total surface area(mm^2)	43319.2,sub-10316_dwi.Frontal_Aslant_Tract_R.stat.txt	9
total radius of end regions(mm)	25.6548,sub-10316_dwi.Frontal_Aslant_Tract_R.stat.txt	10
total area of end regions(mm^2)	5590.68,sub-10316_dwi.Frontal_Aslant_Tract_R.stat.txt	11
irregularity	9.10758,sub-10316_dwi.Frontal_Aslant_Tract_R.stat.txt	12
area of end region 1(mm^2)	3866.18,sub-10316_dwi.Frontal_Aslant_Tract_R.stat.txt	13
radius of end region 1(mm)	15.9211,sub-10316_dwi.Frontal_Aslant_Tract_R.stat.txt	14
irregularity of end region 1	0.205974,sub-10316_dwi.Frontal_Aslant_Tract_R.stat.txt	15
area of end region 2(mm^2)	1724.5,sub-10316_dwi.Frontal_Aslant_Tract_R.stat.txt	16
radius of end region 2(mm)	9.73372,sub-10316_dwi.Frontal_Aslant_Tract_R.stat.txt	17
irregularity of end region 2	0.172601,sub-10316_dwi.Frontal_Aslant_Tract_R.stat.txt	18
qa	0.141949,sub-10316_dwi.Frontal_Aslant_Tract_R.stat.txt	19
dti_fa	0.427512,sub-10316_dwi.Frontal_Aslant_Tract_R.stat.txt	20
md	0.753712,sub-10316_dwi.Frontal_Aslant_Tract_R.stat.txt	21
ad	1.09061,sub-10316_dwi.Frontal_Aslant_Tract_R.stat.txt	22
rd	0.585261,sub-10316_dwi.Frontal_Aslant_Tract_R.stat.txt	23
iso	0.379202,sub-10316_dwi.Frontal_Aslant_Tract_R.stat.txt	24
rdi	0.256058,sub-10316_dwi.Frontal_Aslant_Tract_R.stat.txt	25
nrdi02L	0.328029,sub-10316_dwi.Frontal_Aslant_Tract_R.stat.txt	26
nrdi04L	0.12866,sub-10316_dwi.Frontal_Aslant_Tract_R.stat.txt	27
nrdi06L	0.0196953,sub-10316_dwi.Frontal_Aslant_Tract_R.stat.txt	28
,sub-10316_dwi.Frontal_Aslant_Tract_R.stat.txt	29
number of tracts	9103,sub-10321_dwi.Frontal_Aslant_Tract_R.stat.txt	0
mean length(mm)	75.0832,sub-10321_dwi.Frontal_Aslant_Tract_R.stat.txt	1
span(mm)	27.328,sub-10321_dwi.Frontal_Aslant_Tract_R.stat.txt	2
curl	2.74748,sub-10321_dwi.Frontal_Aslant_Tract_R.stat.txt	3
elongation	4.36407,sub-10321_dwi.Frontal_Aslant_Tract_R.stat.txt	4
diameter(mm)	17.2048,sub-10321_dwi.Frontal_Aslant_Tract_R.stat.txt	5
volume(mm^3)	17455.6,sub-10321_dwi.Frontal_Aslant_Tract_R.stat.txt	6
trunk volume(mm^3)	10712.3,sub-10321_dwi.Frontal_Aslant_Tract_R.stat.txt	7
branch volume(mm^3)	6743.29,sub-10321_dwi.Frontal_Aslant_Tract_R.stat.txt	8
total surface area(mm^2)	33674.3,sub-10321_dwi.Frontal_Aslant_Tract_R.stat.txt	9
total radius of end regions(mm)	25.6906,sub-10321_dwi.Frontal_Aslant_Tract_R.stat.txt	10
total area of end regions(mm^2)	3520.49,sub-10321_dwi.Frontal_Aslant_Tract_R.stat.txt	11
irregularity	8.29766,sub-10321_dwi.Frontal_Aslant_Tract_R.stat.txt	12
area of end region 1(mm^2)	1796.97,sub-10321_dwi.Frontal_Aslant_Tract_R.stat.txt	13
radius of end region 1(mm)	15.2964,sub-10321_dwi.Frontal_Aslant_Tract_R.stat.txt	14
irregularity of end region 1	0.409062,sub-10321_dwi.Frontal_Aslant_Tract_R.stat.txt	15
area of end region 2(mm^2)	1723.52,sub-10321_dwi.Frontal_Aslant_Tract_R.stat.txt	16
radius of end region 2(mm)	10.3941,sub-10321_dwi.Frontal_Aslant_Tract_R.stat.txt	17
irregularity of end region 2	0.196928,sub-10321_dwi.Frontal_Aslant_Tract_R.stat.txt	18
qa	0.120871,sub-10321_dwi.Frontal_Aslant_Tract_R.stat.txt	19
dti_fa	0.434222,sub-10321_dwi.Frontal_Aslant_Tract_R.stat.txt	20
md	0.768323,sub-10321_dwi.Frontal_Aslant_Tract_R.stat.txt	21
ad	1.12662,sub-10321_dwi.Frontal_Aslant_Tract_R.stat.txt	22
rd	0.589175,sub-10321_dwi.Frontal_Aslant_Tract_R.stat.txt	23
iso	0.306564,sub-10321_dwi.Frontal_Aslant_Tract_R.stat.txt	24
rdi	0.208439,sub-10321_dwi.Frontal_Aslant_Tract_R.stat.txt	25
nrdi02L	0.267054,sub-10321_dwi.Frontal_Aslant_Tract_R.stat.txt	26
nrdi04L	0.104758,sub-10321_dwi.Frontal_Aslant_Tract_R.stat.txt	27
nrdi06L	0.0160476,sub-10321_dwi.Frontal_Aslant_Tract_R.stat.txt	28
,sub-10321_dwi.Frontal_Aslant_Tract_R.stat.txt	29
number of tracts	7654,sub-10325_dwi.Frontal_Aslant_Tract_R.stat.txt	0
mean length(mm)	74.8282,sub-10325_dwi.Frontal_Aslant_Tract_R.stat.txt	1
span(mm)	30.0589,sub-10325_dwi.Frontal_Aslant_Tract_R.stat.txt	2
curl	2.48938,sub-10325_dwi.Frontal_Aslant_Tract_R.stat.txt	3
elongation	4.38124,sub-10325_dwi.Frontal_Aslant_Tract_R.stat.txt	4
diameter(mm)	17.0792,sub-10325_dwi.Frontal_Aslant_Tract_R.stat.txt	5
volume(mm^3)	17143.2,sub-10325_dwi.Frontal_Aslant_Tract_R.stat.txt	6
trunk volume(mm^3)	14644.1,sub-10325_dwi.Frontal_Aslant_Tract_R.stat.txt	7
branch volume(mm^3)	2499.11,sub-10325_dwi.Frontal_Aslant_Tract_R.stat.txt	8
total surface area(mm^2)	28333.4,sub-10325_dwi.Frontal_Aslant_Tract_R.stat.txt	9
total radius of end regions(mm)	16.9109,sub-10325_dwi.Frontal_Aslant_Tract_R.stat.txt	10
total area of end regions(mm^2)	3327.58,sub-10325_dwi.Frontal_Aslant_Tract_R.stat.txt	11
irregularity	7.05692,sub-10325_dwi.Frontal_Aslant_Tract_R.stat.txt	12
area of end region 1(mm^2)	1734.3,sub-10325_dwi.Frontal_Aslant_Tract_R.stat.txt	13
radius of end region 1(mm)	9.29146,sub-10325_dwi.Frontal_Aslant_Tract_R.stat.txt	14
irregularity of end region 1	0.156385,sub-10325_dwi.Frontal_Aslant_Tract_R.stat.txt	15
area of end region 2(mm^2)	1593.28,sub-10325_dwi.Frontal_Aslant_Tract_R.stat.txt	16
radius of end region 2(mm)	7.61949,sub-10325_dwi.Frontal_Aslant_Tract_R.stat.txt	17
irregularity of end region 2	0.114475,sub-10325_dwi.Frontal_Aslant_Tract_R.stat.txt	18
qa	0.185823,sub-10325_dwi.Frontal_Aslant_Tract_R.stat.txt	19
dti_fa	0.458172,sub-10325_dwi.Frontal_Aslant_Tract_R.stat.txt	20
md	0.746531,sub-10325_dwi.Frontal_Aslant_Tract_R.stat.txt	21
ad	1.13127,sub-10325_dwi.Frontal_Aslant_Tract_R.stat.txt	22
rd	0.554163,sub-10325_dwi.Frontal_Aslant_Tract_R.stat.txt	23
iso	0.44342,sub-10325_dwi.Frontal_Aslant_Tract_R.stat.txt	24
rdi	0.302574,sub-10325_dwi.Frontal_Aslant_Tract_R.stat.txt	25
nrdi02L	0.387477,sub-10325_dwi.Frontal_Aslant_Tract_R.stat.txt	26
nrdi04L	0.151908,sub-10325_dwi.Frontal_Aslant_Tract_R.stat.txt	27
nrdi06L	0.0231965,sub-10325_dwi.Frontal_Aslant_Tract_R.stat.txt	28
,sub-10325_dwi.Frontal_Aslant_Tract_R.stat.txt	29
number of tracts	8437,sub-10329_dwi.Frontal_Aslant_Tract_R.stat.txt	0
mean length(mm)	80.8687,sub-10329_dwi.Frontal_Aslant_Tract_R.stat.txt	1
span(mm)	31.6289,sub-10329_dwi.Frontal_Aslant_Tract_R.stat.txt	2
curl	2.5568,sub-10329_dwi.Frontal_Aslant_Tract_R.stat.txt	3
elongation	4.36281,sub-10329_dwi.Frontal_Aslant_Tract_R.stat.txt	4
diameter(mm)	18.5359,sub-10329_dwi.Frontal_Aslant_Tract_R.stat.txt	5
volume(mm^3)	21822.2,sub-10329_dwi.Frontal_Aslant_Tract_R.stat.txt	6
trunk volume(mm^3)	17734.7,sub-10329_dwi.Frontal_Aslant_Tract_R.stat.txt	7
branch volume(mm^3)	4087.49,sub-10329_dwi.Frontal_Aslant_Tract_R.stat.txt	8
total surface area(mm^2)	37142.9,sub-10329_dwi.Frontal_Aslant_Tract_R.stat.txt	9
total radius of end regions(mm)	19.8892,sub-10329_dwi.Frontal_Aslant_Tract_R.stat.txt	10
total area of end regions(mm^2)	3723.2,sub-10329_dwi.Frontal_Aslant_Tract_R.stat.txt	11
irregularity	7.88737,sub-10329_dwi.Frontal_Aslant_Tract_R.stat.txt	12
area of end region 1(mm^2)	2390.41,sub-10329_dwi.Frontal_Aslant_Tract_R.stat.txt	13
radius of end region 1(mm)	11.6709,sub-10329_dwi.Frontal_Aslant_Tract_R.stat.txt	14
irregularity of end region 1	0.179014,sub-10329_dwi.Frontal_Aslant_Tract_R.stat.txt	15
area of end region 2(mm^2)	1332.79,sub-10329_dwi.Frontal_Aslant_Tract_R.stat.txt	16
radius of end region 2(mm)	8.21833,sub-10329_dwi.Frontal_Aslant_Tract_R.stat.txt	17
irregularity of end region 2	0.159204,sub-10329_dwi.Frontal_Aslant_Tract_R.stat.txt	18
qa	0.183673,sub-10329_dwi.Frontal_Aslant_Tract_R.stat.txt	19
dti_fa	0.406462,sub-10329_dwi.Frontal_Aslant_Tract_R.stat.txt	20
md	0.85673,sub-10329_dwi.Frontal_Aslant_Tract_R.stat.txt	21
ad	1.21676,sub-10329_dwi.Frontal_Aslant_Tract_R.stat.txt	22
rd	0.676714,sub-10329_dwi.Frontal_Aslant_Tract_R.stat.txt	23
iso	0.477616,sub-10329_dwi.Frontal_Aslant_Tract_R.stat.txt	24
rdi	0.322328,sub-10329_dwi.Frontal_Aslant_Tract_R.stat.txt	25
nrdi02L	0.413782,sub-10329_dwi.Frontal_Aslant_Tract_R.stat.txt	26
nrdi04L	0.162704,sub-10329_dwi.Frontal_Aslant_Tract_R.stat.txt	27
nrdi06L	0.0252522,sub-10329_dwi.Frontal_Aslant_Tract_R.stat.txt	28
,sub-10329_dwi.Frontal_Aslant_Tract_R.stat.txt	29
number of tracts	6734,sub-10339_dwi.Frontal_Aslant_Tract_R.stat.txt	0
mean length(mm)	74.5492,sub-10339_dwi.Frontal_Aslant_Tract_R.stat.txt	1
span(mm)	28.0798,sub-10339_dwi.Frontal_Aslant_Tract_R.stat.txt	2
curl	2.6549,sub-10339_dwi.Frontal_Aslant_Tract_R.stat.txt	3
