0,N
elongation	4.84373,sub-10339_dwi.Frontal_Aslant_Tract_R.stat.txt	4
diameter(mm)	15.3909,sub-10339_dwi.Frontal_Aslant_Tract_R.stat.txt	5
volume(mm^3)	13869.5,sub-10339_dwi.Frontal_Aslant_Tract_R.stat.txt	6
trunk volume(mm^3)	12062.7,sub-10339_dwi.Frontal_Aslant_Tract_R.stat.txt	7
branch volume(mm^3)	1806.76,sub-10339_dwi.Frontal_Aslant_Tract_R.stat.txt	8
total surface area(mm^2)	26002.7,sub-10339_dwi.Frontal_Aslant_Tract_R.stat.txt	9
total radius of end regions(mm)	17.4396,sub-10339_dwi.Frontal_Aslant_Tract_R.stat.txt	10
total area of end regions(mm^2)	2488.34,sub-10339_dwi.Frontal_Aslant_Tract_R.stat.txt	11
irregularity	7.21376,sub-10339_dwi.Frontal_Aslant_Tract_R.stat.txt	12
area of end region 1(mm^2)	1338.67,sub-10339_dwi.Frontal_Aslant_Tract_R.stat.txt	13
radius of end region 1(mm)	10.2331,sub-10339_dwi.Frontal_Aslant_Tract_R.stat.txt	14
irregularity of end region 1	0.245748,sub-10339_dwi.Frontal_Aslant_Tract_R.stat.txt	15
area of end region 2(mm^2)	1149.67,sub-10339_dwi.Frontal_Aslant_Tract_R.stat.txt	16
radius of end region 2(mm)	7.20653,sub-10339_dwi.Frontal_Aslant_Tract_R.stat.txt	17
irregularity of end region 2	0.141915,sub-10339_dwi.Frontal_Aslant_Tract_R.stat.txt	18
qa	0.122351,sub-10339_dwi.Frontal_Aslant_Tract_R.stat.txt	19
dti_fa	0.429814,sub-10339_dwi.Frontal_Aslant_Tract_R.stat.txt	20
md	0.790613,sub-10339_dwi.Frontal_Aslant_Tract_R.stat.txt	21
ad	1.14328,sub-10339_dwi.Frontal_Aslant_Tract_R.stat.txt	22
rd	0.614279,sub-10339_dwi.Frontal_Aslant_Tract_R.stat.txt	23
iso	0.318371,sub-10339_dwi.Frontal_Aslant_Tract_R.stat.txt	24
rdi	0.215119,sub-10339_dwi.Frontal_Aslant_Tract_R.stat.txt	25
nrdi02L	0.275811,sub-10339_dwi.Frontal_Aslant_Tract_R.stat.txt	26
nrdi04L	0.108288,sub-10339_dwi.Frontal_Aslant_Tract_R.stat.txt	27
nrdi06L	0.0166688,sub-10339_dwi.Frontal_Aslant_Tract_R.stat.txt	28
,sub-10339_dwi.Frontal_Aslant_Tract_R.stat.txt	29
number of tracts	10025,sub-10340_dwi.Frontal_Aslant_Tract_R.stat.txt	0
mean length(mm)	83.1919,sub-10340_dwi.Frontal_Aslant_Tract_R.stat.txt	1
span(mm)	35.6773,sub-10340_dwi.Frontal_Aslant_Tract_R.stat.txt	2
curl	2.33179,sub-10340_dwi.Frontal_Aslant_Tract_R.stat.txt	3
elongation	4.79119,sub-10340_dwi.Frontal_Aslant_Tract_R.stat.txt	4
diameter(mm)	17.3635,sub-10340_dwi.Frontal_Aslant_Tract_R.stat.txt	5
volume(mm^3)	19699.1,sub-10340_dwi.Frontal_Aslant_Tract_R.stat.txt	6
trunk volume(mm^3)	19539.5,sub-10340_dwi.Frontal_Aslant_Tract_R.stat.txt	7
branch volume(mm^3)	159.621,sub-10340_dwi.Frontal_Aslant_Tract_R.stat.txt	8
total surface area(mm^2)	32706.8,sub-10340_dwi.Frontal_Aslant_Tract_R.stat.txt	9
total radius of end regions(mm)	17.8228,sub-10340_dwi.Frontal_Aslant_Tract_R.stat.txt	10
total area of end regions(mm^2)	3481.32,sub-10340_dwi.Frontal_Aslant_Tract_R.stat.txt	11
irregularity	7.20725,sub-10340_dwi.Frontal_Aslant_Tract_R.stat.txt	12
area of end region 1(mm^2)	1738.21,sub-10340_dwi.Frontal_Aslant_Tract_R.stat.txt	13
radius of end region 1(mm)	9.84892,sub-10340_dwi.Frontal_Aslant_Tract_R.stat.txt	14
irregularity of end region 1	0.175317,sub-10340_dwi.Frontal_Aslant_Tract_R.stat.txt	15
area of end region 2(mm^2)	1743.11,sub-10340_dwi.Frontal_Aslant_Tract_R.stat.txt	16
radius of end region 2(mm)	7.97392,sub-10340_dwi.Frontal_Aslant_Tract_R.stat.txt	17
irregularity of end region 2	0.114596,sub-10340_dwi.Frontal_Aslant_Tract_R.stat.txt	18
qa	0.122659,sub-10340_dwi.Frontal_Aslant_Tract_R.stat.txt	19
dti_fa	0.404709,sub-10340_dwi.Frontal_Aslant_Tract_R.stat.txt	20
md	0.834437,sub-10340_dwi.Frontal_Aslant_Tract_R.stat.txt	21
ad	1.18765,sub-10340_dwi.Frontal_Aslant_Tract_R.stat.txt	22
rd	0.657832,sub-10340_dwi.Frontal_Aslant_Tract_R.stat.txt	23
iso	0.320339,sub-10340_dwi.Frontal_Aslant_Tract_R.stat.txt	24
rdi	0.216576,sub-10340_dwi.Frontal_Aslant_Tract_R.stat.txt	25
nrdi02L	0.27783,sub-10340_dwi.Frontal_Aslant_Tract_R.stat.txt	26
nrdi04L	0.109153,sub-10340_dwi.Frontal_Aslant_Tract_R.stat.txt	27
nrdi06L	0.0168624,sub-10340_dwi.Frontal_Aslant_Tract_R.stat.txt	28
,sub-10340_dwi.Frontal_Aslant_Tract_R.stat.txt	29
number of tracts	7453,sub-10345_dwi.Frontal_Aslant_Tract_R.stat.txt	0
mean length(mm)	74.0547,sub-10345_dwi.Frontal_Aslant_Tract_R.stat.txt	1
span(mm)	28.4511,sub-10345_dwi.Frontal_Aslant_Tract_R.stat.txt	2
curl	2.60288,sub-10345_dwi.Frontal_Aslant_Tract_R.stat.txt	3
elongation	5.52018,sub-10345_dwi.Frontal_Aslant_Tract_R.stat.txt	4
diameter(mm)	13.4153,sub-10345_dwi.Frontal_Aslant_Tract_R.stat.txt	5
volume(mm^3)	10467.5,sub-10345_dwi.Frontal_Aslant_Tract_R.stat.txt	6
trunk volume(mm^3)	10442,sub-10345_dwi.Frontal_Aslant_Tract_R.stat.txt	7
branch volume(mm^3)	25.4609,sub-10345_dwi.Frontal_Aslant_Tract_R.stat.txt	8
total surface area(mm^2)	17342,sub-10345_dwi.Frontal_Aslant_Tract_R.stat.txt	9
total radius of end regions(mm)	12.6371,sub-10345_dwi.Frontal_Aslant_Tract_R.stat.txt	10
total area of end regions(mm^2)	2420.77,sub-10345_dwi.Frontal_Aslant_Tract_R.stat.txt	11
irregularity	5.55644,sub-10345_dwi.Frontal_Aslant_Tract_R.stat.txt	12
area of end region 1(mm^2)	1415.05,sub-10345_dwi.Frontal_Aslant_Tract_R.stat.txt	13
radius of end region 1(mm)	7.19049,sub-10345_dwi.Frontal_Aslant_Tract_R.stat.txt	14
irregularity of end region 1	0.114787,sub-10345_dwi.Frontal_Aslant_Tract_R.stat.txt	15
area of end region 2(mm^2)	1005.72,sub-10345_dwi.Frontal_Aslant_Tract_R.stat.txt	16
radius of end region 2(mm)	5.44661,sub-10345_dwi.Frontal_Aslant_Tract_R.stat.txt	17
irregularity of end region 2	0.0926674,sub-10345_dwi.Frontal_Aslant_Tract_R.stat.txt	18
qa	0.228432,sub-10345_dwi.Frontal_Aslant_Tract_R.stat.txt	19
dti_fa	0.450171,sub-10345_dwi.Frontal_Aslant_Tract_R.stat.txt	20
md	0.744047,sub-10345_dwi.Frontal_Aslant_Tract_R.stat.txt	21
ad	1.11193,sub-10345_dwi.Frontal_Aslant_Tract_R.stat.txt	22
rd	0.560105,sub-10345_dwi.Frontal_Aslant_Tract_R.stat.txt	23
iso	0.578878,sub-10345_dwi.Frontal_Aslant_Tract_R.stat.txt	24
rdi	0.392113,sub-10345_dwi.Frontal_Aslant_Tract_R.stat.txt	25
nrdi02L	0.502183,sub-10345_dwi.Frontal_Aslant_Tract_R.stat.txt	26
nrdi04L	0.196899,sub-10345_dwi.Frontal_Aslant_Tract_R.stat.txt	27
nrdi06L	0.0300839,sub-10345_dwi.Frontal_Aslant_Tract_R.stat.txt	28
,sub-10345_dwi.Frontal_Aslant_Tract_R.stat.txt	29
number of tracts	6977,sub-10347_dwi.Frontal_Aslant_Tract_R.stat.txt	0
mean length(mm)	76.5561,sub-10347_dwi.Frontal_Aslant_Tract_R.stat.txt	1
span(mm)	21.2528,sub-10347_dwi.Frontal_Aslant_Tract_R.stat.txt	2
curl	3.60216,sub-10347_dwi.Frontal_Aslant_Tract_R.stat.txt	3
elongation	5.30595,sub-10347_dwi.Frontal_Aslant_Tract_R.stat.txt	4
diameter(mm)	14.4284,sub-10347_dwi.Frontal_Aslant_Tract_R.stat.txt	5
volume(mm^3)	12517.1,sub-10347_dwi.Frontal_Aslant_Tract_R.stat.txt	6
trunk volume(mm^3)	10633,sub-10347_dwi.Frontal_Aslant_Tract_R.stat.txt	7
branch volume(mm^3)	1884.12,sub-10347_dwi.Frontal_Aslant_Tract_R.stat.txt	8
total surface area(mm^2)	22560.5,sub-10347_dwi.Frontal_Aslant_Tract_R.stat.txt	9
total radius of end regions(mm)	16.9498,sub-10347_dwi.Frontal_Aslant_Tract_R.stat.txt	10
total area of end regions(mm^2)	2165.18,sub-10347_dwi.Frontal_Aslant_Tract_R.stat.txt	11
irregularity	6.50134,sub-10347_dwi.Frontal_Aslant_Tract_R.stat.txt	12
area of end region 1(mm^2)	720.747,sub-10347_dwi.Frontal_Aslant_Tract_R.stat.txt	13
radius of end region 1(mm)	10.1115,sub-10347_dwi.Frontal_Aslant_Tract_R.stat.txt	14
irregularity of end region 1	0.445658,sub-10347_dwi.Frontal_Aslant_Tract_R.stat.txt	15
area of end region 2(mm^2)	1444.43,sub-10347_dwi.Frontal_Aslant_Tract_R.stat.txt	16
radius of end region 2(mm)	6.83829,sub-10347_dwi.Frontal_Aslant_Tract_R.stat.txt	17
irregularity of end region 2	0.101706,sub-10347_dwi.Frontal_Aslant_Tract_R.stat.txt	18
qa	0.136596,sub-10347_dwi.Frontal_Aslant_Tract_R.stat.txt	19
dti_fa	0.39452,sub-10347_dwi.Frontal_Aslant_Tract_R.stat.txt	20
md	0.82788,sub-10347_dwi.Frontal_Aslant_Tract_R.stat.txt	21
ad	1.18148,sub-10347_dwi.Frontal_Aslant_Tract_R.stat.txt	22
rd	0.651081,sub-10347_dwi.Frontal_Aslant_Tract_R.stat.txt	23
iso	0.35955,sub-10347_dwi.Frontal_Aslant_Tract_R.stat.txt	24
rdi	0.241911,sub-10347_dwi.Frontal_Aslant_Tract_R.stat.txt	25
nrdi02L	0.310274,sub-10347_dwi.Frontal_Aslant_Tract_R.stat.txt	26
nrdi04L	0.121873,sub-10347_dwi.Frontal_Aslant_Tract_R.stat.txt	27
nrdi06L	0.0188047,sub-10347_dwi.Frontal_Aslant_Tract_R.stat.txt	28
,sub-10347_dwi.Frontal_Aslant_Tract_R.stat.txt	29
number of tracts	10075,sub-10356_dwi.Frontal_Aslant_Tract_R.stat.txt	0
mean length(mm)	79.1683,sub-10356_dwi.Frontal_Aslant_Tract_R.stat.txt	1
span(mm)	28.0372,sub-10356_dwi.Frontal_Aslant_Tract_R.stat.txt	2
curl	2.82368,sub-10356_dwi.Frontal_Aslant_Tract_R.stat.txt	3
elongation	4.4644,sub-10356_dwi.Frontal_Aslant_Tract_R.stat.txt	4
diameter(mm)	17.7332,sub-10356_dwi.Frontal_Aslant_Tract_R.stat.txt	5
volume(mm^3)	19553.2,sub-10356_dwi.Frontal_Aslant_Tract_R.stat.txt	6
trunk volume(mm^3)	19333.8,sub-10356_dwi.Frontal_Aslant_Tract_R.stat.txt	7
branch volume(mm^3)	219.357,sub-10356_dwi.Frontal_Aslant_Tract_R.stat.txt	8
total surface area(mm^2)	34001.4,sub-10356_dwi.Frontal_Aslant_Tract_R.stat.txt	9
total radius of end regions(mm)	17.6666,sub-10356_dwi.Frontal_Aslant_Tract_R.stat.txt	10
total area of end regions(mm^2)	3752.58,sub-10356_dwi.Frontal_Aslant_Tract_R.stat.txt	11
irregularity	7.70917,sub-10356_dwi.Frontal_Aslant_Tract_R.stat.txt	12
area of end region 1(mm^2)	2267.02,sub-10356_dwi.Frontal_Aslant_Tract_R.stat.txt	13
radius of end region 1(mm)	9.35942,sub-10356_dwi.Frontal_Aslant_Tract_R.stat.txt	14
irregularity of end region 1	0.121393,sub-10356_dwi.Frontal_Aslant_Tract_R.stat.txt	15
area of end region 2(mm^2)	1485.56,sub-10356_dwi.Frontal_Aslant_Tract_R.stat.txt	16
radius of end region 2(mm)	8.30719,sub-10356_dwi.Frontal_Aslant_Tract_R.stat.txt	17
irregularity of end region 2	0.145938,sub-10356_dwi.Frontal_Aslant_Tract_R.stat.txt	18
qa	0.176685,sub-10356_dwi.Frontal_Aslant_Tract_R.stat.txt	19
dti_fa	0.376318,sub-10356_dwi.Frontal_Aslant_Tract_R.stat.txt	20
md	0.862616,sub-10356_dwi.Frontal_Aslant_Tract_R.stat.txt	21
ad	1.19214,sub-10356_dwi.Frontal_Aslant_Tract_R.stat.txt	22
rd	0.697854,sub-10356_dwi.Frontal_Aslant_Tract_R.stat.txt	23
iso	0.48928,sub-10356_dwi.Frontal_Aslant_Tract_R.stat.txt	24
rdi	0.327434,sub-10356_dwi.Frontal_Aslant_Tract_R.stat.txt	25
nrdi02L	0.42039,sub-10356_dwi.Frontal_Aslant_Tract_R.stat.txt	26
nrdi04L	0.165328,sub-10356_dwi.Frontal_Aslant_Tract_R.stat.txt	27
nrdi06L	0.0256813,sub-10356_dwi.Frontal_Aslant_Tract_R.stat.txt	28
,sub-10356_dwi.Frontal_Aslant_Tract_R.stat.txt	29
number of tracts	8772,sub-10361_dwi.Frontal_Aslant_Tract_R.stat.txt	0
mean length(mm)	81.9818,sub-10361_dwi.Frontal_Aslant_Tract_R.stat.txt	1
span(mm)	33.9751,sub-10361_dwi.Frontal_Aslant_Tract_R.stat.txt	2
curl	2.413,sub-10361_dwi.Frontal_Aslant_Tract_R.stat.txt	3
elongation	4.76942,sub-10361_dwi.Frontal_Aslant_Tract_R.stat.txt	4
diameter(mm)	17.189,sub-10361_dwi.Frontal_Aslant_Tract_R.stat.txt	5
volume(mm^3)	19024.4,sub-10361_dwi.Frontal_Aslant_Tract_R.stat.txt	6
trunk volume(mm^3)	18720.8,sub-10361_dwi.Frontal_Aslant_Tract_R.stat.txt	7
branch volume(mm^3)	303.574,sub-10361_dwi.Frontal_Aslant_Tract_R.stat.txt	8
total surface area(mm^2)	28448.9,sub-10361_dwi.Frontal_Aslant_Tract_R.stat.txt	9
total radius of end regions(mm)	16.9708,sub-10361_dwi.Frontal_Aslant_Tract_R.stat.txt	10
total area of end regions(mm^2)	3422.57,sub-10361_dwi.Frontal_Aslant_Tract_R.stat.txt	11
irregularity	6.42609,sub-10361_dwi.Frontal_Aslant_Tract_R.stat.txt	12
area of end region 1(mm^2)	1960.51,sub-10361_dwi.Frontal_Aslant_Tract_R.stat.txt	13
radius of end region 1(mm)	9.12504,sub-10361_dwi.Frontal_Aslant_Tract_R.stat.txt	14
irregularity of end region 1	0.133429,sub-10361_dwi.Frontal_Aslant_Tract_R.stat.txt	15
area of end region 2(mm^2)	1462.06,sub-10361_dwi.Frontal_Aslant_Tract_R.stat.txt	16
radius of end region 2(mm)	7.84581,sub-10361_dwi.Frontal_Aslant_Tract_R.stat.txt	17
irregularity of end region 2	0.13227,sub-10361_dwi.Frontal_Aslant_Tract_R.stat.txt	18
qa	0.167119,sub-10361_dwi.Frontal_Aslant_Tract_R.stat.txt	19
dti_fa	0.433195,sub-10361_dwi.Frontal_Aslant_Tract_R.stat.txt	20
md	0.830283,sub-10361_dwi.Frontal_Aslant_Tract_R.stat.txt	21
ad	1.20553,sub-10361_dwi.Frontal_Aslant_Tract_R.stat.txt	22
rd	0.642659,sub-10361_dwi.Frontal_Aslant_Tract_R.stat.txt	23
iso	0.423229,sub-10361_dwi.Frontal_Aslant_Tract_R.stat.txt	24
rdi	0.285321,sub-10361_dwi.Frontal_Aslant_Tract_R.stat.txt	25
nrdi02L	0.366189,sub-10361_dwi.Frontal_Aslant_Tract_R.stat.txt	26
nrdi04L	0.14395,sub-10361_dwi.Frontal_Aslant_Tract_R.stat.txt	27
nrdi06L	0.0223079,sub-10361_dwi.Frontal_Aslant_Tract_R.stat.txt	28
,sub-10361_dwi.Frontal_Aslant_Tract_R.stat.txt	29
number of tracts	7255,sub-10376_dwi.Frontal_Aslant_Tract_R.stat.txt	0
mean length(mm)	74.1411,sub-10376_dwi.Frontal_Aslant_Tract_R.stat.txt	1
span(mm)	27.6713,sub-10376_dwi.Frontal_Aslant_Tract_R.stat.txt	2
curl	2.67935,sub-10376_dwi.Frontal_Aslant_Tract_R.stat.txt	3
elongation	4.45378,sub-10376_dwi.Frontal_Aslant_Tract_R.stat.txt	4
diameter(mm)	16.6468,sub-10376_dwi.Frontal_Aslant_Tract_R.stat.txt	5
volume(mm^3)	16136.5,sub-10376_dwi.Frontal_Aslant_Tract_R.stat.txt	6
trunk volume(mm^3)	11673,sub-10376_dwi.Frontal_Aslant_Tract_R.stat.txt	7
branch volume(mm^3)	4463.54,sub-10376_dwi.Frontal_Aslant_Tract_R.stat.txt	8
total surface area(mm^2)	32320,sub-10376_dwi.Frontal_Aslant_Tract_R.stat.txt	9
total radius of end regions(mm)	23.7925,sub-10376_dwi.Frontal_Aslant_Tract_R.stat.txt	10
total area of end regions(mm^2)	2968.18,sub-10376_dwi.Frontal_Aslant_Tract_R.stat.txt	11
irregularity	8.33551,sub-10376_dwi.Frontal_Aslant_Tract_R.stat.txt	12
area of end region 1(mm^2)	1783.26,sub-10376_dwi.Frontal_Aslant_Tract_R.stat.txt	13
radius of end region 1(mm)	13.4804,sub-10376_dwi.Frontal_Aslant_Tract_R.stat.txt	14
irregularity of end region 1	0.320142,sub-10376_dwi.Frontal_Aslant_Tract_R.stat.txt	15
area of end region 2(mm^2)	1184.92,sub-10376_dwi.Frontal_Aslant_Tract_R.stat.txt	16
radius of end region 2(mm)	10.312,sub-10376_dwi.Frontal_Aslant_Tract_R.stat.txt	17
irregularity of end region 2	0.281935,sub-10376_dwi.Frontal_Aslant_Tract_R.stat.txt	18
qa	0.216036,sub-10376_dwi.Frontal_Aslant_Tract_R.stat.txt	19
dti_fa	0.388739,sub-10376_dwi.Frontal_Aslant_Tract_R.stat.txt	20
md	0.821155,sub-10376_dwi.Frontal_Aslant_Tract_R.stat.txt	21
ad	1.16184,sub-10376_dwi.Frontal_Aslant_Tract_R.stat.txt	22
rd	0.65081,sub-10376_dwi.Frontal_Aslant_Tract_R.stat.txt	23
iso	0.577061,sub-10376_dwi.Frontal_Aslant_Tract_R.stat.txt	24
rdi	0.389082,sub-10376_dwi.Frontal_Aslant_Tract_R.stat.txt	25
nrdi02L	0.499018,sub-10376_dwi.Frontal_Aslant_Tract_R.stat.txt	26
nrdi04L	0.196002,sub-10376_dwi.Frontal_Aslant_Tract_R.stat.txt	27
nrdi06L	0.0302362,sub-10376_dwi.Frontal_Aslant_Tract_R.stat.txt	28
,sub-10376_dwi.Frontal_Aslant_Tract_R.stat.txt	29
number of tracts	7722,sub-10377_dwi.Frontal_Aslant_Tract_R.stat.txt	0
mean length(mm)	72.3453,sub-10377_dwi.Frontal_Aslant_Tract_R.stat.txt	1
span(mm)	24.9791,sub-10377_dwi.Frontal_Aslant_Tract_R.stat.txt	2
curl	2.89623,sub-10377_dwi.Frontal_Aslant_Tract_R.stat.txt	3
elongation	4.48307,sub-10377_dwi.Frontal_Aslant_Tract_R.stat.txt	4
diameter(mm)	16.1374,sub-10377_dwi.Frontal_Aslant_Tract_R.stat.txt	5
volume(mm^3)	14796.8,sub-10377_dwi.Frontal_Aslant_Tract_R.stat.txt	6
trunk volume(mm^3)	9844.65,sub-10377_dwi.Frontal_Aslant_Tract_R.stat.txt	7
branch volume(mm^3)	4952.19,sub-10377_dwi.Frontal_Aslant_Tract_R.stat.txt	8
total surface area(mm^2)	26404.2,sub-10377_dwi.Frontal_Aslant_Tract_R.stat.txt	9
total radius of end regions(mm)	18.2808,sub-10377_dwi.Frontal_Aslant_Tract_R.stat.txt	10
total area of end regions(mm^2)	3060.23,sub-10377_dwi.Frontal_Aslant_Tract_R.stat.txt	11
irregularity	7.1991,sub-10377_dwi.Frontal_Aslant_Tract_R.stat.txt	12
area of end region 1(mm^2)	1685.33,sub-10377_dwi.Frontal_Aslant_Tract_R.stat.txt	13
radius of end region 1(mm)	10.308,sub-10377_dwi.Frontal_Aslant_Tract_R.stat.txt	14
irregularity of end region 1	0.198068,sub-10377_dwi.Frontal_Aslant_Tract_R.stat.txt	15
area of end region 2(mm^2)	1374.9,sub-10377_dwi.Frontal_Aslant_Tract_R.stat.txt	16
radius of end region 2(mm)	7.97275,sub-10377_dwi.Frontal_Aslant_Tract_R.stat.txt	17
irregularity of end region 2	0.145243,sub-10377_dwi.Frontal_Aslant_Tract_R.stat.txt	18
qa	0.116532,sub-10377_dwi.Frontal_Aslant_Tract_R.stat.txt	19
dti_fa	0.403987,sub-10377_dwi.Frontal_Aslant_Tract_R.stat.txt	20
md	0.766197,sub-10377_dwi.Frontal_Aslant_Tract_R.stat.txt	21
ad	1.08645,sub-10377_dwi.Frontal_Aslant_Tract_R.stat.txt	22
rd	0.606071,sub-10377_dwi.Frontal_Aslant_Tract_R.stat.txt	23
iso	0.330098,sub-10377_dwi.Frontal_Aslant_Tract_R.stat.txt	24
rdi	0.220869,sub-10377_dwi.Frontal_Aslant_Tract_R.stat.txt	25
nrdi02L	0.283024,sub-10377_dwi.Frontal_Aslant_Tract_R.stat.txt	26
nrdi04L	0.111044,sub-10377_dwi.Frontal_Aslant_Tract_R.stat.txt	27
nrdi06L	0.0170292,sub-10377_dwi.Frontal_Aslant_Tract_R.stat.txt	28
,sub-10377_dwi.Frontal_Aslant_Tract_R.stat.txt	29
number of tracts	6562,sub-10388_dwi.Frontal_Aslant_Tract_R.stat.txt	0
mean length(mm)	70.899,sub-10388_dwi.Frontal_Aslant_Tract_R.stat.txt	1
span(mm)	26.2863,sub-10388_dwi.Frontal_Aslant_Tract_R.stat.txt	2
curl	2.69718,sub-10388_dwi.Frontal_Aslant_Tract_R.stat.txt	3
elongation	4.60596,sub-10388_dwi.Frontal_Aslant_Tract_R.stat.txt	4
diameter(mm)	15.3929,sub-10388_dwi.Frontal_Aslant_Tract_R.stat.txt	5
volume(mm^3)	13193.8,sub-10388_dwi.Frontal_Aslant_Tract_R.stat.txt	6
trunk volume(mm^3)	6286.95,sub-10388_dwi.Frontal_Aslant_Tract_R.stat.txt	7
branch volume(mm^3)	6906.83,sub-10388_dwi.Frontal_Aslant_Tract_R.stat.txt	8
total surface area(mm^2)	23242.1,sub-10388_dwi.Frontal_Aslant_Tract_R.stat.txt	9
total radius of end regions(mm)	20.3212,sub-10388_dwi.Frontal_Aslant_Tract_R.stat.txt	10
total area of end regions(mm^2)	2725.32,sub-10388_dwi.Frontal_Aslant_Tract_R.stat.txt	11
irregularity	6.77901,sub-10388_dwi.Frontal_Aslant_Tract_R.stat.txt	12
area of end region 1(mm^2)	1018.45,sub-10388_dwi.Frontal_Aslant_Tract_R.stat.txt	13
radius of end region 1(mm)	12.5131,sub-10388_dwi.Frontal_Aslant_Tract_R.stat.txt	14
irregularity of end region 1	0.482994,sub-10388_dwi.Frontal_Aslant_Tract_R.stat.txt	15
area of end region 2(mm^2)	1706.88,sub-10388_dwi.Frontal_Aslant_Tract_R.stat.txt	16
radius of end region 2(mm)	7.80811,sub-10388_dwi.Frontal_Aslant_Tract_R.stat.txt	17
irregularity of end region 2	0.112212,sub-10388_dwi.Frontal_Aslant_Tract_R.stat.txt	18
qa	0.23234,sub-10388_dwi.Frontal_Aslant_Tract_R.stat.txt	19
dti_fa	0.409241,sub-10388_dwi.Frontal_Aslant_Tract_R.stat.txt	20
md	0.828829,sub-10388_dwi.Frontal_Aslant_Tract_R.stat.txt	21
ad	1.18712,sub-10388_dwi.Frontal_Aslant_Tract_R.stat.txt	22
rd	0.649686,sub-10388_dwi.Frontal_Aslant_Tract_R.stat.txt	23
iso	0.599319,sub-10388_dwi.Frontal_Aslant_Tract_R.stat.txt	24
rdi	0.403365,sub-10388_dwi.Frontal_Aslant_Tract_R.stat.txt	25
nrdi02L	0.517433,sub-10388_dwi.Frontal_Aslant_Tract_R.stat.txt	26
nrdi04L	0.20328,sub-10388_dwi.Frontal_Aslant_Tract_R.stat.txt	27
nrdi06L	0.0313981,sub-10388_dwi.Frontal_Aslant_Tract_R.stat.txt	28
,sub-10388_dwi.Frontal_Aslant_Tract_R.stat.txt	29
number of tracts	7075,sub-10429_dwi.Frontal_Aslant_Tract_R.stat.txt	0
mean length(mm)	76.616,sub-10429_dwi.Frontal_Aslant_Tract_R.stat.txt	1
span(mm)	28.4665,sub-10429_dwi.Frontal_Aslant_Tract_R.stat.txt	2
curl	2.69144,sub-10429_dwi.Frontal_Aslant_Tract_R.stat.txt	3
elongation	4.27106,sub-10429_dwi.Frontal_Aslant_Tract_R.stat.txt	4
diameter(mm)	17.9384,sub-10429_dwi.Frontal_Aslant_Tract_R.stat.txt	5
volume(mm^3)	19363.2,sub-10429_dwi.Frontal_Aslant_Tract_R.stat.txt	6
trunk volume(mm^3)	7941.92,sub-10429_dwi.Frontal_Aslant_Tract_R.stat.txt	7
branch volume(mm^3)	11421.3,sub-10429_dwi.Frontal_Aslant_Tract_R.stat.txt	8
total surface area(mm^2)	36508.4,sub-10429_dwi.Frontal_Aslant_Tract_R.stat.txt	9
total radius of end regions(mm)	25.3763,sub-10429_dwi.Frontal_Aslant_Tract_R.stat.txt	10
total area of end regions(mm^2)	2583.33,sub-10429_dwi.Frontal_Aslant_Tract_R.stat.txt	11
irregularity	8.45549,sub-10429_dwi.Frontal_Aslant_Tract_R.stat.txt	12
area of end region 1(mm^2)	1109.52,sub-10429_dwi.Frontal_Aslant_Tract_R.stat.txt	13
radius of end region 1(mm)	13.4722,sub-10429_dwi.Frontal_Aslant_Tract_R.stat.txt	14
irregularity of end region 1	0.513917,sub-10429_dwi.Frontal_Aslant_Tract_R.stat.txt	15
area of end region 2(mm^2)	1473.81,sub-10429_dwi.Frontal_Aslant_Tract_R.stat.txt	16
radius of end region 2(mm)	11.9041,sub-10429_dwi.Frontal_Aslant_Tract_R.stat.txt	17
irregularity of end region 2	0.302068,sub-10429_dwi.Frontal_Aslant_Tract_R.stat.txt	18
qa	0.188348,sub-10429_dwi.Frontal_Aslant_Tract_R.stat.txt	19
dti_fa	0.424069,sub-10429_dwi.Frontal_Aslant_Tract_R.stat.txt	20
md	0.810594,sub-10429_dwi.Frontal_Aslant_Tract_R.stat.txt	21
ad	1.17451,sub-10429_dwi.Frontal_Aslant_Tract_R.stat.txt	22
rd	0.628635,sub-10429_dwi.Frontal_Aslant_Tract_R.stat.txt	23
iso	0.490793,sub-10429_dwi.Frontal_Aslant_Tract_R.stat.txt	24
rdi	0.330495,sub-10429_dwi.Frontal_Aslant_Tract_R.stat.txt	25
nrdi02L	0.423924,sub-10429_dwi.Frontal_Aslant_Tract_R.stat.txt	26
nrdi04L	0.166529,sub-10429_dwi.Frontal_Aslant_Tract_R.stat.txt	27
nrdi06L	0.0257088,sub-10429_dwi.Frontal_Aslant_Tract_R.stat.txt	28
,sub-10429_dwi.Frontal_Aslant_Tract_R.stat.txt	29
number of tracts	9943,sub-10438_dwi.Frontal_Aslant_Tract_R.stat.txt	0
mean length(mm)	80.9025,sub-10438_dwi.Frontal_Aslant_Tract_R.stat.txt	1
span(mm)	28.5609,sub-10438_dwi.Frontal_Aslant_Tract_R.stat.txt	2
curl	2.83263,sub-10438_dwi.Frontal_Aslant_Tract_R.stat.txt	3
elongation	3.9343,sub-10438_dwi.Frontal_Aslant_Tract_R.stat.txt	4
diameter(mm)	20.5634,sub-10438_dwi.Frontal_Aslant_Tract_R.stat.txt	5
