0,N
span(mm)	30.9456,sub-10273_dwi.Frontal_Aslant_Tract_L.stat.txt	2
curl	2.708,sub-10273_dwi.Frontal_Aslant_Tract_L.stat.txt	3
elongation	5.13368,sub-10273_dwi.Frontal_Aslant_Tract_L.stat.txt	4
diameter(mm)	16.3237,sub-10273_dwi.Frontal_Aslant_Tract_L.stat.txt	5
volume(mm^3)	17537.8,sub-10273_dwi.Frontal_Aslant_Tract_L.stat.txt	6
trunk volume(mm^3)	15556.8,sub-10273_dwi.Frontal_Aslant_Tract_L.stat.txt	7
branch volume(mm^3)	1981.07,sub-10273_dwi.Frontal_Aslant_Tract_L.stat.txt	8
total surface area(mm^2)	30596.5,sub-10273_dwi.Frontal_Aslant_Tract_L.stat.txt	9
total radius of end regions(mm)	18.7309,sub-10273_dwi.Frontal_Aslant_Tract_L.stat.txt	10
total area of end regions(mm^2)	3199.29,sub-10273_dwi.Frontal_Aslant_Tract_L.stat.txt	11
irregularity	7.11958,sub-10273_dwi.Frontal_Aslant_Tract_L.stat.txt	12
area of end region 1(mm^2)	1139.88,sub-10273_dwi.Frontal_Aslant_Tract_L.stat.txt	13
radius of end region 1(mm)	7.47764,sub-10273_dwi.Frontal_Aslant_Tract_L.stat.txt	14
irregularity of end region 1	0.154107,sub-10273_dwi.Frontal_Aslant_Tract_L.stat.txt	15
area of end region 2(mm^2)	2059.42,sub-10273_dwi.Frontal_Aslant_Tract_L.stat.txt	16
radius of end region 2(mm)	11.2533,sub-10273_dwi.Frontal_Aslant_Tract_L.stat.txt	17
irregularity of end region 2	0.19318,sub-10273_dwi.Frontal_Aslant_Tract_L.stat.txt	18
qa	0.169608,sub-10273_dwi.Frontal_Aslant_Tract_L.stat.txt	19
dti_fa	0.396344,sub-10273_dwi.Frontal_Aslant_Tract_L.stat.txt	20
md	0.907759,sub-10273_dwi.Frontal_Aslant_Tract_L.stat.txt	21
ad	1.2599,sub-10273_dwi.Frontal_Aslant_Tract_L.stat.txt	22
rd	0.731685,sub-10273_dwi.Frontal_Aslant_Tract_L.stat.txt	23
iso	0.448362,sub-10273_dwi.Frontal_Aslant_Tract_L.stat.txt	24
rdi	0.301228,sub-10273_dwi.Frontal_Aslant_Tract_L.stat.txt	25
nrdi02L	0.387286,sub-10273_dwi.Frontal_Aslant_Tract_L.stat.txt	26
nrdi04L	0.152569,sub-10273_dwi.Frontal_Aslant_Tract_L.stat.txt	27
nrdi06L	0.0239185,sub-10273_dwi.Frontal_Aslant_Tract_L.stat.txt	28
,sub-10273_dwi.Frontal_Aslant_Tract_L.stat.txt	29
number of tracts	7103,sub-10274_dwi.Frontal_Aslant_Tract_L.stat.txt	0
mean length(mm)	77.057,sub-10274_dwi.Frontal_Aslant_Tract_L.stat.txt	1
span(mm)	32.4837,sub-10274_dwi.Frontal_Aslant_Tract_L.stat.txt	2
curl	2.37217,sub-10274_dwi.Frontal_Aslant_Tract_L.stat.txt	3
elongation	4.59672,sub-10274_dwi.Frontal_Aslant_Tract_L.stat.txt	4
diameter(mm)	16.7635,sub-10274_dwi.Frontal_Aslant_Tract_L.stat.txt	5
volume(mm^3)	17007.1,sub-10274_dwi.Frontal_Aslant_Tract_L.stat.txt	6
trunk volume(mm^3)	7284.83,sub-10274_dwi.Frontal_Aslant_Tract_L.stat.txt	7
branch volume(mm^3)	9722.24,sub-10274_dwi.Frontal_Aslant_Tract_L.stat.txt	8
total surface area(mm^2)	32443.4,sub-10274_dwi.Frontal_Aslant_Tract_L.stat.txt	9
total radius of end regions(mm)	19.8701,sub-10274_dwi.Frontal_Aslant_Tract_L.stat.txt	10
total area of end regions(mm^2)	2786.04,sub-10274_dwi.Frontal_Aslant_Tract_L.stat.txt	11
irregularity	7.99467,sub-10274_dwi.Frontal_Aslant_Tract_L.stat.txt	12
area of end region 1(mm^2)	1198.63,sub-10274_dwi.Frontal_Aslant_Tract_L.stat.txt	13
radius of end region 1(mm)	6.96228,sub-10274_dwi.Frontal_Aslant_Tract_L.stat.txt	14
irregularity of end region 1	0.127048,sub-10274_dwi.Frontal_Aslant_Tract_L.stat.txt	15
area of end region 2(mm^2)	1587.4,sub-10274_dwi.Frontal_Aslant_Tract_L.stat.txt	16
radius of end region 2(mm)	12.9079,sub-10274_dwi.Frontal_Aslant_Tract_L.stat.txt	17
irregularity of end region 2	0.32974,sub-10274_dwi.Frontal_Aslant_Tract_L.stat.txt	18
qa	0.0903864,sub-10274_dwi.Frontal_Aslant_Tract_L.stat.txt	19
dti_fa	0.421061,sub-10274_dwi.Frontal_Aslant_Tract_L.stat.txt	20
md	0.74824,sub-10274_dwi.Frontal_Aslant_Tract_L.stat.txt	21
ad	1.077,sub-10274_dwi.Frontal_Aslant_Tract_L.stat.txt	22
rd	0.583859,sub-10274_dwi.Frontal_Aslant_Tract_L.stat.txt	23
iso	0.243849,sub-10274_dwi.Frontal_Aslant_Tract_L.stat.txt	24
rdi	0.164562,sub-10274_dwi.Frontal_Aslant_Tract_L.stat.txt	25
nrdi02L	0.210743,sub-10274_dwi.Frontal_Aslant_Tract_L.stat.txt	26
nrdi04L	0.0826236,sub-10274_dwi.Frontal_Aslant_Tract_L.stat.txt	27
nrdi06L	0.012619,sub-10274_dwi.Frontal_Aslant_Tract_L.stat.txt	28
,sub-10274_dwi.Frontal_Aslant_Tract_L.stat.txt	29
number of tracts	8087,sub-10280_dwi.Frontal_Aslant_Tract_L.stat.txt	0
mean length(mm)	80.4906,sub-10280_dwi.Frontal_Aslant_Tract_L.stat.txt	1
span(mm)	27.3233,sub-10280_dwi.Frontal_Aslant_Tract_L.stat.txt	2
curl	2.94586,sub-10280_dwi.Frontal_Aslant_Tract_L.stat.txt	3
elongation	4.51924,sub-10280_dwi.Frontal_Aslant_Tract_L.stat.txt	4
diameter(mm)	17.8107,sub-10280_dwi.Frontal_Aslant_Tract_L.stat.txt	5
volume(mm^3)	20053.7,sub-10280_dwi.Frontal_Aslant_Tract_L.stat.txt	6
trunk volume(mm^3)	19630.1,sub-10280_dwi.Frontal_Aslant_Tract_L.stat.txt	7
branch volume(mm^3)	423.635,sub-10280_dwi.Frontal_Aslant_Tract_L.stat.txt	8
total surface area(mm^2)	31619.8,sub-10280_dwi.Frontal_Aslant_Tract_L.stat.txt	9
total radius of end regions(mm)	18.4914,sub-10280_dwi.Frontal_Aslant_Tract_L.stat.txt	10
total area of end regions(mm^2)	3512.66,sub-10280_dwi.Frontal_Aslant_Tract_L.stat.txt	11
irregularity	7.02076,sub-10280_dwi.Frontal_Aslant_Tract_L.stat.txt	12
area of end region 1(mm^2)	2011.43,sub-10280_dwi.Frontal_Aslant_Tract_L.stat.txt	13
radius of end region 1(mm)	7.97979,sub-10280_dwi.Frontal_Aslant_Tract_L.stat.txt	14
irregularity of end region 1	0.0994553,sub-10280_dwi.Frontal_Aslant_Tract_L.stat.txt	15
area of end region 2(mm^2)	1501.23,sub-10280_dwi.Frontal_Aslant_Tract_L.stat.txt	16
radius of end region 2(mm)	10.5116,sub-10280_dwi.Frontal_Aslant_Tract_L.stat.txt	17
irregularity of end region 2	0.231227,sub-10280_dwi.Frontal_Aslant_Tract_L.stat.txt	18
qa	0.129529,sub-10280_dwi.Frontal_Aslant_Tract_L.stat.txt	19
dti_fa	0.407411,sub-10280_dwi.Frontal_Aslant_Tract_L.stat.txt	20
md	0.864451,sub-10280_dwi.Frontal_Aslant_Tract_L.stat.txt	21
ad	1.22976,sub-10280_dwi.Frontal_Aslant_Tract_L.stat.txt	22
rd	0.681797,sub-10280_dwi.Frontal_Aslant_Tract_L.stat.txt	23
iso	0.336752,sub-10280_dwi.Frontal_Aslant_Tract_L.stat.txt	24
rdi	0.226833,sub-10280_dwi.Frontal_Aslant_Tract_L.stat.txt	25
nrdi02L	0.291285,sub-10280_dwi.Frontal_Aslant_Tract_L.stat.txt	26
nrdi04L	0.114581,sub-10280_dwi.Frontal_Aslant_Tract_L.stat.txt	27
nrdi06L	0.0178207,sub-10280_dwi.Frontal_Aslant_Tract_L.stat.txt	28
,sub-10280_dwi.Frontal_Aslant_Tract_L.stat.txt	29
number of tracts	9208,sub-10290_dwi.Frontal_Aslant_Tract_L.stat.txt	0
mean length(mm)	81.3053,sub-10290_dwi.Frontal_Aslant_Tract_L.stat.txt	1
span(mm)	32.8088,sub-10290_dwi.Frontal_Aslant_Tract_L.stat.txt	2
curl	2.47815,sub-10290_dwi.Frontal_Aslant_Tract_L.stat.txt	3
elongation	4.55316,sub-10290_dwi.Frontal_Aslant_Tract_L.stat.txt	4
diameter(mm)	17.8569,sub-10290_dwi.Frontal_Aslant_Tract_L.stat.txt	5
volume(mm^3)	20362.1,sub-10290_dwi.Frontal_Aslant_Tract_L.stat.txt	6
trunk volume(mm^3)	19586.5,sub-10290_dwi.Frontal_Aslant_Tract_L.stat.txt	7
branch volume(mm^3)	775.586,sub-10290_dwi.Frontal_Aslant_Tract_L.stat.txt	8
total surface area(mm^2)	31680.5,sub-10290_dwi.Frontal_Aslant_Tract_L.stat.txt	9
total radius of end regions(mm)	17.1408,sub-10290_dwi.Frontal_Aslant_Tract_L.stat.txt	10
total area of end regions(mm^2)	4237.32,sub-10290_dwi.Frontal_Aslant_Tract_L.stat.txt	11
irregularity	6.94572,sub-10290_dwi.Frontal_Aslant_Tract_L.stat.txt	12
area of end region 1(mm^2)	1703.94,sub-10290_dwi.Frontal_Aslant_Tract_L.stat.txt	13
radius of end region 1(mm)	7.19256,sub-10290_dwi.Frontal_Aslant_Tract_L.stat.txt	14
irregularity of end region 1	0.0953812,sub-10290_dwi.Frontal_Aslant_Tract_L.stat.txt	15
area of end region 2(mm^2)	2533.38,sub-10290_dwi.Frontal_Aslant_Tract_L.stat.txt	16
radius of end region 2(mm)	9.94826,sub-10290_dwi.Frontal_Aslant_Tract_L.stat.txt	17
irregularity of end region 2	0.122728,sub-10290_dwi.Frontal_Aslant_Tract_L.stat.txt	18
qa	0.239228,sub-10290_dwi.Frontal_Aslant_Tract_L.stat.txt	19
dti_fa	0.428768,sub-10290_dwi.Frontal_Aslant_Tract_L.stat.txt	20
md	0.804134,sub-10290_dwi.Frontal_Aslant_Tract_L.stat.txt	21
ad	1.1549,sub-10290_dwi.Frontal_Aslant_Tract_L.stat.txt	22
rd	0.628749,sub-10290_dwi.Frontal_Aslant_Tract_L.stat.txt	23
iso	0.614254,sub-10290_dwi.Frontal_Aslant_Tract_L.stat.txt	24
rdi	0.415628,sub-10290_dwi.Frontal_Aslant_Tract_L.stat.txt	25
nrdi02L	0.53304,sub-10290_dwi.Frontal_Aslant_Tract_L.stat.txt	26
nrdi04L	0.209353,sub-10290_dwi.Frontal_Aslant_Tract_L.stat.txt	27
nrdi06L	0.0322868,sub-10290_dwi.Frontal_Aslant_Tract_L.stat.txt	28
,sub-10290_dwi.Frontal_Aslant_Tract_L.stat.txt	29
number of tracts	1620,sub-10292_dwi.Frontal_Aslant_Tract_L.stat.txt	0
mean length(mm)	67.7704,sub-10292_dwi.Frontal_Aslant_Tract_L.stat.txt	1
span(mm)	14.2521,sub-10292_dwi.Frontal_Aslant_Tract_L.stat.txt	2
curl	4.7551,sub-10292_dwi.Frontal_Aslant_Tract_L.stat.txt	3
elongation	6.79226,sub-10292_dwi.Frontal_Aslant_Tract_L.stat.txt	4
diameter(mm)	9.9776,sub-10292_dwi.Frontal_Aslant_Tract_L.stat.txt	5
volume(mm^3)	5298.86,sub-10292_dwi.Frontal_Aslant_Tract_L.stat.txt	6
trunk volume(mm^3)	2788,sub-10292_dwi.Frontal_Aslant_Tract_L.stat.txt	7
branch volume(mm^3)	2510.86,sub-10292_dwi.Frontal_Aslant_Tract_L.stat.txt	8
total surface area(mm^2)	12973.4,sub-10292_dwi.Frontal_Aslant_Tract_L.stat.txt	9
total radius of end regions(mm)	20.0949,sub-10292_dwi.Frontal_Aslant_Tract_L.stat.txt	10
total area of end regions(mm^2)	600.296,sub-10292_dwi.Frontal_Aslant_Tract_L.stat.txt	11
irregularity	6.10715,sub-10292_dwi.Frontal_Aslant_Tract_L.stat.txt	12
area of end region 1(mm^2)	274.197,sub-10292_dwi.Frontal_Aslant_Tract_L.stat.txt	13
radius of end region 1(mm)	10.6012,sub-10292_dwi.Frontal_Aslant_Tract_L.stat.txt	14
irregularity of end region 1	1.28764,sub-10292_dwi.Frontal_Aslant_Tract_L.stat.txt	15
area of end region 2(mm^2)	326.099,sub-10292_dwi.Frontal_Aslant_Tract_L.stat.txt	16
radius of end region 2(mm)	9.49375,sub-10292_dwi.Frontal_Aslant_Tract_L.stat.txt	17
irregularity of end region 2	0.868314,sub-10292_dwi.Frontal_Aslant_Tract_L.stat.txt	18
qa	0.065762,sub-10292_dwi.Frontal_Aslant_Tract_L.stat.txt	19
dti_fa	0.317084,sub-10292_dwi.Frontal_Aslant_Tract_L.stat.txt	20
md	0.967743,sub-10292_dwi.Frontal_Aslant_Tract_L.stat.txt	21
ad	1.26234,sub-10292_dwi.Frontal_Aslant_Tract_L.stat.txt	22
rd	0.820443,sub-10292_dwi.Frontal_Aslant_Tract_L.stat.txt	23
iso	0.205219,sub-10292_dwi.Frontal_Aslant_Tract_L.stat.txt	24
rdi	0.134933,sub-10292_dwi.Frontal_Aslant_Tract_L.stat.txt	25
nrdi02L	0.173706,sub-10292_dwi.Frontal_Aslant_Tract_L.stat.txt	26
nrdi04L	0.0685371,sub-10292_dwi.Frontal_Aslant_Tract_L.stat.txt	27
nrdi06L	0.0108336,sub-10292_dwi.Frontal_Aslant_Tract_L.stat.txt	28
,sub-10292_dwi.Frontal_Aslant_Tract_L.stat.txt	29
number of tracts	8081,sub-10304_dwi.Frontal_Aslant_Tract_L.stat.txt	0
mean length(mm)	75.8497,sub-10304_dwi.Frontal_Aslant_Tract_L.stat.txt	1
span(mm)	27.9883,sub-10304_dwi.Frontal_Aslant_Tract_L.stat.txt	2
curl	2.71006,sub-10304_dwi.Frontal_Aslant_Tract_L.stat.txt	3
elongation	5.04605,sub-10304_dwi.Frontal_Aslant_Tract_L.stat.txt	4
diameter(mm)	15.0315,sub-10304_dwi.Frontal_Aslant_Tract_L.stat.txt	5
volume(mm^3)	13460.1,sub-10304_dwi.Frontal_Aslant_Tract_L.stat.txt	6
trunk volume(mm^3)	13286.8,sub-10304_dwi.Frontal_Aslant_Tract_L.stat.txt	7
branch volume(mm^3)	173.332,sub-10304_dwi.Frontal_Aslant_Tract_L.stat.txt	8
total surface area(mm^2)	24620.9,sub-10304_dwi.Frontal_Aslant_Tract_L.stat.txt	9
total radius of end regions(mm)	16.8231,sub-10304_dwi.Frontal_Aslant_Tract_L.stat.txt	10
total area of end regions(mm^2)	3179.71,sub-10304_dwi.Frontal_Aslant_Tract_L.stat.txt	11
irregularity	6.87382,sub-10304_dwi.Frontal_Aslant_Tract_L.stat.txt	12
area of end region 1(mm^2)	1339.65,sub-10304_dwi.Frontal_Aslant_Tract_L.stat.txt	13
radius of end region 1(mm)	6.89892,sub-10304_dwi.Frontal_Aslant_Tract_L.stat.txt	14
irregularity of end region 1	0.111615,sub-10304_dwi.Frontal_Aslant_Tract_L.stat.txt	15
area of end region 2(mm^2)	1840.06,sub-10304_dwi.Frontal_Aslant_Tract_L.stat.txt	16
radius of end region 2(mm)	9.92417,sub-10304_dwi.Frontal_Aslant_Tract_L.stat.txt	17
irregularity of end region 2	0.168154,sub-10304_dwi.Frontal_Aslant_Tract_L.stat.txt	18
qa	0.170634,sub-10304_dwi.Frontal_Aslant_Tract_L.stat.txt	19
dti_fa	0.430135,sub-10304_dwi.Frontal_Aslant_Tract_L.stat.txt	20
md	0.792094,sub-10304_dwi.Frontal_Aslant_Tract_L.stat.txt	21
ad	1.15483,sub-10304_dwi.Frontal_Aslant_Tract_L.stat.txt	22
rd	0.610727,sub-10304_dwi.Frontal_Aslant_Tract_L.stat.txt	23
iso	0.443304,sub-10304_dwi.Frontal_Aslant_Tract_L.stat.txt	24
rdi	0.299279,sub-10304_dwi.Frontal_Aslant_Tract_L.stat.txt	25
nrdi02L	0.38354,sub-10304_dwi.Frontal_Aslant_Tract_L.stat.txt	26
nrdi04L	0.150501,sub-10304_dwi.Frontal_Aslant_Tract_L.stat.txt	27
nrdi06L	0.0230958,sub-10304_dwi.Frontal_Aslant_Tract_L.stat.txt	28
,sub-10304_dwi.Frontal_Aslant_Tract_L.stat.txt	29
number of tracts	8405,sub-10316_dwi.Frontal_Aslant_Tract_L.stat.txt	0
mean length(mm)	77.0319,sub-10316_dwi.Frontal_Aslant_Tract_L.stat.txt	1
span(mm)	31.8418,sub-10316_dwi.Frontal_Aslant_Tract_L.stat.txt	2
curl	2.41921,sub-10316_dwi.Frontal_Aslant_Tract_L.stat.txt	3
elongation	4.04796,sub-10316_dwi.Frontal_Aslant_Tract_L.stat.txt	4
diameter(mm)	19.0298,sub-10316_dwi.Frontal_Aslant_Tract_L.stat.txt	5
volume(mm^3)	21909.3,sub-10316_dwi.Frontal_Aslant_Tract_L.stat.txt	6
trunk volume(mm^3)	21224.8,sub-10316_dwi.Frontal_Aslant_Tract_L.stat.txt	7
branch volume(mm^3)	684.514,sub-10316_dwi.Frontal_Aslant_Tract_L.stat.txt	8
total surface area(mm^2)	40715.3,sub-10316_dwi.Frontal_Aslant_Tract_L.stat.txt	9
total radius of end regions(mm)	20.0993,sub-10316_dwi.Frontal_Aslant_Tract_L.stat.txt	10
total area of end regions(mm^2)	4347,sub-10316_dwi.Frontal_Aslant_Tract_L.stat.txt	11
irregularity	8.84103,sub-10316_dwi.Frontal_Aslant_Tract_L.stat.txt	12
area of end region 1(mm^2)	1973.24,sub-10316_dwi.Frontal_Aslant_Tract_L.stat.txt	13
radius of end region 1(mm)	7.8847,sub-10316_dwi.Frontal_Aslant_Tract_L.stat.txt	14
irregularity of end region 1	0.0989785,sub-10316_dwi.Frontal_Aslant_Tract_L.stat.txt	15
area of end region 2(mm^2)	2373.76,sub-10316_dwi.Frontal_Aslant_Tract_L.stat.txt	16
radius of end region 2(mm)	12.2146,sub-10316_dwi.Frontal_Aslant_Tract_L.stat.txt	17
irregularity of end region 2	0.197455,sub-10316_dwi.Frontal_Aslant_Tract_L.stat.txt	18
qa	0.144756,sub-10316_dwi.Frontal_Aslant_Tract_L.stat.txt	19
dti_fa	0.445909,sub-10316_dwi.Frontal_Aslant_Tract_L.stat.txt	20
md	0.734171,sub-10316_dwi.Frontal_Aslant_Tract_L.stat.txt	21
ad	1.08803,sub-10316_dwi.Frontal_Aslant_Tract_L.stat.txt	22
rd	0.557243,sub-10316_dwi.Frontal_Aslant_Tract_L.stat.txt	23
iso	0.37293,sub-10316_dwi.Frontal_Aslant_Tract_L.stat.txt	24
rdi	0.252848,sub-10316_dwi.Frontal_Aslant_Tract_L.stat.txt	25
nrdi02L	0.323759,sub-10316_dwi.Frontal_Aslant_Tract_L.stat.txt	26
nrdi04L	0.12691,sub-10316_dwi.Frontal_Aslant_Tract_L.stat.txt	27
nrdi06L	0.019364,sub-10316_dwi.Frontal_Aslant_Tract_L.stat.txt	28
,sub-10316_dwi.Frontal_Aslant_Tract_L.stat.txt	29
number of tracts	8320,sub-10321_dwi.Frontal_Aslant_Tract_L.stat.txt	0
mean length(mm)	83.8714,sub-10321_dwi.Frontal_Aslant_Tract_L.stat.txt	1
span(mm)	32.3736,sub-10321_dwi.Frontal_Aslant_Tract_L.stat.txt	2
curl	2.59073,sub-10321_dwi.Frontal_Aslant_Tract_L.stat.txt	3
elongation	5.14808,sub-10321_dwi.Frontal_Aslant_Tract_L.stat.txt	4
diameter(mm)	16.2918,sub-10321_dwi.Frontal_Aslant_Tract_L.stat.txt	5
volume(mm^3)	17484,sub-10321_dwi.Frontal_Aslant_Tract_L.stat.txt	6
trunk volume(mm^3)	14692.1,sub-10321_dwi.Frontal_Aslant_Tract_L.stat.txt	7
branch volume(mm^3)	2791.91,sub-10321_dwi.Frontal_Aslant_Tract_L.stat.txt	8
total surface area(mm^2)	32382.7,sub-10321_dwi.Frontal_Aslant_Tract_L.stat.txt	9
total radius of end regions(mm)	20.7449,sub-10321_dwi.Frontal_Aslant_Tract_L.stat.txt	10
total area of end regions(mm^2)	2739.03,sub-10321_dwi.Frontal_Aslant_Tract_L.stat.txt	11
irregularity	7.54364,sub-10321_dwi.Frontal_Aslant_Tract_L.stat.txt	12
area of end region 1(mm^2)	1554.11,sub-10321_dwi.Frontal_Aslant_Tract_L.stat.txt	13
radius of end region 1(mm)	11.053,sub-10321_dwi.Frontal_Aslant_Tract_L.stat.txt	14
irregularity of end region 1	0.24696,sub-10321_dwi.Frontal_Aslant_Tract_L.stat.txt	15
area of end region 2(mm^2)	1184.92,sub-10321_dwi.Frontal_Aslant_Tract_L.stat.txt	16
radius of end region 2(mm)	9.69191,sub-10321_dwi.Frontal_Aslant_Tract_L.stat.txt	17
irregularity of end region 2	0.249045,sub-10321_dwi.Frontal_Aslant_Tract_L.stat.txt	18
qa	0.116792,sub-10321_dwi.Frontal_Aslant_Tract_L.stat.txt	19
dti_fa	0.440141,sub-10321_dwi.Frontal_Aslant_Tract_L.stat.txt	20
md	0.777469,sub-10321_dwi.Frontal_Aslant_Tract_L.stat.txt	21
ad	1.14219,sub-10321_dwi.Frontal_Aslant_Tract_L.stat.txt	22
rd	0.595109,sub-10321_dwi.Frontal_Aslant_Tract_L.stat.txt	23
iso	0.296634,sub-10321_dwi.Frontal_Aslant_Tract_L.stat.txt	24
rdi	0.200949,sub-10321_dwi.Frontal_Aslant_Tract_L.stat.txt	25
nrdi02L	0.257477,sub-10321_dwi.Frontal_Aslant_Tract_L.stat.txt	26
nrdi04L	0.101011,sub-10321_dwi.Frontal_Aslant_Tract_L.stat.txt	27
nrdi06L	0.0154816,sub-10321_dwi.Frontal_Aslant_Tract_L.stat.txt	28
,sub-10321_dwi.Frontal_Aslant_Tract_L.stat.txt	29
number of tracts	8459,sub-10325_dwi.Frontal_Aslant_Tract_L.stat.txt	0
mean length(mm)	74.9455,sub-10325_dwi.Frontal_Aslant_Tract_L.stat.txt	1
span(mm)	30.1729,sub-10325_dwi.Frontal_Aslant_Tract_L.stat.txt	2
curl	2.48387,sub-10325_dwi.Frontal_Aslant_Tract_L.stat.txt	3
elongation	3.90898,sub-10325_dwi.Frontal_Aslant_Tract_L.stat.txt	4
diameter(mm)	19.1726,sub-10325_dwi.Frontal_Aslant_Tract_L.stat.txt	5
volume(mm^3)	21637.1,sub-10325_dwi.Frontal_Aslant_Tract_L.stat.txt	6
trunk volume(mm^3)	21492.2,sub-10325_dwi.Frontal_Aslant_Tract_L.stat.txt	7
branch volume(mm^3)	144.934,sub-10325_dwi.Frontal_Aslant_Tract_L.stat.txt	8
total surface area(mm^2)	35236.3,sub-10325_dwi.Frontal_Aslant_Tract_L.stat.txt	9
total radius of end regions(mm)	18.9462,sub-10325_dwi.Frontal_Aslant_Tract_L.stat.txt	10
total area of end regions(mm^2)	4216.76,sub-10325_dwi.Frontal_Aslant_Tract_L.stat.txt	11
irregularity	7.80572,sub-10325_dwi.Frontal_Aslant_Tract_L.stat.txt	12
area of end region 1(mm^2)	1951.7,sub-10325_dwi.Frontal_Aslant_Tract_L.stat.txt	13
radius of end region 1(mm)	9.19388,sub-10325_dwi.Frontal_Aslant_Tract_L.stat.txt	14
irregularity of end region 1	0.136062,sub-10325_dwi.Frontal_Aslant_Tract_L.stat.txt	15
area of end region 2(mm^2)	2265.06,sub-10325_dwi.Frontal_Aslant_Tract_L.stat.txt	16
radius of end region 2(mm)	9.75237,sub-10325_dwi.Frontal_Aslant_Tract_L.stat.txt	17
irregularity of end region 2	0.131914,sub-10325_dwi.Frontal_Aslant_Tract_L.stat.txt	18
qa	0.19207,sub-10325_dwi.Frontal_Aslant_Tract_L.stat.txt	19
dti_fa	0.456705,sub-10325_dwi.Frontal_Aslant_Tract_L.stat.txt	20
md	0.761455,sub-10325_dwi.Frontal_Aslant_Tract_L.stat.txt	21
ad	1.14184,sub-10325_dwi.Frontal_Aslant_Tract_L.stat.txt	22
rd	0.571262,sub-10325_dwi.Frontal_Aslant_Tract_L.stat.txt	23
iso	0.462858,sub-10325_dwi.Frontal_Aslant_Tract_L.stat.txt	24
rdi	0.315647,sub-10325_dwi.Frontal_Aslant_Tract_L.stat.txt	25
nrdi02L	0.40442,sub-10325_dwi.Frontal_Aslant_Tract_L.stat.txt	26
nrdi04L	0.158648,sub-10325_dwi.Frontal_Aslant_Tract_L.stat.txt	27
nrdi06L	0.0243074,sub-10325_dwi.Frontal_Aslant_Tract_L.stat.txt	28
,sub-10325_dwi.Frontal_Aslant_Tract_L.stat.txt	29
number of tracts	9807,sub-10329_dwi.Frontal_Aslant_Tract_L.stat.txt	0
mean length(mm)	79.1977,sub-10329_dwi.Frontal_Aslant_Tract_L.stat.txt	1
span(mm)	28.7249,sub-10329_dwi.Frontal_Aslant_Tract_L.stat.txt	2
curl	2.75711,sub-10329_dwi.Frontal_Aslant_Tract_L.stat.txt	3
elongation	4.07441,sub-10329_dwi.Frontal_Aslant_Tract_L.stat.txt	4
diameter(mm)	19.4378,sub-10329_dwi.Frontal_Aslant_Tract_L.stat.txt	5
volume(mm^3)	23501.6,sub-10329_dwi.Frontal_Aslant_Tract_L.stat.txt	6
trunk volume(mm^3)	15205.2,sub-10329_dwi.Frontal_Aslant_Tract_L.stat.txt	7
branch volume(mm^3)	8296.42,sub-10329_dwi.Frontal_Aslant_Tract_L.stat.txt	8
total surface area(mm^2)	39976.9,sub-10329_dwi.Frontal_Aslant_Tract_L.stat.txt	9
total radius of end regions(mm)	22.9103,sub-10329_dwi.Frontal_Aslant_Tract_L.stat.txt	10
total area of end regions(mm^2)	4113.93,sub-10329_dwi.Frontal_Aslant_Tract_L.stat.txt	11
irregularity	8.26608,sub-10329_dwi.Frontal_Aslant_Tract_L.stat.txt	12
area of end region 1(mm^2)	2278.77,sub-10329_dwi.Frontal_Aslant_Tract_L.stat.txt	13
radius of end region 1(mm)	12.8916,sub-10329_dwi.Frontal_Aslant_Tract_L.stat.txt	14
irregularity of end region 1	0.229119,sub-10329_dwi.Frontal_Aslant_Tract_L.stat.txt	15
area of end region 2(mm^2)	1835.16,sub-10329_dwi.Frontal_Aslant_Tract_L.stat.txt	16
radius of end region 2(mm)	10.0187,sub-10329_dwi.Frontal_Aslant_Tract_L.stat.txt	17
irregularity of end region 2	0.171829,sub-10329_dwi.Frontal_Aslant_Tract_L.stat.txt	18
qa	0.183363,sub-10329_dwi.Frontal_Aslant_Tract_L.stat.txt	19
dti_fa	0.402652,sub-10329_dwi.Frontal_Aslant_Tract_L.stat.txt	20
md	0.82274,sub-10329_dwi.Frontal_Aslant_Tract_L.stat.txt	21
ad	1.16806,sub-10329_dwi.Frontal_Aslant_Tract_L.stat.txt	22
rd	0.65008,sub-10329_dwi.Frontal_Aslant_Tract_L.stat.txt	23
iso	0.491638,sub-10329_dwi.Frontal_Aslant_Tract_L.stat.txt	24
rdi	0.330875,sub-10329_dwi.Frontal_Aslant_Tract_L.stat.txt	25
nrdi02L	0.42453,sub-10329_dwi.Frontal_Aslant_Tract_L.stat.txt	26
nrdi04L	0.166824,sub-10329_dwi.Frontal_Aslant_Tract_L.stat.txt	27
nrdi06L	0.0258023,sub-10329_dwi.Frontal_Aslant_Tract_L.stat.txt	28
,sub-10329_dwi.Frontal_Aslant_Tract_L.stat.txt	29
number of tracts	5919,sub-10339_dwi.Frontal_Aslant_Tract_L.stat.txt	0
mean length(mm)	75.2984,sub-10339_dwi.Frontal_Aslant_Tract_L.stat.txt	1
span(mm)	29.0603,sub-10339_dwi.Frontal_Aslant_Tract_L.stat.txt	2
curl	2.5911,sub-10339_dwi.Frontal_Aslant_Tract_L.stat.txt	3
elongation	5.0465,sub-10339_dwi.Frontal_Aslant_Tract_L.stat.txt	4
