0,N
radius of end region 2(mm)	7.12326,sub-10339_dwi.Arcuate_Fasciculus_L.stat.txt	17
irregularity of end region 2	0.127172,sub-10339_dwi.Arcuate_Fasciculus_L.stat.txt	18
qa	0.173993,sub-10339_dwi.Arcuate_Fasciculus_L.stat.txt	19
dti_fa	0.506328,sub-10339_dwi.Arcuate_Fasciculus_L.stat.txt	20
md	0.734541,sub-10339_dwi.Arcuate_Fasciculus_L.stat.txt	21
ad	1.15728,sub-10339_dwi.Arcuate_Fasciculus_L.stat.txt	22
rd	0.523171,sub-10339_dwi.Arcuate_Fasciculus_L.stat.txt	23
iso	0.358341,sub-10339_dwi.Arcuate_Fasciculus_L.stat.txt	24
rdi	0.251656,sub-10339_dwi.Arcuate_Fasciculus_L.stat.txt	25
nrdi02L	0.322138,sub-10339_dwi.Arcuate_Fasciculus_L.stat.txt	26
nrdi04L	0.126228,sub-10339_dwi.Arcuate_Fasciculus_L.stat.txt	27
nrdi06L	0.0192211,sub-10339_dwi.Arcuate_Fasciculus_L.stat.txt	28
,sub-10339_dwi.Arcuate_Fasciculus_L.stat.txt	29
number of tracts	12975,sub-10340_dwi.Arcuate_Fasciculus_L.stat.txt	0
mean length(mm)	154.143,sub-10340_dwi.Arcuate_Fasciculus_L.stat.txt	1
span(mm)	25.7529,sub-10340_dwi.Arcuate_Fasciculus_L.stat.txt	2
curl	5.98548,sub-10340_dwi.Arcuate_Fasciculus_L.stat.txt	3
elongation	14.3664,sub-10340_dwi.Arcuate_Fasciculus_L.stat.txt	4
diameter(mm)	10.7295,sub-10340_dwi.Arcuate_Fasciculus_L.stat.txt	5
volume(mm^3)	13937,sub-10340_dwi.Arcuate_Fasciculus_L.stat.txt	6
trunk volume(mm^3)	12437.8,sub-10340_dwi.Arcuate_Fasciculus_L.stat.txt	7
branch volume(mm^3)	1499.27,sub-10340_dwi.Arcuate_Fasciculus_L.stat.txt	8
total surface area(mm^2)	23398.8,sub-10340_dwi.Arcuate_Fasciculus_L.stat.txt	9
total radius of end regions(mm)	27.3763,sub-10340_dwi.Arcuate_Fasciculus_L.stat.txt	10
total area of end regions(mm^2)	1700.02,sub-10340_dwi.Arcuate_Fasciculus_L.stat.txt	11
irregularity	4.50341,sub-10340_dwi.Arcuate_Fasciculus_L.stat.txt	12
area of end region 1(mm^2)	1044.89,sub-10340_dwi.Arcuate_Fasciculus_L.stat.txt	13
radius of end region 1(mm)	7.24946,sub-10340_dwi.Arcuate_Fasciculus_L.stat.txt	14
irregularity of end region 1	0.158013,sub-10340_dwi.Arcuate_Fasciculus_L.stat.txt	15
area of end region 2(mm^2)	655.135,sub-10340_dwi.Arcuate_Fasciculus_L.stat.txt	16
radius of end region 2(mm)	20.1268,sub-10340_dwi.Arcuate_Fasciculus_L.stat.txt	17
irregularity of end region 2	1.94254,sub-10340_dwi.Arcuate_Fasciculus_L.stat.txt	18
qa	0.149131,sub-10340_dwi.Arcuate_Fasciculus_L.stat.txt	19
dti_fa	0.487045,sub-10340_dwi.Arcuate_Fasciculus_L.stat.txt	20
md	0.807482,sub-10340_dwi.Arcuate_Fasciculus_L.stat.txt	21
ad	1.26342,sub-10340_dwi.Arcuate_Fasciculus_L.stat.txt	22
rd	0.579513,sub-10340_dwi.Arcuate_Fasciculus_L.stat.txt	23
iso	0.305926,sub-10340_dwi.Arcuate_Fasciculus_L.stat.txt	24
rdi	0.213614,sub-10340_dwi.Arcuate_Fasciculus_L.stat.txt	25
nrdi02L	0.27368,sub-10340_dwi.Arcuate_Fasciculus_L.stat.txt	26
nrdi04L	0.107355,sub-10340_dwi.Arcuate_Fasciculus_L.stat.txt	27
nrdi06L	0.0164439,sub-10340_dwi.Arcuate_Fasciculus_L.stat.txt	28
,sub-10340_dwi.Arcuate_Fasciculus_L.stat.txt	29
number of tracts	9418,sub-10345_dwi.Arcuate_Fasciculus_L.stat.txt	0
mean length(mm)	135.416,sub-10345_dwi.Arcuate_Fasciculus_L.stat.txt	1
span(mm)	35.0552,sub-10345_dwi.Arcuate_Fasciculus_L.stat.txt	2
curl	3.86293,sub-10345_dwi.Arcuate_Fasciculus_L.stat.txt	3
elongation	12.2461,sub-10345_dwi.Arcuate_Fasciculus_L.stat.txt	4
diameter(mm)	11.0579,sub-10345_dwi.Arcuate_Fasciculus_L.stat.txt	5
volume(mm^3)	13004.8,sub-10345_dwi.Arcuate_Fasciculus_L.stat.txt	6
trunk volume(mm^3)	12042.1,sub-10345_dwi.Arcuate_Fasciculus_L.stat.txt	7
branch volume(mm^3)	962.628,sub-10345_dwi.Arcuate_Fasciculus_L.stat.txt	8
total surface area(mm^2)	24348.7,sub-10345_dwi.Arcuate_Fasciculus_L.stat.txt	9
total radius of end regions(mm)	13.8071,sub-10345_dwi.Arcuate_Fasciculus_L.stat.txt	10
total area of end regions(mm^2)	1806.76,sub-10345_dwi.Arcuate_Fasciculus_L.stat.txt	11
irregularity	5.17589,sub-10345_dwi.Arcuate_Fasciculus_L.stat.txt	12
area of end region 1(mm^2)	843.156,sub-10345_dwi.Arcuate_Fasciculus_L.stat.txt	13
radius of end region 1(mm)	7.21562,sub-10345_dwi.Arcuate_Fasciculus_L.stat.txt	14
irregularity of end region 1	0.193994,sub-10345_dwi.Arcuate_Fasciculus_L.stat.txt	15
area of end region 2(mm^2)	963.607,sub-10345_dwi.Arcuate_Fasciculus_L.stat.txt	16
radius of end region 2(mm)	6.59144,sub-10345_dwi.Arcuate_Fasciculus_L.stat.txt	17
irregularity of end region 2	0.141648,sub-10345_dwi.Arcuate_Fasciculus_L.stat.txt	18
qa	0.300347,sub-10345_dwi.Arcuate_Fasciculus_L.stat.txt	19
dti_fa	0.529329,sub-10345_dwi.Arcuate_Fasciculus_L.stat.txt	20
md	0.716676,sub-10345_dwi.Arcuate_Fasciculus_L.stat.txt	21
ad	1.17078,sub-10345_dwi.Arcuate_Fasciculus_L.stat.txt	22
rd	0.489626,sub-10345_dwi.Arcuate_Fasciculus_L.stat.txt	23
iso	0.604817,sub-10345_dwi.Arcuate_Fasciculus_L.stat.txt	24
rdi	0.423279,sub-10345_dwi.Arcuate_Fasciculus_L.stat.txt	25
nrdi02L	0.54161,sub-10345_dwi.Arcuate_Fasciculus_L.stat.txt	26
nrdi04L	0.212124,sub-10345_dwi.Arcuate_Fasciculus_L.stat.txt	27
nrdi06L	0.0322133,sub-10345_dwi.Arcuate_Fasciculus_L.stat.txt	28
,sub-10345_dwi.Arcuate_Fasciculus_L.stat.txt	29
number of tracts	11723,sub-10347_dwi.Arcuate_Fasciculus_L.stat.txt	0
mean length(mm)	118.729,sub-10347_dwi.Arcuate_Fasciculus_L.stat.txt	1
span(mm)	26.5364,sub-10347_dwi.Arcuate_Fasciculus_L.stat.txt	2
curl	4.47421,sub-10347_dwi.Arcuate_Fasciculus_L.stat.txt	3
elongation	8.35965,sub-10347_dwi.Arcuate_Fasciculus_L.stat.txt	4
diameter(mm)	14.2027,sub-10347_dwi.Arcuate_Fasciculus_L.stat.txt	5
volume(mm^3)	18809.9,sub-10347_dwi.Arcuate_Fasciculus_L.stat.txt	6
trunk volume(mm^3)	11127.5,sub-10347_dwi.Arcuate_Fasciculus_L.stat.txt	7
branch volume(mm^3)	7682.41,sub-10347_dwi.Arcuate_Fasciculus_L.stat.txt	8
total surface area(mm^2)	36805.1,sub-10347_dwi.Arcuate_Fasciculus_L.stat.txt	9
total radius of end regions(mm)	24.1166,sub-10347_dwi.Arcuate_Fasciculus_L.stat.txt	10
total area of end regions(mm^2)	3302.12,sub-10347_dwi.Arcuate_Fasciculus_L.stat.txt	11
irregularity	6.94753,sub-10347_dwi.Arcuate_Fasciculus_L.stat.txt	12
area of end region 1(mm^2)	2107.4,sub-10347_dwi.Arcuate_Fasciculus_L.stat.txt	13
radius of end region 1(mm)	16.6312,sub-10347_dwi.Arcuate_Fasciculus_L.stat.txt	14
irregularity of end region 1	0.412334,sub-10347_dwi.Arcuate_Fasciculus_L.stat.txt	15
area of end region 2(mm^2)	1194.72,sub-10347_dwi.Arcuate_Fasciculus_L.stat.txt	16
radius of end region 2(mm)	7.4854,sub-10347_dwi.Arcuate_Fasciculus_L.stat.txt	17
irregularity of end region 2	0.147338,sub-10347_dwi.Arcuate_Fasciculus_L.stat.txt	18
qa	0.164113,sub-10347_dwi.Arcuate_Fasciculus_L.stat.txt	19
dti_fa	0.461328,sub-10347_dwi.Arcuate_Fasciculus_L.stat.txt	20
md	0.80362,sub-10347_dwi.Arcuate_Fasciculus_L.stat.txt	21
ad	1.23391,sub-10347_dwi.Arcuate_Fasciculus_L.stat.txt	22
rd	0.588475,sub-10347_dwi.Arcuate_Fasciculus_L.stat.txt	23
iso	0.346911,sub-10347_dwi.Arcuate_Fasciculus_L.stat.txt	24
rdi	0.241679,sub-10347_dwi.Arcuate_Fasciculus_L.stat.txt	25
nrdi02L	0.309649,sub-10347_dwi.Arcuate_Fasciculus_L.stat.txt	26
nrdi04L	0.121471,sub-10347_dwi.Arcuate_Fasciculus_L.stat.txt	27
nrdi06L	0.0186112,sub-10347_dwi.Arcuate_Fasciculus_L.stat.txt	28
,sub-10347_dwi.Arcuate_Fasciculus_L.stat.txt	29
number of tracts	13137,sub-10356_dwi.Arcuate_Fasciculus_L.stat.txt	0
mean length(mm)	119.863,sub-10356_dwi.Arcuate_Fasciculus_L.stat.txt	1
span(mm)	26.9584,sub-10356_dwi.Arcuate_Fasciculus_L.stat.txt	2
curl	4.44623,sub-10356_dwi.Arcuate_Fasciculus_L.stat.txt	3
elongation	8.00031,sub-10356_dwi.Arcuate_Fasciculus_L.stat.txt	4
diameter(mm)	14.9823,sub-10356_dwi.Arcuate_Fasciculus_L.stat.txt	5
volume(mm^3)	21131.8,sub-10356_dwi.Arcuate_Fasciculus_L.stat.txt	6
trunk volume(mm^3)	12945,sub-10356_dwi.Arcuate_Fasciculus_L.stat.txt	7
branch volume(mm^3)	8186.74,sub-10356_dwi.Arcuate_Fasciculus_L.stat.txt	8
total surface area(mm^2)	37901.9,sub-10356_dwi.Arcuate_Fasciculus_L.stat.txt	9
total radius of end regions(mm)	20.3048,sub-10356_dwi.Arcuate_Fasciculus_L.stat.txt	10
total area of end regions(mm^2)	3518.54,sub-10356_dwi.Arcuate_Fasciculus_L.stat.txt	11
irregularity	6.71807,sub-10356_dwi.Arcuate_Fasciculus_L.stat.txt	12
area of end region 1(mm^2)	2457.98,sub-10356_dwi.Arcuate_Fasciculus_L.stat.txt	13
radius of end region 1(mm)	12.7278,sub-10356_dwi.Arcuate_Fasciculus_L.stat.txt	14
irregularity of end region 1	0.207052,sub-10356_dwi.Arcuate_Fasciculus_L.stat.txt	15
area of end region 2(mm^2)	1060.55,sub-10356_dwi.Arcuate_Fasciculus_L.stat.txt	16
radius of end region 2(mm)	7.577,sub-10356_dwi.Arcuate_Fasciculus_L.stat.txt	17
irregularity of end region 2	0.170064,sub-10356_dwi.Arcuate_Fasciculus_L.stat.txt	18
qa	0.230181,sub-10356_dwi.Arcuate_Fasciculus_L.stat.txt	19
dti_fa	0.48169,sub-10356_dwi.Arcuate_Fasciculus_L.stat.txt	20
md	0.795572,sub-10356_dwi.Arcuate_Fasciculus_L.stat.txt	21
ad	1.23183,sub-10356_dwi.Arcuate_Fasciculus_L.stat.txt	22
rd	0.577443,sub-10356_dwi.Arcuate_Fasciculus_L.stat.txt	23
iso	0.481059,sub-10356_dwi.Arcuate_Fasciculus_L.stat.txt	24
rdi	0.334395,sub-10356_dwi.Arcuate_Fasciculus_L.stat.txt	25
nrdi02L	0.428553,sub-10356_dwi.Arcuate_Fasciculus_L.stat.txt	26
nrdi04L	0.168169,sub-10356_dwi.Arcuate_Fasciculus_L.stat.txt	27
nrdi06L	0.0258113,sub-10356_dwi.Arcuate_Fasciculus_L.stat.txt	28
,sub-10356_dwi.Arcuate_Fasciculus_L.stat.txt	29
number of tracts	13184,sub-10361_dwi.Arcuate_Fasciculus_L.stat.txt	0
mean length(mm)	113.729,sub-10361_dwi.Arcuate_Fasciculus_L.stat.txt	1
span(mm)	27.5773,sub-10361_dwi.Arcuate_Fasciculus_L.stat.txt	2
curl	4.12403,sub-10361_dwi.Arcuate_Fasciculus_L.stat.txt	3
elongation	6.71814,sub-10361_dwi.Arcuate_Fasciculus_L.stat.txt	4
diameter(mm)	16.9287,sub-10361_dwi.Arcuate_Fasciculus_L.stat.txt	5
volume(mm^3)	25598.3,sub-10361_dwi.Arcuate_Fasciculus_L.stat.txt	6
trunk volume(mm^3)	22046.4,sub-10361_dwi.Arcuate_Fasciculus_L.stat.txt	7
branch volume(mm^3)	3551.83,sub-10361_dwi.Arcuate_Fasciculus_L.stat.txt	8
total surface area(mm^2)	40423.5,sub-10361_dwi.Arcuate_Fasciculus_L.stat.txt	9
total radius of end regions(mm)	20.1689,sub-10361_dwi.Arcuate_Fasciculus_L.stat.txt	10
total area of end regions(mm^2)	4037.55,sub-10361_dwi.Arcuate_Fasciculus_L.stat.txt	11
irregularity	6.68325,sub-10361_dwi.Arcuate_Fasciculus_L.stat.txt	12
area of end region 1(mm^2)	2418.81,sub-10361_dwi.Arcuate_Fasciculus_L.stat.txt	13
radius of end region 1(mm)	12.359,sub-10361_dwi.Arcuate_Fasciculus_L.stat.txt	14
irregularity of end region 1	0.198387,sub-10361_dwi.Arcuate_Fasciculus_L.stat.txt	15
area of end region 2(mm^2)	1618.74,sub-10361_dwi.Arcuate_Fasciculus_L.stat.txt	16
radius of end region 2(mm)	7.80987,sub-10361_dwi.Arcuate_Fasciculus_L.stat.txt	17
irregularity of end region 2	0.118375,sub-10361_dwi.Arcuate_Fasciculus_L.stat.txt	18
qa	0.18638,sub-10361_dwi.Arcuate_Fasciculus_L.stat.txt	19
dti_fa	0.475849,sub-10361_dwi.Arcuate_Fasciculus_L.stat.txt	20
md	0.75994,sub-10361_dwi.Arcuate_Fasciculus_L.stat.txt	21
ad	1.16587,sub-10361_dwi.Arcuate_Fasciculus_L.stat.txt	22
rd	0.556974,sub-10361_dwi.Arcuate_Fasciculus_L.stat.txt	23
iso	0.415865,sub-10361_dwi.Arcuate_Fasciculus_L.stat.txt	24
rdi	0.286995,sub-10361_dwi.Arcuate_Fasciculus_L.stat.txt	25
nrdi02L	0.367578,sub-10361_dwi.Arcuate_Fasciculus_L.stat.txt	26
nrdi04L	0.144132,sub-10361_dwi.Arcuate_Fasciculus_L.stat.txt	27
nrdi06L	0.02203,sub-10361_dwi.Arcuate_Fasciculus_L.stat.txt	28
,sub-10361_dwi.Arcuate_Fasciculus_L.stat.txt	29
number of tracts	11186,sub-10376_dwi.Arcuate_Fasciculus_L.stat.txt	0
mean length(mm)	105.96,sub-10376_dwi.Arcuate_Fasciculus_L.stat.txt	1
span(mm)	29.984,sub-10376_dwi.Arcuate_Fasciculus_L.stat.txt	2
curl	3.53389,sub-10376_dwi.Arcuate_Fasciculus_L.stat.txt	3
elongation	7.13205,sub-10376_dwi.Arcuate_Fasciculus_L.stat.txt	4
diameter(mm)	14.8569,sub-10376_dwi.Arcuate_Fasciculus_L.stat.txt	5
volume(mm^3)	18369.2,sub-10376_dwi.Arcuate_Fasciculus_L.stat.txt	6
trunk volume(mm^3)	12417.2,sub-10376_dwi.Arcuate_Fasciculus_L.stat.txt	7
branch volume(mm^3)	5952.03,sub-10376_dwi.Arcuate_Fasciculus_L.stat.txt	8
total surface area(mm^2)	31284.9,sub-10376_dwi.Arcuate_Fasciculus_L.stat.txt	9
total radius of end regions(mm)	21.428,sub-10376_dwi.Arcuate_Fasciculus_L.stat.txt	10
total area of end regions(mm^2)	3416.69,sub-10376_dwi.Arcuate_Fasciculus_L.stat.txt	11
irregularity	6.32576,sub-10376_dwi.Arcuate_Fasciculus_L.stat.txt	12
area of end region 1(mm^2)	1417.99,sub-10376_dwi.Arcuate_Fasciculus_L.stat.txt	13
radius of end region 1(mm)	13.2374,sub-10376_dwi.Arcuate_Fasciculus_L.stat.txt	14
irregularity of end region 1	0.388221,sub-10376_dwi.Arcuate_Fasciculus_L.stat.txt	15
area of end region 2(mm^2)	1998.7,sub-10376_dwi.Arcuate_Fasciculus_L.stat.txt	16
radius of end region 2(mm)	8.19062,sub-10376_dwi.Arcuate_Fasciculus_L.stat.txt	17
irregularity of end region 2	0.105447,sub-10376_dwi.Arcuate_Fasciculus_L.stat.txt	18
qa	0.290665,sub-10376_dwi.Arcuate_Fasciculus_L.stat.txt	19
dti_fa	0.452395,sub-10376_dwi.Arcuate_Fasciculus_L.stat.txt	20
md	0.800242,sub-10376_dwi.Arcuate_Fasciculus_L.stat.txt	21
ad	1.21156,sub-10376_dwi.Arcuate_Fasciculus_L.stat.txt	22
rd	0.594581,sub-10376_dwi.Arcuate_Fasciculus_L.stat.txt	23
iso	0.628003,sub-10376_dwi.Arcuate_Fasciculus_L.stat.txt	24
rdi	0.436122,sub-10376_dwi.Arcuate_Fasciculus_L.stat.txt	25
nrdi02L	0.558787,sub-10376_dwi.Arcuate_Fasciculus_L.stat.txt	26
nrdi04L	0.219208,sub-10376_dwi.Arcuate_Fasciculus_L.stat.txt	27
nrdi06L	0.0335897,sub-10376_dwi.Arcuate_Fasciculus_L.stat.txt	28
,sub-10376_dwi.Arcuate_Fasciculus_L.stat.txt	29
number of tracts	13385,sub-10377_dwi.Arcuate_Fasciculus_L.stat.txt	0
mean length(mm)	109.001,sub-10377_dwi.Arcuate_Fasciculus_L.stat.txt	1
span(mm)	33.3682,sub-10377_dwi.Arcuate_Fasciculus_L.stat.txt	2
curl	3.26663,sub-10377_dwi.Arcuate_Fasciculus_L.stat.txt	3
elongation	6.48578,sub-10377_dwi.Arcuate_Fasciculus_L.stat.txt	4
diameter(mm)	16.8062,sub-10377_dwi.Arcuate_Fasciculus_L.stat.txt	5
volume(mm^3)	24180.3,sub-10377_dwi.Arcuate_Fasciculus_L.stat.txt	6
trunk volume(mm^3)	22720.2,sub-10377_dwi.Arcuate_Fasciculus_L.stat.txt	7
branch volume(mm^3)	1460.1,sub-10377_dwi.Arcuate_Fasciculus_L.stat.txt	8
total surface area(mm^2)	39731.2,sub-10377_dwi.Arcuate_Fasciculus_L.stat.txt	9
total radius of end regions(mm)	20.4345,sub-10377_dwi.Arcuate_Fasciculus_L.stat.txt	10
total area of end regions(mm^2)	3988.59,sub-10377_dwi.Arcuate_Fasciculus_L.stat.txt	11
irregularity	6.90367,sub-10377_dwi.Arcuate_Fasciculus_L.stat.txt	12
area of end region 1(mm^2)	2433.5,sub-10377_dwi.Arcuate_Fasciculus_L.stat.txt	13
radius of end region 1(mm)	11.6639,sub-10377_dwi.Arcuate_Fasciculus_L.stat.txt	14
irregularity of end region 1	0.175632,sub-10377_dwi.Arcuate_Fasciculus_L.stat.txt	15
area of end region 2(mm^2)	1555.09,sub-10377_dwi.Arcuate_Fasciculus_L.stat.txt	16
radius of end region 2(mm)	8.77062,sub-10377_dwi.Arcuate_Fasciculus_L.stat.txt	17
irregularity of end region 2	0.155402,sub-10377_dwi.Arcuate_Fasciculus_L.stat.txt	18
qa	0.164041,sub-10377_dwi.Arcuate_Fasciculus_L.stat.txt	19
dti_fa	0.488568,sub-10377_dwi.Arcuate_Fasciculus_L.stat.txt	20
md	0.753622,sub-10377_dwi.Arcuate_Fasciculus_L.stat.txt	21
ad	1.16461,sub-10377_dwi.Arcuate_Fasciculus_L.stat.txt	22
rd	0.548128,sub-10377_dwi.Arcuate_Fasciculus_L.stat.txt	23
iso	0.350669,sub-10377_dwi.Arcuate_Fasciculus_L.stat.txt	24
rdi	0.244231,sub-10377_dwi.Arcuate_Fasciculus_L.stat.txt	25
nrdi02L	0.312792,sub-10377_dwi.Arcuate_Fasciculus_L.stat.txt	26
nrdi04L	0.122643,sub-10377_dwi.Arcuate_Fasciculus_L.stat.txt	27
nrdi06L	0.0187395,sub-10377_dwi.Arcuate_Fasciculus_L.stat.txt	28
,sub-10377_dwi.Arcuate_Fasciculus_L.stat.txt	29
number of tracts	11236,sub-10388_dwi.Arcuate_Fasciculus_L.stat.txt	0
mean length(mm)	103.482,sub-10388_dwi.Arcuate_Fasciculus_L.stat.txt	1
span(mm)	25.2623,sub-10388_dwi.Arcuate_Fasciculus_L.stat.txt	2
curl	4.0963,sub-10388_dwi.Arcuate_Fasciculus_L.stat.txt	3
elongation	6.44411,sub-10388_dwi.Arcuate_Fasciculus_L.stat.txt	4
diameter(mm)	16.0584,sub-10388_dwi.Arcuate_Fasciculus_L.stat.txt	5
volume(mm^3)	20958.4,sub-10388_dwi.Arcuate_Fasciculus_L.stat.txt	6
trunk volume(mm^3)	19139,sub-10388_dwi.Arcuate_Fasciculus_L.stat.txt	7
branch volume(mm^3)	1819.49,sub-10388_dwi.Arcuate_Fasciculus_L.stat.txt	8
total surface area(mm^2)	36274.3,sub-10388_dwi.Arcuate_Fasciculus_L.stat.txt	9
total radius of end regions(mm)	19.6671,sub-10388_dwi.Arcuate_Fasciculus_L.stat.txt	10
total area of end regions(mm^2)	3777.06,sub-10388_dwi.Arcuate_Fasciculus_L.stat.txt	11
irregularity	6.94836,sub-10388_dwi.Arcuate_Fasciculus_L.stat.txt	12
area of end region 1(mm^2)	2474.63,sub-10388_dwi.Arcuate_Fasciculus_L.stat.txt	13
radius of end region 1(mm)	12.7315,sub-10388_dwi.Arcuate_Fasciculus_L.stat.txt	14
irregularity of end region 1	0.205777,sub-10388_dwi.Arcuate_Fasciculus_L.stat.txt	15
area of end region 2(mm^2)	1302.44,sub-10388_dwi.Arcuate_Fasciculus_L.stat.txt	16
radius of end region 2(mm)	6.93563,sub-10388_dwi.Arcuate_Fasciculus_L.stat.txt	17
irregularity of end region 2	0.116029,sub-10388_dwi.Arcuate_Fasciculus_L.stat.txt	18
qa	0.267943,sub-10388_dwi.Arcuate_Fasciculus_L.stat.txt	19
dti_fa	0.464011,sub-10388_dwi.Arcuate_Fasciculus_L.stat.txt	20
md	0.782675,sub-10388_dwi.Arcuate_Fasciculus_L.stat.txt	21
ad	1.18916,sub-10388_dwi.Arcuate_Fasciculus_L.stat.txt	22
rd	0.579434,sub-10388_dwi.Arcuate_Fasciculus_L.stat.txt	23
iso	0.568728,sub-10388_dwi.Arcuate_Fasciculus_L.stat.txt	24
rdi	0.396883,sub-10388_dwi.Arcuate_Fasciculus_L.stat.txt	25
nrdi02L	0.508456,sub-10388_dwi.Arcuate_Fasciculus_L.stat.txt	26
nrdi04L	0.199438,sub-10388_dwi.Arcuate_Fasciculus_L.stat.txt	27
nrdi06L	0.0305383,sub-10388_dwi.Arcuate_Fasciculus_L.stat.txt	28
,sub-10388_dwi.Arcuate_Fasciculus_L.stat.txt	29
number of tracts	11342,sub-10429_dwi.Arcuate_Fasciculus_L.stat.txt	0
mean length(mm)	122.982,sub-10429_dwi.Arcuate_Fasciculus_L.stat.txt	1
span(mm)	24.8485,sub-10429_dwi.Arcuate_Fasciculus_L.stat.txt	2
curl	4.94927,sub-10429_dwi.Arcuate_Fasciculus_L.stat.txt	3
elongation	7.95869,sub-10429_dwi.Arcuate_Fasciculus_L.stat.txt	4
diameter(mm)	15.4526,sub-10429_dwi.Arcuate_Fasciculus_L.stat.txt	5
volume(mm^3)	23063.9,sub-10429_dwi.Arcuate_Fasciculus_L.stat.txt	6
trunk volume(mm^3)	17630.9,sub-10429_dwi.Arcuate_Fasciculus_L.stat.txt	7
branch volume(mm^3)	5433.02,sub-10429_dwi.Arcuate_Fasciculus_L.stat.txt	8
total surface area(mm^2)	39917.2,sub-10429_dwi.Arcuate_Fasciculus_L.stat.txt	9
total radius of end regions(mm)	21.0685,sub-10429_dwi.Arcuate_Fasciculus_L.stat.txt	10
total area of end regions(mm^2)	3027.92,sub-10429_dwi.Arcuate_Fasciculus_L.stat.txt	11
irregularity	6.68603,sub-10429_dwi.Arcuate_Fasciculus_L.stat.txt	12
area of end region 1(mm^2)	1786.2,sub-10429_dwi.Arcuate_Fasciculus_L.stat.txt	13
radius of end region 1(mm)	12.9532,sub-10429_dwi.Arcuate_Fasciculus_L.stat.txt	14
irregularity of end region 1	0.295105,sub-10429_dwi.Arcuate_Fasciculus_L.stat.txt	15
area of end region 2(mm^2)	1241.72,sub-10429_dwi.Arcuate_Fasciculus_L.stat.txt	16
radius of end region 2(mm)	8.11523,sub-10429_dwi.Arcuate_Fasciculus_L.stat.txt	17
irregularity of end region 2	0.16662,sub-10429_dwi.Arcuate_Fasciculus_L.stat.txt	18
qa	0.236959,sub-10429_dwi.Arcuate_Fasciculus_L.stat.txt	19
dti_fa	0.479531,sub-10429_dwi.Arcuate_Fasciculus_L.stat.txt	20
md	0.76299,sub-10429_dwi.Arcuate_Fasciculus_L.stat.txt	21
ad	1.18393,sub-10429_dwi.Arcuate_Fasciculus_L.stat.txt	22
rd	0.552522,sub-10429_dwi.Arcuate_Fasciculus_L.stat.txt	23
iso	0.513406,sub-10429_dwi.Arcuate_Fasciculus_L.stat.txt	24
rdi	0.355754,sub-10429_dwi.Arcuate_Fasciculus_L.stat.txt	25
nrdi02L	0.455569,sub-10429_dwi.Arcuate_Fasciculus_L.stat.txt	26
nrdi04L	0.178599,sub-10429_dwi.Arcuate_Fasciculus_L.stat.txt	27
nrdi06L	0.0272684,sub-10429_dwi.Arcuate_Fasciculus_L.stat.txt	28
,sub-10429_dwi.Arcuate_Fasciculus_L.stat.txt	29
number of tracts	11530,sub-10438_dwi.Arcuate_Fasciculus_L.stat.txt	0
mean length(mm)	105.703,sub-10438_dwi.Arcuate_Fasciculus_L.stat.txt	1
span(mm)	28.3361,sub-10438_dwi.Arcuate_Fasciculus_L.stat.txt	2
curl	3.73031,sub-10438_dwi.Arcuate_Fasciculus_L.stat.txt	3
elongation	6.57791,sub-10438_dwi.Arcuate_Fasciculus_L.stat.txt	4
diameter(mm)	16.0693,sub-10438_dwi.Arcuate_Fasciculus_L.stat.txt	5
volume(mm^3)	21437.3,sub-10438_dwi.Arcuate_Fasciculus_L.stat.txt	6
trunk volume(mm^3)	20518.8,sub-10438_dwi.Arcuate_Fasciculus_L.stat.txt	7
branch volume(mm^3)	918.559,sub-10438_dwi.Arcuate_Fasciculus_L.stat.txt	8
total surface area(mm^2)	32283.8,sub-10438_dwi.Arcuate_Fasciculus_L.stat.txt	9
total radius of end regions(mm)	16.5704,sub-10438_dwi.Arcuate_Fasciculus_L.stat.txt	10
total area of end regions(mm^2)	3345.2,sub-10438_dwi.Arcuate_Fasciculus_L.stat.txt	11
irregularity	6.04995,sub-10438_dwi.Arcuate_Fasciculus_L.stat.txt	12
area of end region 1(mm^2)	1664.77,sub-10438_dwi.Arcuate_Fasciculus_L.stat.txt	13
radius of end region 1(mm)	10.0687,sub-10438_dwi.Arcuate_Fasciculus_L.stat.txt	14
irregularity of end region 1	0.191311,sub-10438_dwi.Arcuate_Fasciculus_L.stat.txt	15
area of end region 2(mm^2)	1680.44,sub-10438_dwi.Arcuate_Fasciculus_L.stat.txt	16
radius of end region 2(mm)	6.50169,sub-10438_dwi.Arcuate_Fasciculus_L.stat.txt	17
irregularity of end region 2	0.0790278,sub-10438_dwi.Arcuate_Fasciculus_L.stat.txt	18
qa	0.0978395,sub-10438_dwi.Arcuate_Fasciculus_L.stat.txt	19
dti_fa	0.44039,sub-10438_dwi.Arcuate_Fasciculus_L.stat.txt	20
md	0.797154,sub-10438_dwi.Arcuate_Fasciculus_L.stat.txt	21
ad	1.18648,sub-10438_dwi.Arcuate_Fasciculus_L.stat.txt	22
rd	0.602493,sub-10438_dwi.Arcuate_Fasciculus_L.stat.txt	23
iso	0.229157,sub-10438_dwi.Arcuate_Fasciculus_L.stat.txt	24
rdi	0.157408,sub-10438_dwi.Arcuate_Fasciculus_L.stat.txt	25
nrdi02L	0.201736,sub-10438_dwi.Arcuate_Fasciculus_L.stat.txt	26
