0,N
total surface area(mm^2)	37308.4,sub-10273_dwi.Arcuate_Fasciculus_L.stat.txt	9
total radius of end regions(mm)	21.0359,sub-10273_dwi.Arcuate_Fasciculus_L.stat.txt	10
total area of end regions(mm^2)	3510.7,sub-10273_dwi.Arcuate_Fasciculus_L.stat.txt	11
irregularity	6.87876,sub-10273_dwi.Arcuate_Fasciculus_L.stat.txt	12
area of end region 1(mm^2)	1919.38,sub-10273_dwi.Arcuate_Fasciculus_L.stat.txt	13
radius of end region 1(mm)	13.0152,sub-10273_dwi.Arcuate_Fasciculus_L.stat.txt	14
irregularity of end region 1	0.277261,sub-10273_dwi.Arcuate_Fasciculus_L.stat.txt	15
area of end region 2(mm^2)	1591.32,sub-10273_dwi.Arcuate_Fasciculus_L.stat.txt	16
radius of end region 2(mm)	8.02078,sub-10273_dwi.Arcuate_Fasciculus_L.stat.txt	17
irregularity of end region 2	0.127006,sub-10273_dwi.Arcuate_Fasciculus_L.stat.txt	18
qa	0.19136,sub-10273_dwi.Arcuate_Fasciculus_L.stat.txt	19
dti_fa	0.445007,sub-10273_dwi.Arcuate_Fasciculus_L.stat.txt	20
md	0.804472,sub-10273_dwi.Arcuate_Fasciculus_L.stat.txt	21
ad	1.1918,sub-10273_dwi.Arcuate_Fasciculus_L.stat.txt	22
rd	0.610807,sub-10273_dwi.Arcuate_Fasciculus_L.stat.txt	23
iso	0.446536,sub-10273_dwi.Arcuate_Fasciculus_L.stat.txt	24
rdi	0.307062,sub-10273_dwi.Arcuate_Fasciculus_L.stat.txt	25
nrdi02L	0.393604,sub-10273_dwi.Arcuate_Fasciculus_L.stat.txt	26
nrdi04L	0.154493,sub-10273_dwi.Arcuate_Fasciculus_L.stat.txt	27
nrdi06L	0.0237445,sub-10273_dwi.Arcuate_Fasciculus_L.stat.txt	28
,sub-10273_dwi.Arcuate_Fasciculus_L.stat.txt	29
number of tracts	10009,sub-10274_dwi.Arcuate_Fasciculus_L.stat.txt	0
mean length(mm)	109.549,sub-10274_dwi.Arcuate_Fasciculus_L.stat.txt	1
span(mm)	25.9536,sub-10274_dwi.Arcuate_Fasciculus_L.stat.txt	2
curl	4.22095,sub-10274_dwi.Arcuate_Fasciculus_L.stat.txt	3
elongation	7.01559,sub-10274_dwi.Arcuate_Fasciculus_L.stat.txt	4
diameter(mm)	15.6151,sub-10274_dwi.Arcuate_Fasciculus_L.stat.txt	5
volume(mm^3)	20979,sub-10274_dwi.Arcuate_Fasciculus_L.stat.txt	6
trunk volume(mm^3)	11964.8,sub-10274_dwi.Arcuate_Fasciculus_L.stat.txt	7
branch volume(mm^3)	9014.23,sub-10274_dwi.Arcuate_Fasciculus_L.stat.txt	8
total surface area(mm^2)	41116.8,sub-10274_dwi.Arcuate_Fasciculus_L.stat.txt	9
total radius of end regions(mm)	23.3284,sub-10274_dwi.Arcuate_Fasciculus_L.stat.txt	10
total area of end regions(mm^2)	3284.49,sub-10274_dwi.Arcuate_Fasciculus_L.stat.txt	11
irregularity	7.651,sub-10274_dwi.Arcuate_Fasciculus_L.stat.txt	12
area of end region 1(mm^2)	1900.77,sub-10274_dwi.Arcuate_Fasciculus_L.stat.txt	13
radius of end region 1(mm)	15.243,sub-10274_dwi.Arcuate_Fasciculus_L.stat.txt	14
irregularity of end region 1	0.384027,sub-10274_dwi.Arcuate_Fasciculus_L.stat.txt	15
area of end region 2(mm^2)	1383.72,sub-10274_dwi.Arcuate_Fasciculus_L.stat.txt	16
radius of end region 2(mm)	8.08543,sub-10274_dwi.Arcuate_Fasciculus_L.stat.txt	17
irregularity of end region 2	0.148426,sub-10274_dwi.Arcuate_Fasciculus_L.stat.txt	18
qa	0.11612,sub-10274_dwi.Arcuate_Fasciculus_L.stat.txt	19
dti_fa	0.471991,sub-10274_dwi.Arcuate_Fasciculus_L.stat.txt	20
md	0.748865,sub-10274_dwi.Arcuate_Fasciculus_L.stat.txt	21
ad	1.14054,sub-10274_dwi.Arcuate_Fasciculus_L.stat.txt	22
rd	0.553027,sub-10274_dwi.Arcuate_Fasciculus_L.stat.txt	23
iso	0.261868,sub-10274_dwi.Arcuate_Fasciculus_L.stat.txt	24
rdi	0.18123,sub-10274_dwi.Arcuate_Fasciculus_L.stat.txt	25
nrdi02L	0.232036,sub-10274_dwi.Arcuate_Fasciculus_L.stat.txt	26
nrdi04L	0.0909459,sub-10274_dwi.Arcuate_Fasciculus_L.stat.txt	27
nrdi06L	0.0138684,sub-10274_dwi.Arcuate_Fasciculus_L.stat.txt	28
,sub-10274_dwi.Arcuate_Fasciculus_L.stat.txt	29
number of tracts	8480,sub-10280_dwi.Arcuate_Fasciculus_L.stat.txt	0
mean length(mm)	77.2719,sub-10280_dwi.Arcuate_Fasciculus_L.stat.txt	1
span(mm)	17.0879,sub-10280_dwi.Arcuate_Fasciculus_L.stat.txt	2
curl	4.52204,sub-10280_dwi.Arcuate_Fasciculus_L.stat.txt	3
elongation	4.91359,sub-10280_dwi.Arcuate_Fasciculus_L.stat.txt	4
diameter(mm)	15.7262,sub-10280_dwi.Arcuate_Fasciculus_L.stat.txt	5
volume(mm^3)	15009.2,sub-10280_dwi.Arcuate_Fasciculus_L.stat.txt	6
trunk volume(mm^3)	12555.8,sub-10280_dwi.Arcuate_Fasciculus_L.stat.txt	7
branch volume(mm^3)	2453.38,sub-10280_dwi.Arcuate_Fasciculus_L.stat.txt	8
total surface area(mm^2)	25054.8,sub-10280_dwi.Arcuate_Fasciculus_L.stat.txt	9
total radius of end regions(mm)	15.8511,sub-10280_dwi.Arcuate_Fasciculus_L.stat.txt	10
total area of end regions(mm^2)	2396.29,sub-10280_dwi.Arcuate_Fasciculus_L.stat.txt	11
irregularity	6.5629,sub-10280_dwi.Arcuate_Fasciculus_L.stat.txt	12
area of end region 1(mm^2)	1076.22,sub-10280_dwi.Arcuate_Fasciculus_L.stat.txt	13
radius of end region 1(mm)	8.86398,sub-10280_dwi.Arcuate_Fasciculus_L.stat.txt	14
irregularity of end region 1	0.229353,sub-10280_dwi.Arcuate_Fasciculus_L.stat.txt	15
area of end region 2(mm^2)	1320.06,sub-10280_dwi.Arcuate_Fasciculus_L.stat.txt	16
radius of end region 2(mm)	6.98708,sub-10280_dwi.Arcuate_Fasciculus_L.stat.txt	17
irregularity of end region 2	0.116184,sub-10280_dwi.Arcuate_Fasciculus_L.stat.txt	18
qa	0.140116,sub-10280_dwi.Arcuate_Fasciculus_L.stat.txt	19
dti_fa	0.399736,sub-10280_dwi.Arcuate_Fasciculus_L.stat.txt	20
md	0.889489,sub-10280_dwi.Arcuate_Fasciculus_L.stat.txt	21
ad	1.24917,sub-10280_dwi.Arcuate_Fasciculus_L.stat.txt	22
rd	0.709646,sub-10280_dwi.Arcuate_Fasciculus_L.stat.txt	23
iso	0.357719,sub-10280_dwi.Arcuate_Fasciculus_L.stat.txt	24
rdi	0.242122,sub-10280_dwi.Arcuate_Fasciculus_L.stat.txt	25
nrdi02L	0.311123,sub-10280_dwi.Arcuate_Fasciculus_L.stat.txt	26
nrdi04L	0.122483,sub-10280_dwi.Arcuate_Fasciculus_L.stat.txt	27
nrdi06L	0.0191328,sub-10280_dwi.Arcuate_Fasciculus_L.stat.txt	28
,sub-10280_dwi.Arcuate_Fasciculus_L.stat.txt	29
number of tracts	12827,sub-10290_dwi.Arcuate_Fasciculus_L.stat.txt	0
mean length(mm)	110.215,sub-10290_dwi.Arcuate_Fasciculus_L.stat.txt	1
span(mm)	32.2993,sub-10290_dwi.Arcuate_Fasciculus_L.stat.txt	2
curl	3.41232,sub-10290_dwi.Arcuate_Fasciculus_L.stat.txt	3
elongation	6.5826,sub-10290_dwi.Arcuate_Fasciculus_L.stat.txt	4
diameter(mm)	16.7435,sub-10290_dwi.Arcuate_Fasciculus_L.stat.txt	5
volume(mm^3)	24267.4,sub-10290_dwi.Arcuate_Fasciculus_L.stat.txt	6
trunk volume(mm^3)	24061.8,sub-10290_dwi.Arcuate_Fasciculus_L.stat.txt	7
branch volume(mm^3)	205.646,sub-10290_dwi.Arcuate_Fasciculus_L.stat.txt	8
total surface area(mm^2)	38968.3,sub-10290_dwi.Arcuate_Fasciculus_L.stat.txt	9
total radius of end regions(mm)	18.201,sub-10290_dwi.Arcuate_Fasciculus_L.stat.txt	10
total area of end regions(mm^2)	4321.54,sub-10290_dwi.Arcuate_Fasciculus_L.stat.txt	11
irregularity	6.72161,sub-10290_dwi.Arcuate_Fasciculus_L.stat.txt	12
area of end region 1(mm^2)	2262.13,sub-10290_dwi.Arcuate_Fasciculus_L.stat.txt	13
radius of end region 1(mm)	10.5791,sub-10290_dwi.Arcuate_Fasciculus_L.stat.txt	14
irregularity of end region 1	0.155428,sub-10290_dwi.Arcuate_Fasciculus_L.stat.txt	15
area of end region 2(mm^2)	2059.42,sub-10290_dwi.Arcuate_Fasciculus_L.stat.txt	16
radius of end region 2(mm)	7.62191,sub-10290_dwi.Arcuate_Fasciculus_L.stat.txt	17
irregularity of end region 2	0.0886204,sub-10290_dwi.Arcuate_Fasciculus_L.stat.txt	18
qa	0.278854,sub-10290_dwi.Arcuate_Fasciculus_L.stat.txt	19
dti_fa	0.470056,sub-10290_dwi.Arcuate_Fasciculus_L.stat.txt	20
md	0.75976,sub-10290_dwi.Arcuate_Fasciculus_L.stat.txt	21
ad	1.15641,sub-10290_dwi.Arcuate_Fasciculus_L.stat.txt	22
rd	0.561435,sub-10290_dwi.Arcuate_Fasciculus_L.stat.txt	23
iso	0.617391,sub-10290_dwi.Arcuate_Fasciculus_L.stat.txt	24
rdi	0.427883,sub-10290_dwi.Arcuate_Fasciculus_L.stat.txt	25
nrdi02L	0.548037,sub-10290_dwi.Arcuate_Fasciculus_L.stat.txt	26
nrdi04L	0.214898,sub-10290_dwi.Arcuate_Fasciculus_L.stat.txt	27
nrdi06L	0.0328516,sub-10290_dwi.Arcuate_Fasciculus_L.stat.txt	28
,sub-10290_dwi.Arcuate_Fasciculus_L.stat.txt	29
number of tracts	1580,sub-10292_dwi.Arcuate_Fasciculus_L.stat.txt	0
mean length(mm)	76.0415,sub-10292_dwi.Arcuate_Fasciculus_L.stat.txt	1
span(mm)	23.6624,sub-10292_dwi.Arcuate_Fasciculus_L.stat.txt	2
curl	3.21361,sub-10292_dwi.Arcuate_Fasciculus_L.stat.txt	3
elongation	7.82723,sub-10292_dwi.Arcuate_Fasciculus_L.stat.txt	4
diameter(mm)	9.71499,sub-10292_dwi.Arcuate_Fasciculus_L.stat.txt	5
volume(mm^3)	5636.71,sub-10292_dwi.Arcuate_Fasciculus_L.stat.txt	6
trunk volume(mm^3)	2052.56,sub-10292_dwi.Arcuate_Fasciculus_L.stat.txt	7
branch volume(mm^3)	3584.15,sub-10292_dwi.Arcuate_Fasciculus_L.stat.txt	8
total surface area(mm^2)	13827.4,sub-10292_dwi.Arcuate_Fasciculus_L.stat.txt	9
total radius of end regions(mm)	15.6248,sub-10292_dwi.Arcuate_Fasciculus_L.stat.txt	10
total area of end regions(mm^2)	625.757,sub-10292_dwi.Arcuate_Fasciculus_L.stat.txt	11
irregularity	5.95794,sub-10292_dwi.Arcuate_Fasciculus_L.stat.txt	12
area of end region 1(mm^2)	332.954,sub-10292_dwi.Arcuate_Fasciculus_L.stat.txt	13
radius of end region 1(mm)	10.0712,sub-10292_dwi.Arcuate_Fasciculus_L.stat.txt	14
irregularity of end region 1	0.957035,sub-10292_dwi.Arcuate_Fasciculus_L.stat.txt	15
area of end region 2(mm^2)	292.803,sub-10292_dwi.Arcuate_Fasciculus_L.stat.txt	16
radius of end region 2(mm)	5.55357,sub-10292_dwi.Arcuate_Fasciculus_L.stat.txt	17
irregularity of end region 2	0.330916,sub-10292_dwi.Arcuate_Fasciculus_L.stat.txt	18
qa	0.0705713,sub-10292_dwi.Arcuate_Fasciculus_L.stat.txt	19
dti_fa	0.344748,sub-10292_dwi.Arcuate_Fasciculus_L.stat.txt	20
md	0.840899,sub-10292_dwi.Arcuate_Fasciculus_L.stat.txt	21
ad	1.13567,sub-10292_dwi.Arcuate_Fasciculus_L.stat.txt	22
rd	0.693514,sub-10292_dwi.Arcuate_Fasciculus_L.stat.txt	23
iso	0.221714,sub-10292_dwi.Arcuate_Fasciculus_L.stat.txt	24
rdi	0.146559,sub-10292_dwi.Arcuate_Fasciculus_L.stat.txt	25
nrdi02L	0.188016,sub-10292_dwi.Arcuate_Fasciculus_L.stat.txt	26
nrdi04L	0.0738699,sub-10292_dwi.Arcuate_Fasciculus_L.stat.txt	27
nrdi06L	0.0114146,sub-10292_dwi.Arcuate_Fasciculus_L.stat.txt	28
,sub-10292_dwi.Arcuate_Fasciculus_L.stat.txt	29
number of tracts	12704,sub-10304_dwi.Arcuate_Fasciculus_L.stat.txt	0
mean length(mm)	105.105,sub-10304_dwi.Arcuate_Fasciculus_L.stat.txt	1
span(mm)	28.3619,sub-10304_dwi.Arcuate_Fasciculus_L.stat.txt	2
curl	3.70586,sub-10304_dwi.Arcuate_Fasciculus_L.stat.txt	3
elongation	5.69952,sub-10304_dwi.Arcuate_Fasciculus_L.stat.txt	4
diameter(mm)	18.4411,sub-10304_dwi.Arcuate_Fasciculus_L.stat.txt	5
volume(mm^3)	28072.9,sub-10304_dwi.Arcuate_Fasciculus_L.stat.txt	6
trunk volume(mm^3)	22802.4,sub-10304_dwi.Arcuate_Fasciculus_L.stat.txt	7
branch volume(mm^3)	5270.46,sub-10304_dwi.Arcuate_Fasciculus_L.stat.txt	8
total surface area(mm^2)	49274.2,sub-10304_dwi.Arcuate_Fasciculus_L.stat.txt	9
total radius of end regions(mm)	22.1665,sub-10304_dwi.Arcuate_Fasciculus_L.stat.txt	10
total area of end regions(mm^2)	4734.8,sub-10304_dwi.Arcuate_Fasciculus_L.stat.txt	11
irregularity	8.09205,sub-10304_dwi.Arcuate_Fasciculus_L.stat.txt	12
area of end region 1(mm^2)	3076.88,sub-10304_dwi.Arcuate_Fasciculus_L.stat.txt	13
radius of end region 1(mm)	12.8176,sub-10304_dwi.Arcuate_Fasciculus_L.stat.txt	14
irregularity of end region 1	0.167745,sub-10304_dwi.Arcuate_Fasciculus_L.stat.txt	15
area of end region 2(mm^2)	1657.91,sub-10304_dwi.Arcuate_Fasciculus_L.stat.txt	16
radius of end region 2(mm)	9.34897,sub-10304_dwi.Arcuate_Fasciculus_L.stat.txt	17
irregularity of end region 2	0.165621,sub-10304_dwi.Arcuate_Fasciculus_L.stat.txt	18
qa	0.215741,sub-10304_dwi.Arcuate_Fasciculus_L.stat.txt	19
dti_fa	0.496382,sub-10304_dwi.Arcuate_Fasciculus_L.stat.txt	20
md	0.751134,sub-10304_dwi.Arcuate_Fasciculus_L.stat.txt	21
ad	1.18108,sub-10304_dwi.Arcuate_Fasciculus_L.stat.txt	22
rd	0.536159,sub-10304_dwi.Arcuate_Fasciculus_L.stat.txt	23
iso	0.460969,sub-10304_dwi.Arcuate_Fasciculus_L.stat.txt	24
rdi	0.32001,sub-10304_dwi.Arcuate_Fasciculus_L.stat.txt	25
nrdi02L	0.409698,sub-10304_dwi.Arcuate_Fasciculus_L.stat.txt	26
nrdi04L	0.160569,sub-10304_dwi.Arcuate_Fasciculus_L.stat.txt	27
nrdi06L	0.0244755,sub-10304_dwi.Arcuate_Fasciculus_L.stat.txt	28
,sub-10304_dwi.Arcuate_Fasciculus_L.stat.txt	29
number of tracts	12355,sub-10316_dwi.Arcuate_Fasciculus_L.stat.txt	0
mean length(mm)	96.8287,sub-10316_dwi.Arcuate_Fasciculus_L.stat.txt	1
span(mm)	16.1637,sub-10316_dwi.Arcuate_Fasciculus_L.stat.txt	2
curl	5.99049,sub-10316_dwi.Arcuate_Fasciculus_L.stat.txt	3
elongation	6.45269,sub-10316_dwi.Arcuate_Fasciculus_L.stat.txt	4
diameter(mm)	15.0059,sub-10316_dwi.Arcuate_Fasciculus_L.stat.txt	5
volume(mm^3)	17124.6,sub-10316_dwi.Arcuate_Fasciculus_L.stat.txt	6
trunk volume(mm^3)	12228.2,sub-10316_dwi.Arcuate_Fasciculus_L.stat.txt	7
branch volume(mm^3)	4896.38,sub-10316_dwi.Arcuate_Fasciculus_L.stat.txt	8
total surface area(mm^2)	30519.1,sub-10316_dwi.Arcuate_Fasciculus_L.stat.txt	9
total radius of end regions(mm)	17.5128,sub-10316_dwi.Arcuate_Fasciculus_L.stat.txt	10
total area of end regions(mm^2)	3799.59,sub-10316_dwi.Arcuate_Fasciculus_L.stat.txt	11
irregularity	6.68582,sub-10316_dwi.Arcuate_Fasciculus_L.stat.txt	12
area of end region 1(mm^2)	2816.4,sub-10316_dwi.Arcuate_Fasciculus_L.stat.txt	13
radius of end region 1(mm)	11.2588,sub-10316_dwi.Arcuate_Fasciculus_L.stat.txt	14
irregularity of end region 1	0.141396,sub-10316_dwi.Arcuate_Fasciculus_L.stat.txt	15
area of end region 2(mm^2)	983.192,sub-10316_dwi.Arcuate_Fasciculus_L.stat.txt	16
radius of end region 2(mm)	6.25408,sub-10316_dwi.Arcuate_Fasciculus_L.stat.txt	17
irregularity of end region 2	0.124979,sub-10316_dwi.Arcuate_Fasciculus_L.stat.txt	18
qa	0.172231,sub-10316_dwi.Arcuate_Fasciculus_L.stat.txt	19
dti_fa	0.48827,sub-10316_dwi.Arcuate_Fasciculus_L.stat.txt	20
md	0.72085,sub-10316_dwi.Arcuate_Fasciculus_L.stat.txt	21
ad	1.11238,sub-10316_dwi.Arcuate_Fasciculus_L.stat.txt	22
rd	0.525083,sub-10316_dwi.Arcuate_Fasciculus_L.stat.txt	23
iso	0.388519,sub-10316_dwi.Arcuate_Fasciculus_L.stat.txt	24
rdi	0.269349,sub-10316_dwi.Arcuate_Fasciculus_L.stat.txt	25
nrdi02L	0.344712,sub-10316_dwi.Arcuate_Fasciculus_L.stat.txt	26
nrdi04L	0.135039,sub-10316_dwi.Arcuate_Fasciculus_L.stat.txt	27
nrdi06L	0.0205329,sub-10316_dwi.Arcuate_Fasciculus_L.stat.txt	28
,sub-10316_dwi.Arcuate_Fasciculus_L.stat.txt	29
number of tracts	12165,sub-10321_dwi.Arcuate_Fasciculus_L.stat.txt	0
mean length(mm)	116.229,sub-10321_dwi.Arcuate_Fasciculus_L.stat.txt	1
span(mm)	34.095,sub-10321_dwi.Arcuate_Fasciculus_L.stat.txt	2
curl	3.40897,sub-10321_dwi.Arcuate_Fasciculus_L.stat.txt	3
elongation	7.37164,sub-10321_dwi.Arcuate_Fasciculus_L.stat.txt	4
diameter(mm)	15.7671,sub-10321_dwi.Arcuate_Fasciculus_L.stat.txt	5
volume(mm^3)	22693.7,sub-10321_dwi.Arcuate_Fasciculus_L.stat.txt	6
trunk volume(mm^3)	20738.1,sub-10321_dwi.Arcuate_Fasciculus_L.stat.txt	7
branch volume(mm^3)	1955.61,sub-10321_dwi.Arcuate_Fasciculus_L.stat.txt	8
total surface area(mm^2)	37885.2,sub-10321_dwi.Arcuate_Fasciculus_L.stat.txt	9
total radius of end regions(mm)	21.2666,sub-10321_dwi.Arcuate_Fasciculus_L.stat.txt	10
total area of end regions(mm^2)	3283.51,sub-10321_dwi.Arcuate_Fasciculus_L.stat.txt	11
irregularity	6.58044,sub-10321_dwi.Arcuate_Fasciculus_L.stat.txt	12
area of end region 1(mm^2)	1468.91,sub-10321_dwi.Arcuate_Fasciculus_L.stat.txt	13
radius of end region 1(mm)	9.7689,sub-10321_dwi.Arcuate_Fasciculus_L.stat.txt	14
irregularity of end region 1	0.204101,sub-10321_dwi.Arcuate_Fasciculus_L.stat.txt	15
area of end region 2(mm^2)	1814.6,sub-10321_dwi.Arcuate_Fasciculus_L.stat.txt	16
radius of end region 2(mm)	11.4977,sub-10321_dwi.Arcuate_Fasciculus_L.stat.txt	17
irregularity of end region 2	0.228872,sub-10321_dwi.Arcuate_Fasciculus_L.stat.txt	18
qa	0.143766,sub-10321_dwi.Arcuate_Fasciculus_L.stat.txt	19
dti_fa	0.49817,sub-10321_dwi.Arcuate_Fasciculus_L.stat.txt	20
md	0.754887,sub-10321_dwi.Arcuate_Fasciculus_L.stat.txt	21
ad	1.18973,sub-10321_dwi.Arcuate_Fasciculus_L.stat.txt	22
rd	0.537463,sub-10321_dwi.Arcuate_Fasciculus_L.stat.txt	23
iso	0.300494,sub-10321_dwi.Arcuate_Fasciculus_L.stat.txt	24
rdi	0.209561,sub-10321_dwi.Arcuate_Fasciculus_L.stat.txt	25
nrdi02L	0.268307,sub-10321_dwi.Arcuate_Fasciculus_L.stat.txt	26
nrdi04L	0.105161,sub-10321_dwi.Arcuate_Fasciculus_L.stat.txt	27
nrdi06L	0.0160351,sub-10321_dwi.Arcuate_Fasciculus_L.stat.txt	28
,sub-10321_dwi.Arcuate_Fasciculus_L.stat.txt	29
number of tracts	11754,sub-10325_dwi.Arcuate_Fasciculus_L.stat.txt	0
mean length(mm)	100.97,sub-10325_dwi.Arcuate_Fasciculus_L.stat.txt	1
span(mm)	31.2949,sub-10325_dwi.Arcuate_Fasciculus_L.stat.txt	2
curl	3.2264,sub-10325_dwi.Arcuate_Fasciculus_L.stat.txt	3
elongation	6.50292,sub-10325_dwi.Arcuate_Fasciculus_L.stat.txt	4
diameter(mm)	15.5269,sub-10325_dwi.Arcuate_Fasciculus_L.stat.txt	5
volume(mm^3)	19118.4,sub-10325_dwi.Arcuate_Fasciculus_L.stat.txt	6
trunk volume(mm^3)	15797.7,sub-10325_dwi.Arcuate_Fasciculus_L.stat.txt	7
branch volume(mm^3)	3320.72,sub-10325_dwi.Arcuate_Fasciculus_L.stat.txt	8
total surface area(mm^2)	32231.9,sub-10325_dwi.Arcuate_Fasciculus_L.stat.txt	9
total radius of end regions(mm)	19.2717,sub-10325_dwi.Arcuate_Fasciculus_L.stat.txt	10
total area of end regions(mm^2)	3777.06,sub-10325_dwi.Arcuate_Fasciculus_L.stat.txt	11
irregularity	6.54423,sub-10325_dwi.Arcuate_Fasciculus_L.stat.txt	12
area of end region 1(mm^2)	2122.09,sub-10325_dwi.Arcuate_Fasciculus_L.stat.txt	13
radius of end region 1(mm)	9.72401,sub-10325_dwi.Arcuate_Fasciculus_L.stat.txt	14
irregularity of end region 1	0.139984,sub-10325_dwi.Arcuate_Fasciculus_L.stat.txt	15
area of end region 2(mm^2)	1654.97,sub-10325_dwi.Arcuate_Fasciculus_L.stat.txt	16
radius of end region 2(mm)	9.5477,sub-10325_dwi.Arcuate_Fasciculus_L.stat.txt	17
irregularity of end region 2	0.173044,sub-10325_dwi.Arcuate_Fasciculus_L.stat.txt	18
qa	0.235021,sub-10325_dwi.Arcuate_Fasciculus_L.stat.txt	19
dti_fa	0.501539,sub-10325_dwi.Arcuate_Fasciculus_L.stat.txt	20
md	0.731117,sub-10325_dwi.Arcuate_Fasciculus_L.stat.txt	21
ad	1.15626,sub-10325_dwi.Arcuate_Fasciculus_L.stat.txt	22
rd	0.518545,sub-10325_dwi.Arcuate_Fasciculus_L.stat.txt	23
iso	0.492442,sub-10325_dwi.Arcuate_Fasciculus_L.stat.txt	24
rdi	0.343631,sub-10325_dwi.Arcuate_Fasciculus_L.stat.txt	25
nrdi02L	0.439901,sub-10325_dwi.Arcuate_Fasciculus_L.stat.txt	26
nrdi04L	0.172388,sub-10325_dwi.Arcuate_Fasciculus_L.stat.txt	27
nrdi06L	0.0262617,sub-10325_dwi.Arcuate_Fasciculus_L.stat.txt	28
,sub-10325_dwi.Arcuate_Fasciculus_L.stat.txt	29
number of tracts	14651,sub-10329_dwi.Arcuate_Fasciculus_L.stat.txt	0
mean length(mm)	124.345,sub-10329_dwi.Arcuate_Fasciculus_L.stat.txt	1
span(mm)	30.147,sub-10329_dwi.Arcuate_Fasciculus_L.stat.txt	2
curl	4.12462,sub-10329_dwi.Arcuate_Fasciculus_L.stat.txt	3
elongation	7.6901,sub-10329_dwi.Arcuate_Fasciculus_L.stat.txt	4
diameter(mm)	16.1695,sub-10329_dwi.Arcuate_Fasciculus_L.stat.txt	5
volume(mm^3)	25533.6,sub-10329_dwi.Arcuate_Fasciculus_L.stat.txt	6
trunk volume(mm^3)	19248.6,sub-10329_dwi.Arcuate_Fasciculus_L.stat.txt	7
branch volume(mm^3)	6284.99,sub-10329_dwi.Arcuate_Fasciculus_L.stat.txt	8
total surface area(mm^2)	39886.9,sub-10329_dwi.Arcuate_Fasciculus_L.stat.txt	9
total radius of end regions(mm)	19.5177,sub-10329_dwi.Arcuate_Fasciculus_L.stat.txt	10
total area of end regions(mm^2)	4080.64,sub-10329_dwi.Arcuate_Fasciculus_L.stat.txt	11
irregularity	6.31472,sub-10329_dwi.Arcuate_Fasciculus_L.stat.txt	12
area of end region 1(mm^2)	2182.8,sub-10329_dwi.Arcuate_Fasciculus_L.stat.txt	13
radius of end region 1(mm)	11.686,sub-10329_dwi.Arcuate_Fasciculus_L.stat.txt	14
irregularity of end region 1	0.196548,sub-10329_dwi.Arcuate_Fasciculus_L.stat.txt	15
area of end region 2(mm^2)	1897.84,sub-10329_dwi.Arcuate_Fasciculus_L.stat.txt	16
radius of end region 2(mm)	7.83169,sub-10329_dwi.Arcuate_Fasciculus_L.stat.txt	17
irregularity of end region 2	0.101532,sub-10329_dwi.Arcuate_Fasciculus_L.stat.txt	18
qa	0.231608,sub-10329_dwi.Arcuate_Fasciculus_L.stat.txt	19
dti_fa	0.486593,sub-10329_dwi.Arcuate_Fasciculus_L.stat.txt	20
md	0.788654,sub-10329_dwi.Arcuate_Fasciculus_L.stat.txt	21
ad	1.23405,sub-10329_dwi.Arcuate_Fasciculus_L.stat.txt	22
rd	0.565957,sub-10329_dwi.Arcuate_Fasciculus_L.stat.txt	23
iso	0.496372,sub-10329_dwi.Arcuate_Fasciculus_L.stat.txt	24
rdi	0.343752,sub-10329_dwi.Arcuate_Fasciculus_L.stat.txt	25
nrdi02L	0.44041,sub-10329_dwi.Arcuate_Fasciculus_L.stat.txt	26
nrdi04L	0.172758,sub-10329_dwi.Arcuate_Fasciculus_L.stat.txt	27
nrdi06L	0.0264623,sub-10329_dwi.Arcuate_Fasciculus_L.stat.txt	28
,sub-10329_dwi.Arcuate_Fasciculus_L.stat.txt	29
number of tracts	10580,sub-10339_dwi.Arcuate_Fasciculus_L.stat.txt	0
mean length(mm)	116.951,sub-10339_dwi.Arcuate_Fasciculus_L.stat.txt	1
span(mm)	21.3888,sub-10339_dwi.Arcuate_Fasciculus_L.stat.txt	2
curl	5.46784,sub-10339_dwi.Arcuate_Fasciculus_L.stat.txt	3
elongation	8.79002,sub-10339_dwi.Arcuate_Fasciculus_L.stat.txt	4
diameter(mm)	13.3049,sub-10339_dwi.Arcuate_Fasciculus_L.stat.txt	5
volume(mm^3)	16259.9,sub-10339_dwi.Arcuate_Fasciculus_L.stat.txt	6
trunk volume(mm^3)	13170.3,sub-10339_dwi.Arcuate_Fasciculus_L.stat.txt	7
branch volume(mm^3)	3089.61,sub-10339_dwi.Arcuate_Fasciculus_L.stat.txt	8
total surface area(mm^2)	29835.6,sub-10339_dwi.Arcuate_Fasciculus_L.stat.txt	9
total radius of end regions(mm)	19.2736,sub-10339_dwi.Arcuate_Fasciculus_L.stat.txt	10
total area of end regions(mm^2)	2631.31,sub-10339_dwi.Arcuate_Fasciculus_L.stat.txt	11
irregularity	6.10337,sub-10339_dwi.Arcuate_Fasciculus_L.stat.txt	12
area of end region 1(mm^2)	1377.84,sub-10339_dwi.Arcuate_Fasciculus_L.stat.txt	13
radius of end region 1(mm)	12.1503,sub-10339_dwi.Arcuate_Fasciculus_L.stat.txt	14
irregularity of end region 1	0.336611,sub-10339_dwi.Arcuate_Fasciculus_L.stat.txt	15
area of end region 2(mm^2)	1253.47,sub-10339_dwi.Arcuate_Fasciculus_L.stat.txt	16
