0,N
total surface area(mm^2)	45440.3,sub-10273_dwi.Arcuate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	22.7753,sub-10273_dwi.Arcuate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	3302.12,sub-10273_dwi.Arcuate_Fasciculus_R.stat.txt	11
irregularity	7.82471,sub-10273_dwi.Arcuate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	2064.31,sub-10273_dwi.Arcuate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	15.056,sub-10273_dwi.Arcuate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.34498,sub-10273_dwi.Arcuate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	1237.8,sub-10273_dwi.Arcuate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	7.71929,sub-10273_dwi.Arcuate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.151235,sub-10273_dwi.Arcuate_Fasciculus_R.stat.txt	18
qa	0.218933,sub-10273_dwi.Arcuate_Fasciculus_R.stat.txt	19
dti_fa	0.475442,sub-10273_dwi.Arcuate_Fasciculus_R.stat.txt	20
md	0.771524,sub-10273_dwi.Arcuate_Fasciculus_R.stat.txt	21
ad	1.17751,sub-10273_dwi.Arcuate_Fasciculus_R.stat.txt	22
rd	0.56853,sub-10273_dwi.Arcuate_Fasciculus_R.stat.txt	23
iso	0.489282,sub-10273_dwi.Arcuate_Fasciculus_R.stat.txt	24
rdi	0.338551,sub-10273_dwi.Arcuate_Fasciculus_R.stat.txt	25
nrdi02L	0.433729,sub-10273_dwi.Arcuate_Fasciculus_R.stat.txt	26
nrdi04L	0.170128,sub-10273_dwi.Arcuate_Fasciculus_R.stat.txt	27
nrdi06L	0.0260515,sub-10273_dwi.Arcuate_Fasciculus_R.stat.txt	28
,sub-10273_dwi.Arcuate_Fasciculus_R.stat.txt	29
number of tracts	14389,sub-10274_dwi.Arcuate_Fasciculus_R.stat.txt	0
mean length(mm)	102.434,sub-10274_dwi.Arcuate_Fasciculus_R.stat.txt	1
span(mm)	29.7057,sub-10274_dwi.Arcuate_Fasciculus_R.stat.txt	2
curl	3.44829,sub-10274_dwi.Arcuate_Fasciculus_R.stat.txt	3
elongation	6.08901,sub-10274_dwi.Arcuate_Fasciculus_R.stat.txt	4
diameter(mm)	16.8228,sub-10274_dwi.Arcuate_Fasciculus_R.stat.txt	5
volume(mm^3)	22768.1,sub-10274_dwi.Arcuate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	16705.5,sub-10274_dwi.Arcuate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	6062.69,sub-10274_dwi.Arcuate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	36928.5,sub-10274_dwi.Arcuate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	19.3531,sub-10274_dwi.Arcuate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	4257.89,sub-10274_dwi.Arcuate_Fasciculus_R.stat.txt	11
irregularity	6.82135,sub-10274_dwi.Arcuate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	3030.86,sub-10274_dwi.Arcuate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	12.3483,sub-10274_dwi.Arcuate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.15805,sub-10274_dwi.Arcuate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	1227.03,sub-10274_dwi.Arcuate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	7.0049,sub-10274_dwi.Arcuate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.125631,sub-10274_dwi.Arcuate_Fasciculus_R.stat.txt	18
qa	0.125545,sub-10274_dwi.Arcuate_Fasciculus_R.stat.txt	19
dti_fa	0.468969,sub-10274_dwi.Arcuate_Fasciculus_R.stat.txt	20
md	0.726207,sub-10274_dwi.Arcuate_Fasciculus_R.stat.txt	21
ad	1.10638,sub-10274_dwi.Arcuate_Fasciculus_R.stat.txt	22
rd	0.53612,sub-10274_dwi.Arcuate_Fasciculus_R.stat.txt	23
iso	0.297001,sub-10274_dwi.Arcuate_Fasciculus_R.stat.txt	24
rdi	0.203973,sub-10274_dwi.Arcuate_Fasciculus_R.stat.txt	25
nrdi02L	0.261109,sub-10274_dwi.Arcuate_Fasciculus_R.stat.txt	26
nrdi04L	0.10232,sub-10274_dwi.Arcuate_Fasciculus_R.stat.txt	27
nrdi06L	0.0155845,sub-10274_dwi.Arcuate_Fasciculus_R.stat.txt	28
,sub-10274_dwi.Arcuate_Fasciculus_R.stat.txt	29
number of tracts	9692,sub-10280_dwi.Arcuate_Fasciculus_R.stat.txt	0
mean length(mm)	97.5665,sub-10280_dwi.Arcuate_Fasciculus_R.stat.txt	1
span(mm)	25.1844,sub-10280_dwi.Arcuate_Fasciculus_R.stat.txt	2
curl	3.87408,sub-10280_dwi.Arcuate_Fasciculus_R.stat.txt	3
elongation	5.5673,sub-10280_dwi.Arcuate_Fasciculus_R.stat.txt	4
diameter(mm)	17.5249,sub-10280_dwi.Arcuate_Fasciculus_R.stat.txt	5
volume(mm^3)	23534.3,sub-10280_dwi.Arcuate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	12119.9,sub-10280_dwi.Arcuate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	11414.5,sub-10280_dwi.Arcuate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	38493.3,sub-10280_dwi.Arcuate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	24.9876,sub-10280_dwi.Arcuate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	3310.93,sub-10280_dwi.Arcuate_Fasciculus_R.stat.txt	11
irregularity	7.16604,sub-10280_dwi.Arcuate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	1721.57,sub-10280_dwi.Arcuate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	16.0288,sub-10280_dwi.Arcuate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.468846,sub-10280_dwi.Arcuate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	1589.36,sub-10280_dwi.Arcuate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	8.95876,sub-10280_dwi.Arcuate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.158644,sub-10280_dwi.Arcuate_Fasciculus_R.stat.txt	18
qa	0.168672,sub-10280_dwi.Arcuate_Fasciculus_R.stat.txt	19
dti_fa	0.442496,sub-10280_dwi.Arcuate_Fasciculus_R.stat.txt	20
md	0.819366,sub-10280_dwi.Arcuate_Fasciculus_R.stat.txt	21
ad	1.20866,sub-10280_dwi.Arcuate_Fasciculus_R.stat.txt	22
rd	0.624719,sub-10280_dwi.Arcuate_Fasciculus_R.stat.txt	23
iso	0.400852,sub-10280_dwi.Arcuate_Fasciculus_R.stat.txt	24
rdi	0.273596,sub-10280_dwi.Arcuate_Fasciculus_R.stat.txt	25
nrdi02L	0.350911,sub-10280_dwi.Arcuate_Fasciculus_R.stat.txt	26
nrdi04L	0.137834,sub-10280_dwi.Arcuate_Fasciculus_R.stat.txt	27
nrdi06L	0.0212671,sub-10280_dwi.Arcuate_Fasciculus_R.stat.txt	28
,sub-10280_dwi.Arcuate_Fasciculus_R.stat.txt	29
number of tracts	8508,sub-10290_dwi.Arcuate_Fasciculus_R.stat.txt	0
mean length(mm)	116.072,sub-10290_dwi.Arcuate_Fasciculus_R.stat.txt	1
span(mm)	40.3351,sub-10290_dwi.Arcuate_Fasciculus_R.stat.txt	2
curl	2.87769,sub-10290_dwi.Arcuate_Fasciculus_R.stat.txt	3
elongation	8.17652,sub-10290_dwi.Arcuate_Fasciculus_R.stat.txt	4
diameter(mm)	14.1958,sub-10290_dwi.Arcuate_Fasciculus_R.stat.txt	5
volume(mm^3)	18371.2,sub-10290_dwi.Arcuate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	14906.5,sub-10290_dwi.Arcuate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	3464.68,sub-10290_dwi.Arcuate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	32197.6,sub-10290_dwi.Arcuate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	20.3381,sub-10290_dwi.Arcuate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	2948.6,sub-10290_dwi.Arcuate_Fasciculus_R.stat.txt	11
irregularity	6.21993,sub-10290_dwi.Arcuate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	917.581,sub-10290_dwi.Arcuate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	11.5492,sub-10290_dwi.Arcuate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.456679,sub-10290_dwi.Arcuate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	2031.02,sub-10290_dwi.Arcuate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	8.78893,sub-10290_dwi.Arcuate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.119484,sub-10290_dwi.Arcuate_Fasciculus_R.stat.txt	18
qa	0.295112,sub-10290_dwi.Arcuate_Fasciculus_R.stat.txt	19
dti_fa	0.483127,sub-10290_dwi.Arcuate_Fasciculus_R.stat.txt	20
md	0.754479,sub-10290_dwi.Arcuate_Fasciculus_R.stat.txt	21
ad	1.15922,sub-10290_dwi.Arcuate_Fasciculus_R.stat.txt	22
rd	0.552108,sub-10290_dwi.Arcuate_Fasciculus_R.stat.txt	23
iso	0.661697,sub-10290_dwi.Arcuate_Fasciculus_R.stat.txt	24
rdi	0.456167,sub-10290_dwi.Arcuate_Fasciculus_R.stat.txt	25
nrdi02L	0.584254,sub-10290_dwi.Arcuate_Fasciculus_R.stat.txt	26
nrdi04L	0.229096,sub-10290_dwi.Arcuate_Fasciculus_R.stat.txt	27
nrdi06L	0.0350182,sub-10290_dwi.Arcuate_Fasciculus_R.stat.txt	28
,sub-10290_dwi.Arcuate_Fasciculus_R.stat.txt	29
number of tracts	82,sub-10292_dwi.Arcuate_Fasciculus_R.stat.txt	0
mean length(mm)	45.7738,sub-10292_dwi.Arcuate_Fasciculus_R.stat.txt	1
span(mm)	7.41762,sub-10292_dwi.Arcuate_Fasciculus_R.stat.txt	2
curl	6.17095,sub-10292_dwi.Arcuate_Fasciculus_R.stat.txt	3
elongation	10.0802,sub-10292_dwi.Arcuate_Fasciculus_R.stat.txt	4
diameter(mm)	4.54095,sub-10292_dwi.Arcuate_Fasciculus_R.stat.txt	5
volume(mm^3)	741.311,sub-10292_dwi.Arcuate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	714.871,sub-10292_dwi.Arcuate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	26.4404,sub-10292_dwi.Arcuate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	2169.09,sub-10292_dwi.Arcuate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	5.35596,sub-10292_dwi.Arcuate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	57.7772,sub-10292_dwi.Arcuate_Fasciculus_R.stat.txt	11
irregularity	3.32173,sub-10292_dwi.Arcuate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	22.5233,sub-10292_dwi.Arcuate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	2.88752,sub-10292_dwi.Arcuate_Fasciculus_R.stat.txt	14
irregularity of end region 1	1.16297,sub-10292_dwi.Arcuate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	35.2539,sub-10292_dwi.Arcuate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	2.46844,sub-10292_dwi.Arcuate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.542987,sub-10292_dwi.Arcuate_Fasciculus_R.stat.txt	18
qa	0.0623222,sub-10292_dwi.Arcuate_Fasciculus_R.stat.txt	19
dti_fa	0.292353,sub-10292_dwi.Arcuate_Fasciculus_R.stat.txt	20
md	1.08334,sub-10292_dwi.Arcuate_Fasciculus_R.stat.txt	21
ad	1.36085,sub-10292_dwi.Arcuate_Fasciculus_R.stat.txt	22
rd	0.944587,sub-10292_dwi.Arcuate_Fasciculus_R.stat.txt	23
iso	0.210109,sub-10292_dwi.Arcuate_Fasciculus_R.stat.txt	24
rdi	0.136997,sub-10292_dwi.Arcuate_Fasciculus_R.stat.txt	25
nrdi02L	0.176647,sub-10292_dwi.Arcuate_Fasciculus_R.stat.txt	26
nrdi04L	0.0698331,sub-10292_dwi.Arcuate_Fasciculus_R.stat.txt	27
nrdi06L	0.0111536,sub-10292_dwi.Arcuate_Fasciculus_R.stat.txt	28
,sub-10292_dwi.Arcuate_Fasciculus_R.stat.txt	29
number of tracts	11805,sub-10304_dwi.Arcuate_Fasciculus_R.stat.txt	0
mean length(mm)	102.807,sub-10304_dwi.Arcuate_Fasciculus_R.stat.txt	1
span(mm)	30.3957,sub-10304_dwi.Arcuate_Fasciculus_R.stat.txt	2
curl	3.38229,sub-10304_dwi.Arcuate_Fasciculus_R.stat.txt	3
elongation	5.96261,sub-10304_dwi.Arcuate_Fasciculus_R.stat.txt	4
diameter(mm)	17.2419,sub-10304_dwi.Arcuate_Fasciculus_R.stat.txt	5
volume(mm^3)	24004,sub-10304_dwi.Arcuate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	23154,sub-10304_dwi.Arcuate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	850.012,sub-10304_dwi.Arcuate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	40997.4,sub-10304_dwi.Arcuate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	19.6528,sub-10304_dwi.Arcuate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	3690.89,sub-10304_dwi.Arcuate_Fasciculus_R.stat.txt	11
irregularity	7.36204,sub-10304_dwi.Arcuate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	2401.18,sub-10304_dwi.Arcuate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	11.0728,sub-10304_dwi.Arcuate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.160413,sub-10304_dwi.Arcuate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	1289.71,sub-10304_dwi.Arcuate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	8.57998,sub-10304_dwi.Arcuate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.179321,sub-10304_dwi.Arcuate_Fasciculus_R.stat.txt	18
qa	0.21667,sub-10304_dwi.Arcuate_Fasciculus_R.stat.txt	19
dti_fa	0.44747,sub-10304_dwi.Arcuate_Fasciculus_R.stat.txt	20
md	0.816073,sub-10304_dwi.Arcuate_Fasciculus_R.stat.txt	21
ad	1.21876,sub-10304_dwi.Arcuate_Fasciculus_R.stat.txt	22
rd	0.614727,sub-10304_dwi.Arcuate_Fasciculus_R.stat.txt	23
iso	0.492997,sub-10304_dwi.Arcuate_Fasciculus_R.stat.txt	24
rdi	0.338968,sub-10304_dwi.Arcuate_Fasciculus_R.stat.txt	25
nrdi02L	0.434557,sub-10304_dwi.Arcuate_Fasciculus_R.stat.txt	26
nrdi04L	0.170594,sub-10304_dwi.Arcuate_Fasciculus_R.stat.txt	27
nrdi06L	0.0262415,sub-10304_dwi.Arcuate_Fasciculus_R.stat.txt	28
,sub-10304_dwi.Arcuate_Fasciculus_R.stat.txt	29
number of tracts	12573,sub-10316_dwi.Arcuate_Fasciculus_R.stat.txt	0
mean length(mm)	97.7741,sub-10316_dwi.Arcuate_Fasciculus_R.stat.txt	1
span(mm)	23.4133,sub-10316_dwi.Arcuate_Fasciculus_R.stat.txt	2
curl	4.176,sub-10316_dwi.Arcuate_Fasciculus_R.stat.txt	3
elongation	5.52871,sub-10316_dwi.Arcuate_Fasciculus_R.stat.txt	4
diameter(mm)	17.6848,sub-10316_dwi.Arcuate_Fasciculus_R.stat.txt	5
volume(mm^3)	24016.7,sub-10316_dwi.Arcuate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	22353.9,sub-10316_dwi.Arcuate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	1662.81,sub-10316_dwi.Arcuate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	36873.6,sub-10316_dwi.Arcuate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	20.3336,sub-10316_dwi.Arcuate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	4844.47,sub-10316_dwi.Arcuate_Fasciculus_R.stat.txt	11
irregularity	6.788,sub-10316_dwi.Arcuate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	2732.18,sub-10316_dwi.Arcuate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	10.6856,sub-10316_dwi.Arcuate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.131292,sub-10316_dwi.Arcuate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	2112.3,sub-10316_dwi.Arcuate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	9.64799,sub-10316_dwi.Arcuate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.138442,sub-10316_dwi.Arcuate_Fasciculus_R.stat.txt	18
qa	0.184867,sub-10316_dwi.Arcuate_Fasciculus_R.stat.txt	19
dti_fa	0.474228,sub-10316_dwi.Arcuate_Fasciculus_R.stat.txt	20
md	0.753439,sub-10316_dwi.Arcuate_Fasciculus_R.stat.txt	21
ad	1.13843,sub-10316_dwi.Arcuate_Fasciculus_R.stat.txt	22
rd	0.560944,sub-10316_dwi.Arcuate_Fasciculus_R.stat.txt	23
iso	0.43213,sub-10316_dwi.Arcuate_Fasciculus_R.stat.txt	24
rdi	0.297623,sub-10316_dwi.Arcuate_Fasciculus_R.stat.txt	25
nrdi02L	0.381234,sub-10316_dwi.Arcuate_Fasciculus_R.stat.txt	26
nrdi04L	0.149508,sub-10316_dwi.Arcuate_Fasciculus_R.stat.txt	27
nrdi06L	0.0228697,sub-10316_dwi.Arcuate_Fasciculus_R.stat.txt	28
,sub-10316_dwi.Arcuate_Fasciculus_R.stat.txt	29
number of tracts	13678,sub-10321_dwi.Arcuate_Fasciculus_R.stat.txt	0
mean length(mm)	127.161,sub-10321_dwi.Arcuate_Fasciculus_R.stat.txt	1
span(mm)	31.9725,sub-10321_dwi.Arcuate_Fasciculus_R.stat.txt	2
curl	3.97721,sub-10321_dwi.Arcuate_Fasciculus_R.stat.txt	3
elongation	8.56158,sub-10321_dwi.Arcuate_Fasciculus_R.stat.txt	4
diameter(mm)	14.8526,sub-10321_dwi.Arcuate_Fasciculus_R.stat.txt	5
volume(mm^3)	22031.7,sub-10321_dwi.Arcuate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	17526.1,sub-10321_dwi.Arcuate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	4505.64,sub-10321_dwi.Arcuate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	40236.5,sub-10321_dwi.Arcuate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	23.5472,sub-10321_dwi.Arcuate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	3742.79,sub-10321_dwi.Arcuate_Fasciculus_R.stat.txt	11
irregularity	6.7813,sub-10321_dwi.Arcuate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	1895.88,sub-10321_dwi.Arcuate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	15.4119,sub-10321_dwi.Arcuate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.393596,sub-10321_dwi.Arcuate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	1846.91,sub-10321_dwi.Arcuate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	8.1353,sub-10321_dwi.Arcuate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.112577,sub-10321_dwi.Arcuate_Fasciculus_R.stat.txt	18
qa	0.137805,sub-10321_dwi.Arcuate_Fasciculus_R.stat.txt	19
dti_fa	0.477873,sub-10321_dwi.Arcuate_Fasciculus_R.stat.txt	20
md	0.742742,sub-10321_dwi.Arcuate_Fasciculus_R.stat.txt	21
ad	1.13458,sub-10321_dwi.Arcuate_Fasciculus_R.stat.txt	22
rd	0.546821,sub-10321_dwi.Arcuate_Fasciculus_R.stat.txt	23
iso	0.305814,sub-10321_dwi.Arcuate_Fasciculus_R.stat.txt	24
rdi	0.213037,sub-10321_dwi.Arcuate_Fasciculus_R.stat.txt	25
nrdi02L	0.272722,sub-10321_dwi.Arcuate_Fasciculus_R.stat.txt	26
nrdi04L	0.106875,sub-10321_dwi.Arcuate_Fasciculus_R.stat.txt	27
nrdi06L	0.0162823,sub-10321_dwi.Arcuate_Fasciculus_R.stat.txt	28
,sub-10321_dwi.Arcuate_Fasciculus_R.stat.txt	29
number of tracts	13211,sub-10325_dwi.Arcuate_Fasciculus_R.stat.txt	0
mean length(mm)	112.897,sub-10325_dwi.Arcuate_Fasciculus_R.stat.txt	1
span(mm)	29.1923,sub-10325_dwi.Arcuate_Fasciculus_R.stat.txt	2
curl	3.86734,sub-10325_dwi.Arcuate_Fasciculus_R.stat.txt	3
elongation	6.7222,sub-10325_dwi.Arcuate_Fasciculus_R.stat.txt	4
diameter(mm)	16.7946,sub-10325_dwi.Arcuate_Fasciculus_R.stat.txt	5
volume(mm^3)	25009.7,sub-10325_dwi.Arcuate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	20540.3,sub-10325_dwi.Arcuate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	4469.41,sub-10325_dwi.Arcuate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	43831.4,sub-10325_dwi.Arcuate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	22.929,sub-10325_dwi.Arcuate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	4739.69,sub-10325_dwi.Arcuate_Fasciculus_R.stat.txt	11
irregularity	7.35844,sub-10325_dwi.Arcuate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	2911.39,sub-10325_dwi.Arcuate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	11.2876,sub-10325_dwi.Arcuate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.137485,sub-10325_dwi.Arcuate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	1828.31,sub-10325_dwi.Arcuate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	11.6414,sub-10325_dwi.Arcuate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.232868,sub-10325_dwi.Arcuate_Fasciculus_R.stat.txt	18
qa	0.219126,sub-10325_dwi.Arcuate_Fasciculus_R.stat.txt	19
dti_fa	0.50447,sub-10325_dwi.Arcuate_Fasciculus_R.stat.txt	20
md	0.716561,sub-10325_dwi.Arcuate_Fasciculus_R.stat.txt	21
ad	1.1364,sub-10325_dwi.Arcuate_Fasciculus_R.stat.txt	22
rd	0.506643,sub-10325_dwi.Arcuate_Fasciculus_R.stat.txt	23
iso	0.471428,sub-10325_dwi.Arcuate_Fasciculus_R.stat.txt	24
rdi	0.326969,sub-10325_dwi.Arcuate_Fasciculus_R.stat.txt	25
nrdi02L	0.418428,sub-10325_dwi.Arcuate_Fasciculus_R.stat.txt	26
nrdi04L	0.163904,sub-10325_dwi.Arcuate_Fasciculus_R.stat.txt	27
nrdi06L	0.0249116,sub-10325_dwi.Arcuate_Fasciculus_R.stat.txt	28
,sub-10325_dwi.Arcuate_Fasciculus_R.stat.txt	29
number of tracts	206,sub-10329_dwi.Arcuate_Fasciculus_R.stat.txt	0
mean length(mm)	105.448,sub-10329_dwi.Arcuate_Fasciculus_R.stat.txt	1
span(mm)	13.3583,sub-10329_dwi.Arcuate_Fasciculus_R.stat.txt	2
curl	7.89383,sub-10329_dwi.Arcuate_Fasciculus_R.stat.txt	3
elongation	25.44,sub-10329_dwi.Arcuate_Fasciculus_R.stat.txt	4
diameter(mm)	4.14497,sub-10329_dwi.Arcuate_Fasciculus_R.stat.txt	5
volume(mm^3)	1422.89,sub-10329_dwi.Arcuate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	998.861,sub-10329_dwi.Arcuate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	424.026,sub-10329_dwi.Arcuate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	5157.84,sub-10329_dwi.Arcuate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	15.0572,sub-10329_dwi.Arcuate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	92.0519,sub-10329_dwi.Arcuate_Fasciculus_R.stat.txt	11
irregularity	3.75629,sub-10329_dwi.Arcuate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	51.9016,sub-10329_dwi.Arcuate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	5.33015,sub-10329_dwi.Arcuate_Fasciculus_R.stat.txt	14
irregularity of end region 1	1.71968,sub-10329_dwi.Arcuate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	40.1503,sub-10329_dwi.Arcuate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	9.72702,sub-10329_dwi.Arcuate_Fasciculus_R.stat.txt	17
irregularity of end region 2	7.40323,sub-10329_dwi.Arcuate_Fasciculus_R.stat.txt	18
qa	0.179385,sub-10329_dwi.Arcuate_Fasciculus_R.stat.txt	19
dti_fa	0.325778,sub-10329_dwi.Arcuate_Fasciculus_R.stat.txt	20
md	0.913345,sub-10329_dwi.Arcuate_Fasciculus_R.stat.txt	21
ad	1.2041,sub-10329_dwi.Arcuate_Fasciculus_R.stat.txt	22
rd	0.767967,sub-10329_dwi.Arcuate_Fasciculus_R.stat.txt	23
iso	0.593989,sub-10329_dwi.Arcuate_Fasciculus_R.stat.txt	24
rdi	0.389319,sub-10329_dwi.Arcuate_Fasciculus_R.stat.txt	25
nrdi02L	0.500288,sub-10329_dwi.Arcuate_Fasciculus_R.stat.txt	26
nrdi04L	0.196965,sub-10329_dwi.Arcuate_Fasciculus_R.stat.txt	27
nrdi06L	0.030779,sub-10329_dwi.Arcuate_Fasciculus_R.stat.txt	28
,sub-10329_dwi.Arcuate_Fasciculus_R.stat.txt	29
number of tracts	622,sub-10339_dwi.Arcuate_Fasciculus_R.stat.txt	0
mean length(mm)	90.3928,sub-10339_dwi.Arcuate_Fasciculus_R.stat.txt	1
span(mm)	25.2749,sub-10339_dwi.Arcuate_Fasciculus_R.stat.txt	2
curl	3.57639,sub-10339_dwi.Arcuate_Fasciculus_R.stat.txt	3
elongation	14.0052,sub-10339_dwi.Arcuate_Fasciculus_R.stat.txt	4
diameter(mm)	6.45422,sub-10339_dwi.Arcuate_Fasciculus_R.stat.txt	5
volume(mm^3)	2957.41,sub-10339_dwi.Arcuate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	1559.99,sub-10339_dwi.Arcuate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	1397.43,sub-10339_dwi.Arcuate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	7322.04,sub-10339_dwi.Arcuate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	7.5449,sub-10339_dwi.Arcuate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	224.254,sub-10339_dwi.Arcuate_Fasciculus_R.stat.txt	11
irregularity	3.99489,sub-10339_dwi.Arcuate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	93.0311,sub-10339_dwi.Arcuate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	4.42606,sub-10339_dwi.Arcuate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.661541,sub-10339_dwi.Arcuate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	131.223,sub-10339_dwi.Arcuate_Fasciculus_R.stat.txt	16
